PMID,Title,Abstract,Keywords,Journal,Country,Year
30208021,Transcription factor CBF-1 is critical for circadian gene expression by modulating WHITE COLLAR complex recruitment to the frq locus.,"Transcription of the Neurospora crassa circadian clock gene frequency (frq) is an essential process in the negative feedback loop that controls circadian rhythms. WHITE COLLAR 1 (WC-1) and WHITE COLLAR 2 (WC-2) forms the WC complex (WCC) that is the main activator of frq transcription by binding to its promoter. Here, we show that Centromere Binding Factor 1 (CBF-1) is a critical component of the N. crassa circadian clock by regulating frq transcription. Deletion of cbf-1 resulted in long period and low amplitude rhythms, whereas overexpression of CBF-1 abolished the circadian rhythms. Loss of CBF-1 resulted in WC-independent FRQ expression and suppression of WCC activity. As WCC, CBF-1 also binds to the C-box at the frq promoter. Overexpression of CBF-1 impaired WCC binding to the C-box to suppress frq transcription. Together, our results suggest that the proper level of CBF-1 is critical for circadian clock function by suppressing WC-independent FRQ expression and by regulating WCC binding to the frq promoter.",?,PLoS genetics,China,2018 Sep
25517356,Hydrophobic handoff for direct delivery of peroxisome tail-anchored proteins.,"Tail-anchored (TA) proteins are inserted into membranes post-translationally through a C-terminal transmembrane domain (TMD). The PEX19 protein binds peroxisome TA proteins in the cytoplasm and delivers them to the membrane through the PEX3 receptor protein. An amphipathic segment in PEX19 promotes docking on PEX3. However, how this leads to substrate insertion is unknown. Here we reconstitute peroxisome TA protein biogenesis into two sequential steps of substrate TMD engagement and membrane insertion. We identify a series of previously uncharacterized amphipathic segments in PEX19 and identify one whose hydrophobicity is required for membrane insertion, but not TMD chaperone activity or PEX3 binding. A membrane-proximal hydrophobic surface of PEX3 promotes an unconventional form of membrane intercalation, and is also required for TMD insertion. Together, these data support a mechanism in which hydrophobic moieties in the TMD chaperone and its membrane-associated receptor act in a concerted manner to prompt TMD release and membrane insertion.",?,Nature communications,Singapore,2014 Dec 17
27708165,Accumulation of specific sterol precursors targets a MAP kinase cascade mediating cell-cell recognition and fusion.,"Sterols are vital components of eukaryotic cell membranes. Defects in sterol biosynthesis, which result in the accumulation of precursor molecules, are commonly associated with cellular disorders and disease. However, the effects of these sterol precursors on the metabolism, signaling, and behavior of cells are only poorly understood. In this study, we show that the accumulation of only ergosterol precursors with a conjugated double bond in their aliphatic side chain specifically disrupts cell-cell communication and fusion in the fungus Neurospora crassa Genetically identical germinating spores of this fungus undergo cell-cell fusion, thereby forming a highly interconnected supracellular network during colony initiation. Before fusion, the cells use an unusual signaling mechanism that involves the coordinated and alternating switching between signal sending and receiving states of the two fusion partners. Accumulation of only ergosterol precursors with a conjugated double bond in their aliphatic side chain disrupts this coordinated cell-cell communication and suppresses cell fusion. These specific sterol precursors target a single ERK-like mitogen-activated protein (MAP) kinase (MAK-1)-signaling cascade, whereas a second MAP kinase pathway (MAK-2), which is also involved in cell fusion, is unaffected. These observations indicate that a minor specific change in sterol structure can exert a strong detrimental effect on a key signaling pathway of the cell, resulting in the absence of cell fusion.","['MAP kinase signaling', 'Neurospora crassa', 'cell fusion', 'ergosterol', 'sterol biosynthesis']",Proceedings of the National Academy of Sciences of the United States of America,Germany,2016 Oct 18
29853094,Synergistic and long-lasting antibacterial effect of antibiotic-loaded TiCaPCON-Ag films against pathogenic bacteria and fungi.,"Implant-related bacterial infections remain a serious problem that is not solved yet. Herein we combined several antibacterial agents to achieve synergistic effects and broader protection of widely used metallic implants. Titanium samples with microcontainers for drug, produced by selective laser sintering, were coated with Ag-doped biocompatible and bioactive TiCaPCON film and loaded with an antibiotic (gentamicin or a mixture of gentamicin and amphotericin B). Bactericide release tests demonstrated that the release rate of one bactericide agent (Ag(+) ions or gentamicin) depended on the presence of the other antibacterial component. The antibacterial activity of the biocide-doped samples was evaluated against clinically isolated Escherichia coli O78 (E. coli), Staphylococcus aureus (S. aureus) bacteria, and Neurospora crassa wt-987 (N. crassa) spores. It was found that samples loaded with low gentamicin concentration (0.2 and 0.02 mg/cm(2)), i.e. 10 and 100 times less than the standard gentamicin concentration (2 mg/cm(2)), demonstrated a superb antibacterial activity against E. coli bacteria. We showed that a crosslinking reaction between gentamicin and TiCaPCON film proceeded either through the formation of amide bonds or via the electrostatic interaction between amine groups of gentamicin and COOH groups of TiCaPCON and led to the formation of relatively stable drug/film conjugates that prevented a rapid dissolution of gentamicin and ensured its long-term (for 72 h) antibacterial protection. Leaching of silver ions provided an effective antibacterial protection after the depletion of the drug reservoirs. The obtained results clearly show a synergistic antibacterial action of Ag(+) ions and gentamicin against S. aureus bacteria. In addition, in the presence of Ag(+) ions, the antifungal activity of samples loaded with a mixture of gentamicin and amphotericin B against N. crassa fungus was observed to increase. Thus, it is demonstrated that silver can be successfully coupled with different types of antibiotics to provide innovative hybrid metal-ceramic bioconstructions that are able to deliver precise doses of bactericide agents within a certain period of time and are equally effective against Gram-negative E. coli bacteria, Gram-positive S. aureus, and N. crassa fungus.","['Ag-doped TiCaPCON films', 'Antibacterial activity', 'Antibiotic-loaded surface', 'Bactericide release', 'Fungi', 'Pathogenic bacteria']","Materials science & engineering. C, Materials for biological applications",Russia,2018 Sep 1
24250809,Human-like eukaryotic translation initiation factor 3 from Neurospora crassa.,"Eukaryotic translation initiation factor 3 (eIF3) is a key regulator of translation initiation, but its in vivo assembly and molecular functions remain unclear. Here we show that eIF3 from Neurospora crassa is structurally and compositionally similar to human eIF3. N. crassa eIF3 forms a stable 12-subunit complex linked genetically and biochemically to the 13(th) subunit, eIF3j, which in humans modulates mRNA start codon selection. Based on N. crassa genetic analysis, most subunits in eIF3 are essential. Subunits that can be deleted (e, h, k and l) map to the right side of the eIF3 complex, suggesting that they may coordinately regulate eIF3 function. Consistent with this model, subunits eIF3k and eIF3l are incorporated into the eIF3 complex as a pair, and their insertion depends on the presence of subunit eIF3h, a key regulator of vertebrate development. Comparisons to other eIF3 complexes suggest that eIF3 assembles around an eIF3a and eIF3c dimer, which may explain the coordinated regulation of human eIF3 levels. Taken together, these results show that Neurospora crassa eIF3 provides a tractable system for probing the structure and function of human-like eIF3 in the context of living cells.",?,PloS one,United States of America,2013
23834436,Activation of neutrophils by the two-component leukotoxin LukE/D from Staphylococcus aureus: proteomic analysis of the secretions.,"Staphylococcus aureus is responsible for severe bacterial infections in hospitals and healthcare facilities. It produces single and bicomponent toxins (leukotoxins and hemolysins) that hinder innate immune function. Leukotoxin subunits bind to leukocyte cell membrane thus inducing transmembrane pores and subsequently, cell lysis. Leukotoxin LukE/D is a member of the bicomponent toxin family, but to date, no study concerning its involvement in host-pathogen interactions has been reported. In the present study, we performed the proteomic analysis of the secretions recovered after activation of human neutrophils by leukotoxin LukE/D. The neutrophil secretions were purified by RP-HPLC and different fractions were analyzed by Edman sequencing, LC-MS/MS, immunoblotted for chromogranin-derived peptides and further analyzed for antimicrobial properties. Proteomic analysis revealed that neutrophil secretions constitute a large number of proteins related with immune boosting mechanisms, proteolytic degradation, inflammatory process and antioxidant reactions.",?,Journal of proteome research,France,2013 Aug 2
35797944,Exploring the potential of benzoic acid derived from the endophytic fungus strain Neurospora crassa SSN01 as a promising antimicrobial agent in wound healing.,"Endophytic fungi are known to produce bioactive compounds with the potential to be used as promising drugs to treat a wide range of diseases. To the best of our knowledge, the use of bioactive metabolites derived from endophytic fungi, particularly against multidrug resistant (MDR) pathogens inhabiting burn wounds, has been emphasized for the first time. Therefore, the purpose of this study is to investigate the potential of purified benzoic acid (BA) derived from Neurospora crassa, an endophytic fungus isolated from Lycium shawii, as a promising and alternative safe antimicrobial candidate in wound healing. As a result, benzoic acid, a safe and nontoxic compound, may be a promising candidate for combating clinical MDR pathogens of burn wound infections. In this study, Neurospora crassa strain SSN01 (MW856826) was successfully identified for the first time as a new BA-producing endophytic fungus isolated from Lycium shawii. The concentration of BA in the ethyl acetate extract reached 244 mg/mL. Purified BA had a detrimental effect on the MDR strains tested, and the MDR Staphylococcus aureus strain SA-17 was clearly more susceptible to BA as compared to the other tested MDR bacterial and fungal strains. Toxicological studies on experimental animals were conducted to evaluate the toxicity of BA and a suitable dose regimen for future human use. Oral administration of BA at the highest concentration of 300 microg/kg body weight resulted in nontoxic signs and no mortality. In vivo histopathological examination revealed that BA, as a nontoxic and safe compound, could be a promising candidate for wound healing, combating MDR pathogens of burn wound infections.","['Antimicrobial activity', 'Benzoic acid', 'Endophytes', 'Lycium shawii', 'Neurospora crassa', 'Wound healing']",Microbiological research,Egypt,2022 Sep
32020195,Quantitative global studies reveal differential translational control by start codon context across the fungal kingdom.,"Eukaryotic protein synthesis generally initiates at a start codon defined by an AUG and its surrounding Kozak sequence context, but the quantitative importance of this context in different species is unclear. We tested this concept in two pathogenic Cryptococcus yeast species by genome-wide mapping of translation and of mRNA 5' and 3' ends. We observed thousands of AUG-initiated upstream open reading frames (uORFs) that are a major contributor to translation repression. uORF use depends on the Kozak sequence context of its start codon, and uORFs with strong contexts promote nonsense-mediated mRNA decay. Transcript leaders in Cryptococcus and other fungi are substantially longer and more AUG-dense than in Saccharomyces. Numerous Cryptococcus mRNAs encode predicted dual-localized proteins, including many aminoacyl-tRNA synthetases, in which a leaky AUG start codon is followed by a strong Kozak context in-frame AUG, separated by mitochondrial-targeting sequence. Analysis of other fungal species shows that such dual-localization is also predicted to be common in the ascomycete mould, Neurospora crassa. Kozak-controlled regulation is correlated with insertions in translational initiation factors in fidelity-determining regions that contact the initiator tRNA. Thus, start codon context is a signal that quantitatively programs both the expression and the structures of proteins in diverse fungi.",?,Nucleic acids research,UK,2020 Mar 18
25292207,Role of a remote leucine residue in the catalytic function of polyol dehydrogenase.,"Studies on the protein-metal binding sites have mainly focused on the residues immediately surrounding the reacting substrate, cofactors, and metal ions. The contribution of residues in remote layers to the highly optimized microenvironments of catalytic active sites is not well understood. To improve our understanding, the present study examined the role of remote residues on the structure and function of zinc-dependent polyol dehydrogenases. We used an integrated computational and biochemical approach to determine the role of L136 in the third shell of the l-arabinitol 4-dehydrogenase (LAD) from Neurospora crassa. Substitution of L136 with charged (Asp, Lys, or His) and bulky (Trp) side chain amino acids abolished enzyme activity. Whereas the L136A mutant exhibited a 95% decrease in catalytic efficiency (kcat/Km), the L136C mutant exhibited a 39% decrease in kcat/Km. Additionally, molecular docking and dynamic simulations on the mutant (L136A, L136C, L136H, and L136P) complexes showed the loss of crucial H-bonds between G77 and the corresponding mutated residue. It is evident from theoretical and biochemical studies that the L136 is part of the extensive hydrogen bonding network coupled to the reaction catalyzed at the active site. We propose that L136, critically positioned behind the active site residues H78 and E79 in the third shell of LAD, plays a crucial role in modulating catalysis or substrate binding by stabilizing the GHE motif in the LAD active site.",?,Molecular bioSystems,Republic of Korea. jkrhee@konkuk.ac.kr,2014 Dec
33121519,The selectivity filter of the mitochondrial protein import machinery.,"BACKGROUND: The uptake of newly synthesized nuclear-encoded mitochondrial proteins from the cytosol is mediated by a complex of mitochondrial outer membrane proteins comprising a central pore-forming component and associated receptor proteins. Distinct fractions of proteins initially bind to the receptor proteins and are subsequently transferred to the pore-forming component for import. The aim of this study was the identification of the decisive elements of this machinery that determine the specific selection of the proteins that should be imported. RESULTS: We identified the essential internal targeting signal of the members of the mitochondrial metabolite carrier proteins, the largest protein family of the mitochondria, and we investigated the specific recognition of this signal by the protein import machinery at the mitochondrial outer surface. We found that the outer membrane import receptors facilitated the uptake of these proteins, and we identified the corresponding binding site, marked by cysteine C141 in the receptor protein Tom70. However, in tests both in vivo and in vitro, the import receptors were neither necessary nor sufficient for specific recognition of the targeting signals. Although these signals are unrelated to the amino-terminal presequences that mediate the targeting of other mitochondrial preproteins, they were found to resemble presequences in their strict dependence on a content of positively charged residues as a prerequisite of interactions with the import pore. CONCLUSIONS: The general import pore of the mitochondrial outer membrane appears to represent not only the central channel of protein translocation but also to form the decisive general selectivity filter in the uptake of the newly synthesized mitochondrial proteins.","['Chaperones', 'Ion channel', 'Mitochondria', 'Protein targeting', 'Selectivity filter', 'TOM complex', 'Tom40', 'Tom70']",BMC biology,Germany,2020 Oct 29
31698975,The fungal mitochondrial Nad5 pan-genic intron landscape.,"An intron landscape was prepared for the fungal mitochondrial nad5 gene. A hundred and eighty-eight fungal species were examined and a total of 265 introns were noted to be located in 29 intron insertion sites within the examined nad5 genes. Two hundred and sixty-three introns could be classified as group I types and two group II introns were noted. One additional group II intron module was identified nested within a composite group I intron. Based on features related to RNA secondary structures, introns can be classified into different subtypes and it was observed that intron insertion-sites are biased towards phase 0 and they appear to be specific to an intron type. Intron landscapes could be used as a guide map to predict the location of fungal mtDNA mobile introns, which are composite elements that include a ribozyme component and in some instances open reading frames encoding homing endonucleases or reverse transcriptases and all of these have applications in biotechnology.","['Core creep', 'Group I intron', 'Intron insertion-sites', 'Intron phasing']","Mitochondrial DNA. Part A, DNA mapping, sequencing, and analysis",Canada,2019 Dec
34147068,Chromatin accessibility profiling in Neurospora crassa reveals molecular features associated with accessible and inaccessible chromatin.,"BACKGROUND: Regulation of chromatin accessibility and transcription are tightly coordinated processes. Studies in yeast and higher eukaryotes have described accessible chromatin regions, but little work has been done in filamentous fungi. RESULTS: Here we present a genome-scale characterization of accessible chromatin regions in Neurospora crassa, which revealed characteristic molecular features of accessible and inaccessible chromatin. We present experimental evidence of inaccessibility within heterochromatin regions in Neurospora, and we examine features of both accessible and inaccessible chromatin, including the presence of histone modifications, types of transcription, transcription factor binding, and relative nucleosome turnover rates. Chromatin accessibility is not strictly correlated with expression level. Accessible chromatin regions in the model filamentous fungus Neurospora are characterized the presence of H3K27 acetylation and commonly associated with pervasive non-coding transcription. Conversely, methylation of H3 lysine-36 catalyzed by ASH1 is correlated with inaccessible chromatin within promoter regions. CONCLUSIONS: In N. crassa, H3K27 acetylation is the most predictive histone modification for open chromatin. Conversely, our data show that H3K36 methylation is a key marker of inaccessible chromatin in gene-rich regions of the genome. Our data are consistent with an expanded role for H3K36 methylation in intergenic regions of filamentous fungi compared to the model yeasts, S. cerevisiae and S. pombe, which lack homologs of the ASH1 methyltransferase.","['ATAC-seq', 'Chromatin accessibility', 'Fungi', 'H3K36me3']",BMC genomics,USA,2021 Jun 19
36151124,Identification and expression of functionally conserved circadian clock genes in lichen-forming fungi.,"Lichen-forming fungi establish stable symbioses with green algae or cyanobacteria. Many species have broad distributions, both in geographic and ecological space, making them ideal subjects to study organism-environment interactions. However, little is known about the specific mechanisms that contribute to environmental adaptation in lichen-forming fungi. The circadian clock provides a well-described mechanism that contributes to regional adaptation across a variety of species, including fungi. Here, we identify the putative circadian clock components in phylogenetically divergent lichen-forming fungi. The core circadian genes (frq, wc-1, wc-2, frh) are present across the Fungi, including 31 lichen-forming species, and their evolutionary trajectories mirror overall fungal evolution. Comparative analyses of the clock genes indicate conserved domain architecture among lichen- and non-lichen-forming taxa. We used RT-qPCR to examine the core circadian loop of two unrelated lichen-forming fungi, Umbilicaria pustulata (Lecanoromycetes) and Dermatocarpon miniatum (Eurotiomycetes), to determine that the putative frq gene is activated in a light-dependent manner similar to the model fungus Neurospora crassa. Together, these results demonstrate that lichen-forming fungi retain functional light-responsive mechanisms, including a functioning circadian clock. Our findings provide a stepping stone into investigating the circadian clock in the lichen symbiosis, e.g. its role in adaptation, and in synchronizing the symbiotic interaction.",?,Scientific reports,Germany. henrique.valim@senckenberg.de,2022 Sep 23
31916434,Determination of the Distance Between the Cytochrome and Dehydrogenase Domains of Immobilized Cellobiose Dehydrogenase by Using Surface Plasmon Resonance with a Center of Mass Based Model.,"Changes in the tertiary conformation of adsorbed biomolecules can induce detectable shifts (Deltatheta(r)) in the surface plasmon resonance (SPR) angle. Here it is shown how to calculate the corresponding shifts in the adsorbate's center of mass (Deltaz(avg)) along the sensing surface normal from the measured Deltatheta(r). The novel developed model was used for determining the mean distance between the cytochrome (CYT) and flavodehydrogenase (DH) domains of the enzyme cellobiose dehydrogenase (CDH) isolated from the fungi Neurospora crassa, Corynascus thermophilus, and Myriococcum thermophilum as a function of pH, [Ca(2+)], and substrate concentration. SPR confirmed the results from earlier electrochemical and SAXS studies stating that the closed conformation, where the two domains are in close vicinity, is stabilized by a lower pH and an increased [Ca(2+)]. Interestingly, an increasing substrate concentration in the absence of any electron acceptors stabilizes the open conformation as the electrostatic repulsion due to the reaped electrons pushes the DH and CYT domains apart. The accuracy of distance determination was limited mostly by the random fluctuations between replicate measurements, and it was possible to detect movements <1 nm of the domains with respect to each other. The results agreed with calculations using already established models treating conformational changes as contraction or expansion of the thickness of the adsorbate layer (t(protein)). Although the models yielded equivalent results, in this case, the Deltaz(avg)-based method also works in situations, where the adsorbate's mass is not evenly distributed within the layer.",?,Analytical chemistry,Sweden,2020 Feb 4
25889729,Isobutanol production from cellobionic acid in Escherichia coli.,"BACKGROUND: Liquid fuels needed for the global transportation industry can be produced from sugars derived from plant-based lignocellulosics. Lignocellulosics contain a range of sugars, only some of which (such as cellulose) have been shown to be utilizable by microorganisms capable of producing biofuels. Cellobionic acid makes up a small but significant portion of lignocellulosic degradation products, and had not previously been investigated as an utilizable substrate. However, aldonic acids such as cellobionic acid are the primary products of a promising new group of lignocellulosic-degrading enzymes, which makes this compound group worthy of study. Cellobionic acid doesn't inhibit cellulose degradation enzymes and so its inclusion would increase lignocellulosic degradation efficiency. Also, its use would increase overall product yield from lignocellulose substrate. For these reasons, cellobionic acid has gained increased attention for cellulosic biofuel production. RESULTS: This study describes the discovery that Escherichia coli are naturally able to utilize cellobionic acid as a sole carbon source with efficiency comparable to that of glucose and the construction of an E. coli strain able to produce the drop-in biofuel candidate isobutanol from cellobionic acid. The gene primarily responsible for growth of E. coli on cellobionic acid is ascB, a gene previously thought to be cryptic (expressed only after incurring specific mutations in nearby regulatory genes). In addition to AscB, the ascB knockout strain can be complemented by the cellobionic acid phosphorylase from the fungus Neurospora crassa. An E. coli strain engineered to express the isobutanol production pathway was successfully able to convert cellobionic acid into isobutanol. Furthermore, to demonstrate potential application of this strain in a sequential two-step bioprocessing system, E. coli was grown on hydrolysate (that was degraded by a fungus) and was successfully able to produce isobutanol. CONCLUSIONS: These results demonstrate that cellobionic acid is a viable carbon source for biofuel production. This work suggests that with further optimization, a bacteria-fungus co-culture could be used in decreased-cost biomass-based biofuel production systems.",?,Microbial cell factories,USA. shddesai@ucdavis.edu,2015 Apr 15
35881801,PRD-2 mediates clock-regulated perinuclear localization of clock gene RNAs within the circadian cycle of Neurospora.,"The transcription-translation negative feedback loops underlying animal and fungal circadian clocks are remarkably similar in their molecular regulatory architecture and, although much is understood about their central mechanism, little is known about the spatiotemporal dynamics of the gene products involved. A common feature of these circadian oscillators is a significant temporal delay between rhythmic accumulation of clock messenger RNAs (mRNAs) encoding negative arm proteins, for example, frq in Neurospora and Per1-3 in mammals, and the appearance of the clock protein complexes assembled from the proteins they encode. Here, we report use of single-molecule RNA fluorescence in situ hybridization (smFISH) to show that the fraction of nuclei actively transcribing the clock gene frq changes in a circadian manner, and that these mRNAs cycle in abundance with fewer than five transcripts per nucleus at any time. Spatial point patterning statistics reveal that frq is spatially clustered near nuclei in a time of day-dependent manner and that clustering requires an RNA-binding protein, PRD-2 (PERIOD-2), recently shown also to bind to mRNA encoding another core clock component, casein kinase 1. An intrinsically disordered protein, PRD-2 displays behavior in vivo and in vitro consistent with participation in biomolecular condensates. These data are consistent with a role for phase-separating RNA-binding proteins in spatiotemporally organizing clock mRNAs to facilitate local translation and assembly of clock protein complexes.","['Neurospora', 'cell biology', 'circadian rhythms', 'liquid-liquid phase separation', 'smFISH']",Proceedings of the National Academy of Sciences of the United States of America,NH 03755,2022 Aug 2
36690295,Nanosized extracellular vesicles released by Neurospora crassa hyphae.,"Extracellular vesicles (EVs) are nanosized structures containing proteins, lipids, and nucleic acids, released by living cells to the surrounding medium. EVs participate in diverse processes, such as intercellular communication, virulence, and disease. In pathogenic fungi, EVs carry enzymes that allow them to invade the host or undergo environmental adaptation successfully. In Neurospora crassa, a non-pathogenic filamentous fungus widely used as a model organism, the vesicle-dependent secretory mechanisms that lead to polarized growth are well studied. In contrast, biosynthesis of EVs in this fungus has been practically unexplored. In the present work, we analyzed N. crassa culture's supernatant for the presence of EVs by dynamic light scattering (DLS), transmission electron microscopy (TEM) and proteomic analysis. We identified spherical membranous structures, with a predominant subpopulation averaging a hydrodynamic diameter (d(h)) of 68 nm and a particle diameter (d(p)) of 38 nm. EV samples stained with osmium tetroxide vapors were better resolved than those stained with uranyl acetate. Mass spectrometry analysis identified 252 proteins, including enzymes involved in carbohydrate metabolic processes, oxidative stress response, cell wall organization/remodeling, and circadian clock-regulated proteins. Some of these proteins have been previously reported in exosomes from human cells or in EVs of other fungi. In view of the results, it is suggested a putative role for EVs in cell wall biosynthesis and vegetative development in N. crassa.","['Cell wall', 'Extracellular vesicles', 'Filamentous fungi', 'Transmission electron microscopy', 'Vegetative development']",Fungal genetics and biology : FG & B,Mexico,2023 Mar
30278361,Investigation of the role hydrophobin monomer loops using hybrid models via molecular dynamics simulation.,"Hydrophobins are small amphiphilic fungal proteins that are highly surface-active and are used in various industrial applications such as dispersion, immobilization, and antifouling. At hydrophobic-hydrophilic interfaces, hydrophobins tend to self-assemble as rodlets or monolayers, depending on whether they are class I or II. Several studies have determined the three-dimensional structure and investigated the self-assembly formation mechanism of the class I EAS from Neurospora crassa and the class II HFBII from Trichoderma reesei. Although some studies have examined the performance of chimeric hydrophobins, they have not been investigated at the atomic scale. Here, we designed chimeric hydrophobins by grafting the L(1) loop of Vmh2 and the L(3) loop of EAS onto the class II hydrophobin HFBII by homology modeling and performed vacuum-water interface molecular simulations to determine their structural behaviors. We found that the chimeric hydrophobin grafted with the L(3) of EAS became unstable under standard conditions, whereas that grafted with the L(1) of Vmh2 became unstable in the presence of calcium ions. Moreover, when both the EAS L(3) and Vmh2 L(1) were grafted together, the structure became disordered and lost its amphiphilic characteristics in standard conditions. In the presence of calcium, however, its structural stability was restored. However, an additional external perturbation is required to trigger the conformational transition. Although our chimeric hydrophobin models were designed through homology modeling, our results provide detailed information regarding hydrophobin self-assembly and their surface-interactive behavior that may serve as a template for designing hydrophobins for future industrial applications.","['EAS', 'HFBII', 'Hydrophobin', 'Interface', 'Molecular dynamics', 'Vmh2']","Colloids and surfaces. B, Biointerfaces",Republic of Korea,2019 Jan 1
25711239,Heterologous expression of mitochondria-targeted microbial nitrilase enzymes increases cyanide tolerance in Arabidopsis.,"Anthropogenic activities have resulted in cyanide (CN) contamination of both soil and water in many areas of the globe. While plants possess a detoxification pathway that serves to degrade endogenously generated CN, this system is readily overwhelmed, limiting the use of plants in bioremediation. Genetic engineering of additional CN degradation pathways in plants is one potential strategy to increase their tolerance to CN. Here we show that heterologous expression of microbial nitrilase enzymes targeted to the mitochondria increases CN tolerance in Arabidopsis. Root length in seedlings expressing either a CN dihydratase from Bacillus pumilis or a CN hydratase from Neurospora crassa was increased by 45% relative in wild-type plants in the presence of 50 mum KCN. We also demonstrate that in contrast to its strong inhibitory effects on seedling establishment, seed germination of the Col-0 ecotype of Arabidopsis is unaffected by CN.","['Arabidopsis', 'bioremediation', 'cyanide', 'germination', 'mitochondria', 'nitrilase']","Plant biology (Stuttgart, Germany)",South Africa,2015 Jul
25086358,Heterologous expression and solution structure of defensin from lentil Lens culinaris.,"A new defensin Lc-def, isolated from germinated seeds of the lentil Lens culinaris, has molecular mass 5440.4Da and consists of 47 amino acid residues. Lc-def and its (15)N-labeled analog were overexpressed in Escherichia coli. Antimicrobial activity of the recombinant protein was examined, and its spatial structure, dynamics, and interaction with lipid vesicles were studied by NMR spectroscopy. It was shown that Lc-def is active against fungi, but does not inhibit the growth of Gram-positive and Gram-negative bacteria. The peptide is monomeric in aqueous solution and contains one alpha-helix and triple-stranded beta-sheet, which form cysteine-stabilized alphabeta motif (CSalphabeta) previously found in other plant defensins. The sterically neighboring loop1 and loop3 protrude from the defensin core and demonstrate significant mobility on the mus-ms timescale. Lc-def does not bind to the zwitterionic lipid (POPC) vesicles but interacts with the partially anionic (POPC/DOPG, 7:3) membranes under low-salt conditions. The Lc-def antifungal activity might be mediated through electrostatic interaction with anionic lipid components of fungal membranes.","['Antifungal activity', 'Antimicrobial peptide', 'Defensin', 'Lentil', 'NMR', 'Recombinant expression']",Biochemical and biophysical research communications,Russia,2014 Aug 22
28177769,A deletion variant partially complements a porin-less strain of Neurospora crassa.,"Mitochondrial porin, the voltage-dependent anion channel, plays an important role in metabolism and other cellular functions within eukaryotic cells. To further the understanding of porin structure and function, Neurospora crassa wild-type porin was replaced with a deletion variant lacking residues 238-242 (238porin). 238porin was assembled in the mitochondrial outer membrane, but the steady state levels were only about 3% of those of the wild-type protein. The strain harbouring 238porin displayed cytochrome deficiencies and expressed alternative oxidase. Nonetheless, it exhibited an almost normal linear growth rate. Analysis of mitochondrial proteomes from a wild-type strain FGSC9718, a strain lacking porin (DeltaPor-1), and one expressing only 238porin, revealed that the major differences between the variant strains were in the levels of subunits of the NADH:ubiquinone oxidoreductase (complex I) of the electron transport chain, which were reduced only in the DeltaPor-1 strain. These, and other proteins related to electron flow and mitochondrial biogenesis, are differentially affected by relative porin levels.","['LC-MS/MS', 'Neurospora', 'VDAC', 'alternative oxidase', 'mitochondrial porin', 'oxydase alternative', 'porine mitochondriale']",Biochemistry and cell biology = Biochimie et biologie cellulaire,Canada,2017 Apr
31876214,A Comparison of the Neurospora and Drosophila Clocks.,"In Neurospora and other fungi, the protein frequency (FRQ) is an integral part and a negative element in the fungal circadian oscillator. In Drosophila and many other higher organisms, the protein period (PER) is an integral part and a negative element of their circadian oscillator. Employing bioinformatic techniques, such as BLAST, CLUSTAL, and MEME (Multiple Em for Motif Elicitation), 11 regions (sequences) of potential similarity were found between the fungal FRQ and the Drosophila PER. Many of these FRQ regions are conserved in many fungal FRQ(s). Many of these PER regions are conserved in many insects. In addition, these regions are also of biological significance since mutations in these regions lead to changes in the circadian clock of Neurospora and Drosophila. Many of these regions of similarity between FRQ and PER are also conserved between the Drosophila PER and the mouse PER (mPER2). This suggests conserved and important regions for all 3 proteins and a common ancestor, possibly in those amoeba, such as Capsaspora, that sits at the base of the phylogenetic tree where fungi and animals diverged. Two additional examples of a possible common ancestor between Neurospora and Drosophila were found. One, the white collar (WC-1) protein of Neurospora and the Drosophila PER, shows significant similarity in its Per/Arnt/Sim (PAS) motifs to the PAS motif of an ARNT-like protein found in the amoeba, Capsaspora. Two, both of the positive elements in each system (i.e., WC-1 in Neurospora and cycle [CYC] in Drosophila), show significant similarity to this Capsaspora ARNT protein. A discussion of these findings centers on the long-time debate about the origins of the many different clock systems (i.e., independent evolution or common ancestor as well as to the question of how new genes are formed).","['ARNT', 'FRQ', 'PER', 'WC-1', 'evolution']",Journal of biological rhythms,California,2020 Apr
32946564,LSD1 prevents aberrant heterochromatin formation in Neurospora crassa.,"Heterochromatin is a specialized form of chromatin that restricts access to DNA and inhibits genetic processes, including transcription and recombination. In Neurospora crassa, constitutive heterochromatin is characterized by trimethylation of lysine 9 on histone H3, hypoacetylation of histones, and DNA methylation. We explored whether the conserved histone demethylase, lysine-specific demethylase 1 (LSD1), regulates heterochromatin in Neurospora, and if so, how. Though LSD1 is implicated in heterochromatin regulation, its function is inconsistent across different systems; orthologs of LSD1 have been shown to either promote or antagonize heterochromatin expansion by removing H3K4me or H3K9me respectively. We identify three members of the Neurospora LSD complex (LSDC): LSD1, PHF1, and BDP-1. Strains deficient for any of these proteins exhibit variable spreading of heterochromatin and establishment of new heterochromatin domains throughout the genome. Although establishment of H3K9me3 is typically independent of DNA methylation in Neurospora, instances of DNA methylation-dependent H3K9me3 have been found outside regions of canonical heterochromatin. Consistent with this, the hyper-H3K9me3 phenotype of Deltalsd1 strains is dependent on the presence of DNA methylation, as well as HCHC-mediated histone deacetylation, suggesting that spreading is dependent on some feedback mechanism. Altogether, our results suggest LSD1 works in opposition to HCHC to maintain proper heterochromatin boundaries.",?,Nucleic acids research,USA,2020 Oct 9
