GeneID,Gene_symbol
Mycth_2294624,KEL2
Mycth_2294631,SFP1
Mycth_2294635,KEL2
Mycth_2294640,TOA1
Mycth_2294643,PEX13
Mycth_2294646,KAR2
Mycth_2294650,
Mycth_2294653,
Mycth_2294655,KIP2
Mycth_2294657,
Mycth_2294661,YGR125W
Mycth_2294663,PSF1
Mycth_2294664,HSP78
Mycth_2294675,
Mycth_2294679,SDH1
Mycth_2294684,YPR097W
Mycth_2294689,
Mycth_2294698,RPN13
Mycth_2294700,CUS2
Mycth_2294705,
Mycth_2294706,PEX6
Mycth_2294707,YFR016C
Mycth_2294711,
Mycth_2294713,PIB1
Mycth_2294721,
Mycth_2294727,CMK2
Mycth_2294730,VPS33
Mycth_2294733,FMS1
Mycth_2294734,ATP3
Mycth_2294738,TOP1
Mycth_2294749,ARO8
Mycth_2294752,DIT2
Mycth_2294755,
Mycth_2294757,NAB2
Mycth_2294760,HEM14
Mycth_2294761,RGR1
Mycth_2294768,YMR295C
Mycth_2294774,TGL5
Mycth_2294775,
Mycth_2294783,
Mycth_2294784,ERB1
Mycth_2294789,
Mycth_2294791,ERV29
Mycth_2294793,
Mycth_2294795,ALG6
Mycth_2294799,
Mycth_2294800,
Mycth_2294802,MOB2
Mycth_2294805,
Mycth_2294810,RNA15
Mycth_2294811,PHB2
Mycth_2294813,RUB1
Mycth_2294814,
Mycth_2294815,
Mycth_2294816,RBL2
Mycth_2294817,PMR1
Mycth_2294820,
Mycth_2294821,RPL36A
Mycth_2294824,
Mycth_2294825,YJR107W
Mycth_2294830,INP52
Mycth_2294835,PRP39
Mycth_2294840,CCP1
Mycth_2294844,ATP11
Mycth_2294846,PCS60
Mycth_2294851,
Mycth_2294852,
Mycth_2294854,
Mycth_2294858,
Mycth_2294860,
Mycth_2294863,MNS1
Mycth_2294864,
Mycth_2294867,MSL1
Mycth_2294870,CDC5
Mycth_2294872,
Mycth_2294878,RTC3
Mycth_2294886,NAS2
Mycth_2294895,
Mycth_2294897,
Mycth_2294923,PPE1
Mycth_2294926,SMM1
Mycth_2294928,SKN7
Mycth_2294934,NHP6B
Mycth_2294938,
Mycth_2294942,YDL206W
Mycth_2294943,SEC53
Mycth_2294947,YGR266W
Mycth_2294959,UGP1
Mycth_2294962,YPL067C
Mycth_2294970,
Mycth_2294977,
Mycth_2294980,
Mycth_2294987,
Mycth_2294991,HEM12
Mycth_2294994,
Mycth_2294996,
Mycth_2294998,
Mycth_2294999,CDC6
Mycth_2295005,CNE1
Mycth_2295009,MDE1
Mycth_2295015,SLD5
Mycth_2295017,
Mycth_2295019,RIM8
Mycth_2295020,
Mycth_2295025,
Mycth_2295033,
Mycth_2295034,UTP18
Mycth_2295037,
Mycth_2295038,
Mycth_2295039,MRPL44
Mycth_2295040,IPP1
Mycth_2295044,YOR296W
Mycth_2295050,DUN1
Mycth_2295056,URA6
Mycth_2295064,
Mycth_2295068,
Mycth_2295069,NSP1
Mycth_2295071,SPS19
Mycth_2295074,
Mycth_2295075,
Mycth_2295076,
Mycth_2295083,BMH1
Mycth_2295088,JJJ3
Mycth_2295089,MRPL25
Mycth_2295090,PRP28
Mycth_2295092,ORT1
Mycth_2295096,
Mycth_2295097,CCT4
Mycth_2295098,RPT1
Mycth_2295100,
Mycth_2295106,YPL162C
Mycth_2295109,RPA135
Mycth_2295112,RPS16A
Mycth_2295119,
Mycth_2295120,
Mycth_2295124,
Mycth_2295128,RTG2
Mycth_2295130,
Mycth_2295132,PER1
Mycth_2295135,ERV46
Mycth_2295138,YEL047C
Mycth_2295141,DSF2
Mycth_2295145,NUP159
Mycth_2295152,
Mycth_2295153,
Mycth_2295154,
Mycth_2295155,RNA1
Mycth_2295158,MIG2
Mycth_2295162,NAR1
Mycth_2295164,
Mycth_2295168,
Mycth_2295173,SCH9
Mycth_2295174,ATP14
Mycth_2295176,
Mycth_2295177,YPK3
Mycth_2295178,PRP4
Mycth_2295180,
Mycth_2295183,DUS4
Mycth_2295186,
Mycth_2295190,SDH2
Mycth_2295193,
Mycth_2295196,HRD3
Mycth_2295198,YNL035C
Mycth_2295204,EFT1
Mycth_2295207,YHR122W
Mycth_2295212,
Mycth_2295218,
Mycth_2295220,
Mycth_2295228,YDR262W
Mycth_2295230,SNF3
Mycth_2295239,
Mycth_2295242,
Mycth_2295243,
Mycth_2295245,SMP1
Mycth_2295248,TAF1
Mycth_2295250,DSD1
Mycth_2295253,ACT1
Mycth_2295254,VPS8
Mycth_2295255,
Mycth_2295256,
Mycth_2295258,YEL023C
Mycth_2295261,MAS1
Mycth_2295266,
Mycth_2295268,
Mycth_2295272,
Mycth_2295275,NOG2
Mycth_2295280,
Mycth_2295283,ADP1
Mycth_2295284,BNA3
Mycth_2295287,BAR1
Mycth_2295289,MEF1
Mycth_2295290,LYS12
Mycth_2295293,MRPS8
Mycth_2295298,
Mycth_2295301,
Mycth_2295307,PST2
Mycth_2295309,MCH5
Mycth_2295311,
Mycth_2295315,YER010C
Mycth_2295317,FRE3
Mycth_2295321,MCH4
Mycth_2295324,
Mycth_2295331,
Mycth_2295337,
Mycth_2295338,
Mycth_2295344,
Mycth_2295346,
Mycth_2295347,
Mycth_2295350,
Mycth_2295353,VBA5
Mycth_2295355,PNC1
Mycth_2295358,MUP1
Mycth_2295362,
Mycth_2295366,RPC34
Mycth_2295383,
Mycth_2295391,
Mycth_2295392,LYS2
Mycth_2295396,
Mycth_2295397,
Mycth_2295405,
Mycth_2295409,
Mycth_2295414,HMF1
Mycth_2295416,PUT4
Mycth_2295424,
Mycth_2295431,
Mycth_2295432,
Mycth_2295433,MPD1
Mycth_2295436,SKI6
Mycth_2295438,
Mycth_2295439,
Mycth_2295441,
Mycth_2295444,STL1
Mycth_2295445,
Mycth_2295490,TSL1
Mycth_2295497,YLR241W
Mycth_2295498,VPS1
Mycth_2295501,TNA1
Mycth_2295502,
Mycth_2295504,
Mycth_2295506,YBR271W
Mycth_2295508,SVP26
Mycth_2295512,BUD23
Mycth_2295514,IDH1
Mycth_2295518,
Mycth_2295521,KIC1
Mycth_2295527,
Mycth_2295555,
Mycth_2295558,
Mycth_2295561,
Mycth_2295563,
Mycth_2295564,
Mycth_2295570,TPO2
Mycth_2295588,
Mycth_2295590,
Mycth_2295591,
Mycth_2295595,
Mycth_2295596,UPC2
Mycth_2295598,
Mycth_2295600,
Mycth_2295601,GDB1
Mycth_2295606,
Mycth_2295609,
Mycth_2295614,UBA4
Mycth_2295616,
Mycth_2295624,POL5
Mycth_2295629,MIH1
Mycth_2295633,YGR093W
Mycth_2295634,UTP20
Mycth_2295635,ZIM17
Mycth_2295637,CUL3
Mycth_2295642,NOP2
Mycth_2295647,CHC1
Mycth_2295651,
Mycth_2295666,YKL151C
Mycth_2295675,SMB1
Mycth_2295684,FMP37
Mycth_2295692,PYC2
Mycth_2295697,
Mycth_2295699,DAP2
Mycth_2295704,
Mycth_2295707,YIP3
Mycth_2295709,
Mycth_2295714,
Mycth_2295716,YCR023C
Mycth_2295718,
Mycth_2295720,BEM3
Mycth_2295721,WAR1
Mycth_2295724,
Mycth_2295727,PXR1
Mycth_2295728,
Mycth_2295729,COX17
Mycth_2295731,TEL2
Mycth_2295736,
Mycth_2295737,
Mycth_2295741,
Mycth_2295743,
Mycth_2295744,KIC1
Mycth_2295745,SUA5
Mycth_2295747,MCM4
Mycth_2295750,OST1
Mycth_2295756,HXK2
Mycth_2295763,VTC4
Mycth_2295764,RMT2
Mycth_2295767,PEX1
Mycth_2295768,MCM7
Mycth_2295769,RSM23
Mycth_2295771,RRS1
Mycth_2295773,BEM3
Mycth_2295774,BET2
Mycth_2295777,MSH3
Mycth_2295788,
Mycth_2295791,YDR379C-A
Mycth_2295798,
Mycth_2295799,
Mycth_2295800,ATG22
Mycth_2295802,
Mycth_2295809,CDC1
Mycth_2295812,UNG1
Mycth_2295813,
Mycth_2295817,
Mycth_2295820,
Mycth_2295825,PIC2
Mycth_2295827,
Mycth_2295833,
Mycth_2295836,ALG12
Mycth_2295838,PPZ1
Mycth_2295845,SET2
Mycth_2295846,
Mycth_2295851,
Mycth_2295852,RAD2
Mycth_2295853,
Mycth_2295856,
Mycth_2295857,
Mycth_2295859,MUS81
Mycth_2295861,
Mycth_2295862,HMT1
Mycth_2295863,MOB2
Mycth_2295866,
Mycth_2295868,YML002W
Mycth_2295870,OLA1
Mycth_2295873,
Mycth_2295876,
Mycth_2295879,
Mycth_2295880,TAF2
Mycth_2295881,
Mycth_2295883,WSS1
Mycth_2295885,PEP4
Mycth_2295894,UGA2
Mycth_2295895,
Mycth_2295898,HCS1
Mycth_2295900,
Mycth_2295902,YPR127W
Mycth_2295903,SHR3
Mycth_2295904,
Mycth_2295905,
Mycth_2295908,UME6
Mycth_2295909,
Mycth_2295915,RSM26
Mycth_2295917,
Mycth_2295918,TPC1
Mycth_2295922,YGR235C
Mycth_2295923,42278
Mycth_2295925,
Mycth_2295926,REV1
Mycth_2295928,
Mycth_2295930,URH1
Mycth_2295931,YPL236C
Mycth_2295934,BIK1
Mycth_2295937,NOP14
Mycth_2295939,AMS1
Mycth_2295942,MSH1
Mycth_2295945,RPP0
Mycth_2295948,TRM82
Mycth_2295952,SNT2
Mycth_2295962,
Mycth_2295965,
Mycth_2295966,
Mycth_2295968,TVP38
Mycth_2295970,
Mycth_2295973,
Mycth_2295976,TIF1
Mycth_2295979,
Mycth_2295983,
Mycth_2295985,BUB1
Mycth_2295989,ENO1
Mycth_2295992,APE2
Mycth_2295997,
Mycth_2295999,
Mycth_2296001,
Mycth_2296005,PDI1
Mycth_2296007,MON1
Mycth_2296009,DOP1
Mycth_2296014,TGS1
Mycth_2296015,GRH1
Mycth_2296019,
Mycth_2296022,
Mycth_2296038,
Mycth_2296040,
Mycth_2296041,
Mycth_2296042,SGS1
Mycth_2296044,
Mycth_2296049,RPF2
Mycth_2296051,
Mycth_2296056,CYS3
Mycth_2296057,
Mycth_2296063,YUH1
Mycth_2296064,
Mycth_2296066,PBP2
Mycth_2296068,
Mycth_2296069,DUT1
Mycth_2296073,POL30
Mycth_2296077,
Mycth_2296080,
Mycth_2296081,
Mycth_2296084,
Mycth_2296085,DHR2
Mycth_2296086,ACN9
Mycth_2296089,
Mycth_2296092,
Mycth_2296096,HPM1
Mycth_2296103,PTC7
Mycth_2296104,
Mycth_2296107,
Mycth_2296109,ALA1
Mycth_2296114,
Mycth_2296115,YGR012W
Mycth_2296116,DST1
Mycth_2296117,VBA2
Mycth_2296118,
Mycth_2296119,DIT2
Mycth_2296120,
Mycth_2296126,YAP1801
Mycth_2296128,
Mycth_2296130,
Mycth_2296131,
Mycth_2296133,
Mycth_2296135,GUP1
Mycth_2296139,HRT3
Mycth_2296142,ZRC1
Mycth_2296144,COT1
Mycth_2296145,
Mycth_2296147,
Mycth_2296150,
Mycth_2296151,PLB3
Mycth_2296153,HIS4
Mycth_2296155,TAF9
Mycth_2296156,PAH1
Mycth_2296160,YEL043W
Mycth_2296162,
Mycth_2296164,
Mycth_2296167,
Mycth_2296169,UTP11
Mycth_2296171,MNS1
Mycth_2296175,
Mycth_2296179,
Mycth_2296180,HMO1
Mycth_2296183,
Mycth_2296191,VPS30
Mycth_2296196,
Mycth_2296197,CKA2
Mycth_2296201,
Mycth_2296210,IMD4
Mycth_2296214,IQG1
Mycth_2296219,YCR023C
Mycth_2296221,VPS70
Mycth_2296224,SPA2
Mycth_2296228,SSU72
Mycth_2296229,NBP2
Mycth_2296234,
Mycth_2296236,
Mycth_2296237,
Mycth_2296246,
Mycth_2296247,GND2
Mycth_2296252,MIP6
Mycth_2296256,
Mycth_2296260,
Mycth_2296262,TAF7
Mycth_2296263,MRPL37
Mycth_2296265,
Mycth_2296269,NSR1
Mycth_2296271,
Mycth_2296277,
Mycth_2296279,
Mycth_2296287,
Mycth_2296291,LSM1
Mycth_2296293,
Mycth_2296296,
Mycth_2296297,
Mycth_2296298,PCP1
Mycth_2296300,YGR266W
Mycth_2296305,PUT2
Mycth_2296309,
Mycth_2296319,DIS3
Mycth_2296320,NUG1
Mycth_2296323,RHR2
Mycth_2296328,
Mycth_2296333,SSK2
Mycth_2296336,
Mycth_2296345,RLI1
Mycth_2296350,CHD1
Mycth_2296357,
Mycth_2296360,
Mycth_2296361,
Mycth_2296362,
Mycth_2296363,
Mycth_2296368,MNN10
Mycth_2296370,PRE2
Mycth_2296372,REG1
Mycth_2296376,TRM5
Mycth_2296378,NUS1
Mycth_2296379,SEC10
Mycth_2296381,DSS1
Mycth_2296382,SCW11
Mycth_2296384,
Mycth_2296388,CHS3
Mycth_2296392,
Mycth_2296393,SKT5
Mycth_2296395,
Mycth_2296399,HIS1
Mycth_2296403,SRC1
Mycth_2296408,PHO4
Mycth_2296409,
Mycth_2296410,MEX67
Mycth_2296412,MPH1
Mycth_2296424,PMT4
Mycth_2296428,MMF1
Mycth_2296430,
Mycth_2296432,
Mycth_2296433,DIT2
Mycth_2296436,
Mycth_2296438,
Mycth_2296446,
Mycth_2296450,CYT1
Mycth_2296456,CPR5
Mycth_2296460,
Mycth_2296462,CMC4
Mycth_2296465,SMT3
Mycth_2296469,
Mycth_2296472,MCH2
Mycth_2296474,LSC2
Mycth_2296478,COX19
Mycth_2296480,DNM1
Mycth_2296486,
Mycth_2296492,ASG1
Mycth_2296499,ABP1
Mycth_2296502,
Mycth_2296504,
Mycth_2296508,
Mycth_2296513,VMA5
Mycth_2296525,AIM10
Mycth_2296527,UBP16
Mycth_2296529,KES1
Mycth_2296531,
Mycth_2296536,PGM2
Mycth_2296547,NHP6B
Mycth_2296558,ATG11
Mycth_2296565,
Mycth_2296570,
Mycth_2296573,PRE7
Mycth_2296575,STT4
Mycth_2296578,
Mycth_2296585,MLH1
Mycth_2296586,
Mycth_2296588,
Mycth_2296591,
Mycth_2296595,CDC55
Mycth_2296599,PUF6
Mycth_2296601,GIR2
Mycth_2296602,YDR161W
Mycth_2296610,
Mycth_2296615,CCH1
Mycth_2296617,
Mycth_2296618,CLB2
Mycth_2296621,RML2
Mycth_2296626,CKB2
Mycth_2296628,
Mycth_2296636,CAT8
Mycth_2296643,PHO84
Mycth_2296645,
Mycth_2296654,PRP31
Mycth_2296655,CLF1
Mycth_2296656,
Mycth_2296662,INO4
Mycth_2296663,SLF1
Mycth_2296673,NPR3
Mycth_2296676,EKI1
Mycth_2296679,PWP1
Mycth_2296681,
Mycth_2296685,
Mycth_2296687,TVP23
Mycth_2296691,
Mycth_2296694,PUB1
Mycth_2296698,PEF1
Mycth_2296700,
Mycth_2296708,
Mycth_2296711,
Mycth_2296713,PEP8
Mycth_2296721,
Mycth_2296723,VMA13
Mycth_2296724,
Mycth_2296728,YFL034W
Mycth_2296730,UTP23
Mycth_2296734,
Mycth_2296735,CAF120
Mycth_2296741,RAD53
Mycth_2296757,KGD2
Mycth_2296763,ZAP1
Mycth_2296764,
Mycth_2296766,PRP5
Mycth_2296769,
Mycth_2296770,
Mycth_2296774,LRG1
Mycth_2296776,YNL115C
Mycth_2296778,
Mycth_2296781,UBC4
Mycth_2296782,RFC2
Mycth_2296783,
Mycth_2296784,BRR2
Mycth_2296788,
Mycth_2296792,
Mycth_2296798,NPL4
Mycth_2296800,CPA2
Mycth_2296802,
Mycth_2296804,
Mycth_2296805,YLR271W
Mycth_2296807,YER130C
Mycth_2296812,YLR143W
Mycth_2296814,
Mycth_2296820,CRZ1
Mycth_2296824,PEP1
Mycth_2296837,
Mycth_2296840,YLR243W
Mycth_2296844,
Mycth_2296847,MTD1
Mycth_2296852,MET18
Mycth_2296854,SPC2
Mycth_2296859,
Mycth_2296861,SIL1
Mycth_2296866,
Mycth_2296873,GRX7
Mycth_2296875,MRPL49
Mycth_2296876,MPS1
Mycth_2296883,
Mycth_2296887,
Mycth_2296889,
Mycth_2296892,
Mycth_2296894,
Mycth_2296904,
Mycth_2296905,
Mycth_2296912,NSR1
Mycth_2296914,PEX5
Mycth_2296915,RNH70
Mycth_2296918,GIM5
Mycth_2296919,ORC1
Mycth_2296924,NAS6
Mycth_2296933,
Mycth_2296934,YDL119C
Mycth_2296935,
Mycth_2296936,
Mycth_2296937,
Mycth_2296938,
Mycth_2296939,TDA4
Mycth_2296944,AMD1
Mycth_2296946,YEA4
Mycth_2296955,TMA22
Mycth_2296956,
Mycth_2296957,ACE2
Mycth_2296959,
Mycth_2296960,PPN1
Mycth_2296962,CDA1
Mycth_2296965,YHR112C
Mycth_2296969,
Mycth_2296974,RPE1
Mycth_2296978,
Mycth_2296986,APC2
Mycth_2296992,SAN1
Mycth_2296994,
Mycth_2296996,PKR1
Mycth_2296998,SMD1
Mycth_2297002,YVC1
Mycth_2297004,ATP4
Mycth_2297007,NOC4
Mycth_2297010,
Mycth_2297012,
Mycth_2297018,DIP2
Mycth_2297020,ARC35
Mycth_2297028,YTH1
Mycth_2297030,TFG2
Mycth_2297033,
Mycth_2297035,RAX2
Mycth_2297038,YPR013C
Mycth_2297042,HSH155
Mycth_2297044,OGG1
Mycth_2297048,MUD2
Mycth_2297052,RPS13
Mycth_2297055,
Mycth_2297059,HAP2
Mycth_2297063,
Mycth_2297066,
Mycth_2297068,RIM15
Mycth_2297070,PHO84
Mycth_2297073,HAL9
Mycth_2297077,ULS1
Mycth_2297080,
Mycth_2297081,
Mycth_2297082,
Mycth_2297084,JAC1
Mycth_2297085,
Mycth_2297087,
Mycth_2297089,
Mycth_2297116,GAL10
Mycth_2297117,SPS19
Mycth_2297118,
Mycth_2297119,
Mycth_2297121,FRE2
Mycth_2297125,
Mycth_2297126,
Mycth_2297128,
Mycth_2297131,
Mycth_2297132,ASN2
Mycth_2297133,
Mycth_2297134,
Mycth_2297138,
Mycth_2297142,
Mycth_2297159,
Mycth_2297165,
Mycth_2297167,
Mycth_2297169,
Mycth_2297170,
Mycth_2297171,
Mycth_2297174,
Mycth_2297176,BGL2
Mycth_2297177,
Mycth_2297179,
Mycth_2297182,
Mycth_2297184,YTA12
Mycth_2297186,
Mycth_2297192,
Mycth_2297195,
Mycth_2297201,DOA1
Mycth_2297204,
Mycth_2297207,
Mycth_2297208,
Mycth_2297213,FRE3
Mycth_2297214,
Mycth_2297217,
Mycth_2297226,BRL1
Mycth_2297229,SPN1
Mycth_2297230,SKY1
Mycth_2297239,
Mycth_2297242,
Mycth_2297243,
Mycth_2297244,
Mycth_2297246,
Mycth_2297247,
Mycth_2297251,
Mycth_2297253,
Mycth_2297256,ZUO1
Mycth_2297263,PDB1
Mycth_2297265,
Mycth_2297267,
Mycth_2297268,
Mycth_2297273,
Mycth_2297279,
Mycth_2297281,PAP2
Mycth_2297284,
Mycth_2297287,
Mycth_2297289,
Mycth_2297291,
Mycth_2297292,
Mycth_2297294,
Mycth_2297296,
Mycth_2297299,
Mycth_2297305,
Mycth_2297307,
Mycth_2297308,
Mycth_2297312,VPS64
Mycth_2297319,MET1
Mycth_2297322,RHO3
Mycth_2297323,CWC25
Mycth_2297324,RPN6
Mycth_2297331,LIP2
Mycth_2297332,RSM22
Mycth_2297337,FMP10
Mycth_2297338,"DUR1,2"
Mycth_2297347,PBS2
Mycth_2297348,FMP45
Mycth_2297356,YKL100C
Mycth_2297358,SOH1
Mycth_2297359,RPC11
Mycth_2297360,YGL242C
Mycth_2297364,GLK1
Mycth_2297367,
Mycth_2297369,
Mycth_2297371,CPR3
Mycth_2297374,
Mycth_2297376,TES1
Mycth_2297381,
Mycth_2297386,
Mycth_2297389,OSH2
Mycth_2297393,YIL151C
Mycth_2297398,
Mycth_2297401,YCF1
Mycth_2297404,
Mycth_2297405,
Mycth_2297409,
Mycth_2297411,HOC1
Mycth_2297413,PCS60
Mycth_2297415,YMR226C
Mycth_2297416,YKL027W
Mycth_2297420,
Mycth_2297423,BNA6
Mycth_2297426,SRM1
Mycth_2297430,"ARG5,6"
Mycth_2297436,LIP5
Mycth_2297437,MRP2
Mycth_2297440,
Mycth_2297441,
Mycth_2297442,IPI3
Mycth_2297444,
Mycth_2297445,
Mycth_2297450,WHI3
Mycth_2297454,YDL114W
Mycth_2297460,HOM2
Mycth_2297462,RGD1
Mycth_2297465,EMC1
Mycth_2297467,
Mycth_2297469,
Mycth_2297473,DPS1
Mycth_2297476,
Mycth_2297477,
Mycth_2297479,PLP2
Mycth_2297482,KOG1
Mycth_2297483,KEL1
Mycth_2297485,
Mycth_2297489,SRP101
Mycth_2297494,
Mycth_2297503,PFK2
Mycth_2297507,
Mycth_2297512,ULS1
Mycth_2297515,NPP1
Mycth_2297516,
Mycth_2297518,RPL14B
Mycth_2297526,ATP7
Mycth_2297532,YJL213W
Mycth_2297538,SKT5
Mycth_2297541,CBP4
Mycth_2297544,TAD1
Mycth_2297548,RPL24B
Mycth_2297550,AHP1
Mycth_2297552,
Mycth_2297556,
Mycth_2297559,CAB1
Mycth_2297565,
Mycth_2297568,
Mycth_2297570,
Mycth_2297571,MRS6
Mycth_2297573,ALO1
Mycth_2297574,YIL001W
Mycth_2297575,KIN3
Mycth_2297579,MIG2
Mycth_2297587,
Mycth_2297588,SPP1
Mycth_2297590,SCO1
Mycth_2297591,CKI1
Mycth_2297594,
Mycth_2297595,
Mycth_2297596,
Mycth_2297601,YKR070W
Mycth_2297629,OPT1
Mycth_2297636,
Mycth_2297637,BAR1
Mycth_2297639,SLN1
Mycth_2297644,
Mycth_2297650,
Mycth_2297656,TAE2
Mycth_2297659,HYP2
Mycth_2297668,LAP3
Mycth_2297673,
Mycth_2297683,
Mycth_2297685,
Mycth_2297686,YOL092W
Mycth_2297694,YPR063C
Mycth_2297696,SRB8
Mycth_2297705,MDR1
Mycth_2297709,TPK1
Mycth_2297711,
Mycth_2297718,HRR25
Mycth_2297723,YDR348C
Mycth_2297728,
Mycth_2297730,
Mycth_2297737,YBL086C
Mycth_2297740,POP1
Mycth_2297743,
Mycth_2297751,ROM2
Mycth_2297754,VMA11
Mycth_2297760,
Mycth_2297761,YHR202W
Mycth_2297763,ISY1
Mycth_2297764,
Mycth_2297768,WBP1
Mycth_2297779,PRB1
Mycth_2297781,
Mycth_2297782,
Mycth_2297783,EFR3
Mycth_2297787,ATP12
Mycth_2297791,PCS60
Mycth_2297794,
Mycth_2297796,VMS1
Mycth_2297802,
Mycth_2297808,
Mycth_2297809,
Mycth_2297811,GPI2
Mycth_2297813,ROM2
Mycth_2297816,SOD1
Mycth_2297818,
Mycth_2297820,TAL1
Mycth_2297823,
Mycth_2297826,PET191
Mycth_2297828,TGL1
Mycth_2297831,MTG1
Mycth_2297835,
Mycth_2297839,
Mycth_2297841,
Mycth_2297847,
Mycth_2297849,POX1
Mycth_2297853,AIM2
Mycth_2297855,MTC5
Mycth_2297869,HER2
Mycth_2297870,
Mycth_2297871,
Mycth_2297873,PDH1
Mycth_2297882,RKM2
Mycth_2297883,COQ4
Mycth_2297886,
Mycth_2297887,
Mycth_2297891,UBX7
Mycth_2297894,SHY1
Mycth_2297896,
Mycth_2297904,
Mycth_2297920,YDR090C
Mycth_2297925,CMS1
Mycth_2297927,PLC1
Mycth_2297930,
Mycth_2297932,
Mycth_2297938,
Mycth_2297939,
Mycth_2297943,DLD1
Mycth_2297948,RPS4A
Mycth_2297950,
Mycth_2297953,
Mycth_2297954,
Mycth_2297957,
Mycth_2297964,
Mycth_2297971,
Mycth_2297975,
Mycth_2297977,VMA4
Mycth_2297981,
Mycth_2297984,DNF1
Mycth_2297985,MSC7
Mycth_2298010,
Mycth_2298011,
Mycth_2298018,SUB2
Mycth_2298027,MRS2
Mycth_2298028,
Mycth_2298031,
Mycth_2298035,
Mycth_2298036,IPI1
Mycth_2298040,YBR220C
Mycth_2298042,YCR023C
Mycth_2298045,CHS5
Mycth_2298049,
Mycth_2298055,LAS17
Mycth_2298057,
Mycth_2298064,FUM1
Mycth_2298071,MLS1
Mycth_2298080,SEN1
Mycth_2298082,
Mycth_2298084,
Mycth_2298086,DCW1
Mycth_2298090,
Mycth_2298093,YLR118C
Mycth_2298096,
Mycth_2298100,FRE7
Mycth_2298102,TDA3
Mycth_2298104,YIR035C
Mycth_2298111,
Mycth_2298114,ERF2
Mycth_2298116,
Mycth_2298121,KAP95
Mycth_2298129,AIM13
Mycth_2298133,MET16
Mycth_2298134,SER2
Mycth_2298136,TEF1
Mycth_2298141,
Mycth_2298143,
Mycth_2298145,
Mycth_2298148,CDC3
Mycth_2298150,YLR253W
Mycth_2298152,YLR253W
Mycth_2298153,RIM9
Mycth_2298160,YAP3
Mycth_2298163,EPT1
Mycth_2298167,SEC21
Mycth_2298170,
Mycth_2298183,RRT8
Mycth_2298190,MET3
Mycth_2298194,
Mycth_2298196,
Mycth_2298198,TRM44
Mycth_2298199,SUI1
Mycth_2298203,
Mycth_2298205,
Mycth_2298215,
Mycth_2298216,
Mycth_2298217,RPH1
Mycth_2298219,
Mycth_2298226,VAS1
Mycth_2298228,
Mycth_2298230,COX13
Mycth_2298234,APN2
Mycth_2298236,
Mycth_2298240,SLA2
Mycth_2298243,ATG3
Mycth_2298245,CWC24
Mycth_2298246,NUM1
Mycth_2298247,REV3
Mycth_2298248,SLU7
Mycth_2298252,RPS9A
Mycth_2298256,YPR091C
Mycth_2298257,
Mycth_2298262,SAT4
Mycth_2298263,NMD5
Mycth_2298271,
Mycth_2298274,RAD30
Mycth_2298276,PFA3
Mycth_2298281,SET2
Mycth_2298287,PAN3
Mycth_2298288,UBX3
Mycth_2298290,
Mycth_2298303,
Mycth_2298307,
Mycth_2298309,PRS3
Mycth_2298317,TEP1
Mycth_2298329,YCH1
Mycth_2298331,
Mycth_2298333,
Mycth_2298337,HOL1
Mycth_2298341,
Mycth_2298342,GPI8
Mycth_2298343,
Mycth_2298347,
Mycth_2298349,CRC1
Mycth_2298352,ALG1
Mycth_2298354,UBC7
Mycth_2298355,SNU23
Mycth_2298356,DPH5
Mycth_2298360,
Mycth_2298363,
Mycth_2298367,
Mycth_2298369,FMP30
Mycth_2298375,
Mycth_2298376,
Mycth_2298378,YBT1
Mycth_2298380,
Mycth_2298384,YPK1
Mycth_2298386,PGI1
Mycth_2298390,
Mycth_2298407,VPS9
Mycth_2298411,YML096W
Mycth_2298414,
Mycth_2298417,
Mycth_2298421,NPL6
Mycth_2298428,
Mycth_2298430,TIM54
Mycth_2298433,CBK1
Mycth_2298434,PRP11
Mycth_2298437,
Mycth_2298440,
Mycth_2298443,
Mycth_2298447,
Mycth_2298452,FBA1
Mycth_2298455,
Mycth_2298462,SEC26
Mycth_2298464,
Mycth_2298471,VID24
Mycth_2298473,TRM11
Mycth_2298476,
Mycth_2298478,YCR051W
Mycth_2298479,TRL1
Mycth_2298482,MRPL11
Mycth_2298487,RPT5
Mycth_2298488,
Mycth_2298494,MSC1
Mycth_2298497,
Mycth_2298499,YOR378W
Mycth_2298502,
Mycth_2298505,
Mycth_2298511,
Mycth_2298514,
Mycth_2298517,
Mycth_2298519,
Mycth_2298521,GEF1
Mycth_2298524,DPB3
Mycth_2298528,LEA1
Mycth_2298531,
Mycth_2298535,
Mycth_2298542,EXO84
Mycth_2298544,
Mycth_2298547,
Mycth_2298552,TOM20
Mycth_2298553,TYW1
Mycth_2298555,
Mycth_2298561,VMA16
Mycth_2298562,
Mycth_2298565,YOR262W
Mycth_2298566,GLE2
Mycth_2298570,MDV1
Mycth_2298578,GAT1
Mycth_2298579,
Mycth_2298586,CIR1
Mycth_2298590,TAH18
Mycth_2298593,
Mycth_2298597,
Mycth_2298599,
Mycth_2298606,
Mycth_2298612,YJR084W
Mycth_2298614,ERG10
Mycth_2298622,KIP1
Mycth_2298626,AYR1
Mycth_2298631,PPM1
Mycth_2298636,SPT3
Mycth_2298637,IST1
Mycth_2298641,YMR155W
Mycth_2298645,TMS1
Mycth_2298652,MSP1
Mycth_2298655,
Mycth_2298656,BST1
Mycth_2298657,PMS1
