up:G2Q701,mtm:MYCTH_100011
up:G2QC05,mtm:MYCTH_2303125
up:G2QC07,mtm:MYCTH_2303128
up:G2QC09,mtm:MYCTH_2303133
up:G2QC10,mtm:MYCTH_2303134
up:G2QC12,mtm:MYCTH_2303153
up:G2QC15,mtm:MYCTH_2303155
up:G2QC17,mtm:MYCTH_2303157
up:G2QC18,mtm:MYCTH_2303158
up:G2QC19,mtm:MYCTH_2303159
up:G2QC21,mtm:MYCTH_2303163
up:G2QC22,mtm:MYCTH_2303165
up:G2QC23,mtm:MYCTH_2303166
up:G2QC27,mtm:MYCTH_2303167
up:G2QC29,mtm:MYCTH_2303170
up:G2QC31,mtm:MYCTH_2303173
up:G2QC32,mtm:MYCTH_2303174
up:G2QC33,mtm:MYCTH_2303176
up:G2QC34,mtm:MYCTH_2303180
up:G2QC35,mtm:MYCTH_2303183
up:G2QC36,mtm:MYCTH_2303184
up:G2QC38,mtm:MYCTH_2303193
up:G2QC94,mtm:MYCTH_2303205
up:G2QC97,mtm:MYCTH_2303206
up:G2QC99,mtm:MYCTH_2303213
up:G2QCA0,mtm:MYCTH_2303215
up:G2QCA3,mtm:MYCTH_2303233
up:G2QCA4,mtm:MYCTH_2303238
up:G2QCA5,mtm:MYCTH_2303243
up:G2QCA6,mtm:MYCTH_2303246
up:G2QCA7,mtm:MYCTH_2303248
up:G2QCA9,mtm:MYCTH_2303249
up:G2QCB0,mtm:MYCTH_2303251
up:G2QCB4,mtm:MYCTH_2303253
up:G2QCB6,mtm:MYCTH_2303256
up:G2QCB7,mtm:MYCTH_2303257
up:G2QCB9,mtm:MYCTH_2303271
up:G2QCC1,mtm:MYCTH_2303274
up:G2QCC2,mtm:MYCTH_2303275
up:G2QCC5,mtm:MYCTH_2303278
up:G2QCC6,mtm:MYCTH_2303280
up:G2QCC7,mtm:MYCTH_2303296
up:G2QCC8,mtm:MYCTH_2303298
up:G2QCD0,mtm:MYCTH_2303301
up:G2QCD1,mtm:MYCTH_2303304
up:G2QCD2,mtm:MYCTH_2303305
up:G2QCD4,mtm:MYCTH_2303310
up:G2QCD6,mtm:MYCTH_2303313
up:G2QCD7,mtm:MYCTH_2303316
up:G2QCD9,mtm:MYCTH_2303320
up:G2QCE0,mtm:MYCTH_2303321
up:G2QCE2,mtm:MYCTH_2303328
up:G2QCE4,mtm:MYCTH_2303335
up:G2QCJ8,mtm:MYCTH_2303340
up:G2QCK0,mtm:MYCTH_2303344
up:G2QCK2,mtm:MYCTH_2303348
up:G2QCK3,mtm:MYCTH_2303349
up:G2QCK5,mtm:MYCTH_2303353
up:G2QCL0,mtm:MYCTH_2303359
up:G2QCL1,mtm:MYCTH_2303360
up:G2QCL3,mtm:MYCTH_2303362
up:G2QCL4,mtm:MYCTH_2303364
up:G2QCL6,mtm:MYCTH_2303368
up:G2QCL7,mtm:MYCTH_2303370
up:G2QCL9,mtm:MYCTH_2303374
up:G2QCM0,mtm:MYCTH_2303375
up:G2QCM1,mtm:MYCTH_2303376
up:G2QCM2,mtm:MYCTH_2303378
up:G2QCM3,mtm:MYCTH_2303382
up:G2QCM5,mtm:MYCTH_2303385
up:G2QCM7,mtm:MYCTH_2303391
up:G2QCM8,mtm:MYCTH_2303395
up:G2QCN0,mtm:MYCTH_2303398
up:G2QCN1,mtm:MYCTH_2303400
up:G2QCN3,mtm:MYCTH_2303407
up:G2QCN4,mtm:MYCTH_2303408
up:G2QCN5,mtm:MYCTH_2303413
up:G2QCN6,mtm:MYCTH_2303416
up:G2QCN7,mtm:MYCTH_2303418
up:G2QCN9,mtm:MYCTH_2303426
up:G2QCP0,mtm:MYCTH_2303429
up:G2QCP1,mtm:MYCTH_2303431
up:G2QCP3,mtm:MYCTH_2303434
up:G2QCP4,mtm:MYCTH_2303435
up:G2QCP5,mtm:MYCTH_2303438
up:G2QCP6,mtm:MYCTH_2303440
up:G2QCQ0,mtm:MYCTH_2303448
up:G2QCV4,mtm:MYCTH_2303449
up:G2QCV5,mtm:MYCTH_2303459
up:G2QCV9,mtm:MYCTH_2303473
up:G2QCW1,mtm:MYCTH_2303475
up:G2QCW3,mtm:MYCTH_2303480
up:G2QCW4,mtm:MYCTH_2303482
up:G2QCW5,mtm:MYCTH_2303486
up:G2QCW6,mtm:MYCTH_2303488
up:G2QCW7,mtm:MYCTH_2303490
up:G2QCW8,mtm:MYCTH_2303493
up:G2QCW9,mtm:MYCTH_2303494
up:G2QCX0,mtm:MYCTH_2303495
up:G2QCX1,mtm:MYCTH_2303498
up:G2QCX2,mtm:MYCTH_2303499
up:G2QCX4,mtm:MYCTH_2303507
up:G2QCX5,mtm:MYCTH_2303508
up:G2QCX7,mtm:MYCTH_2303512
up:G2QCX8,mtm:MYCTH_2303514
up:G2QCX9,mtm:MYCTH_2303522
up:G2QCY0,mtm:MYCTH_2303524
up:G2QCY2,mtm:MYCTH_2303528
up:G2QCY3,mtm:MYCTH_2303529
up:G2QCY4,mtm:MYCTH_2303532
up:G2QCY5,mtm:MYCTH_2303534
up:G2QCY6,mtm:MYCTH_2303536
up:G2QCZ0,mtm:MYCTH_2303545
up:G2QCZ1,mtm:MYCTH_2303547
up:G2QCZ2,mtm:MYCTH_2303549
up:G2QCZ3,mtm:MYCTH_2303558
up:G2QCZ4,mtm:MYCTH_2303559
up:G2QCZ5,mtm:MYCTH_2303561
up:G2QCZ6,mtm:MYCTH_2303565
up:G2QCZ7,mtm:MYCTH_2303566
up:G2QCZ8,mtm:MYCTH_2303567
up:G2QD00,mtm:MYCTH_2303570
up:G2QD01,mtm:MYCTH_2303573
up:G2QD03,mtm:MYCTH_2303577
up:G2QD04,mtm:MYCTH_2303579
up:G2QD05,mtm:MYCTH_2303581
up:G2QD06,mtm:MYCTH_2303583
up:G2QD62,mtm:MYCTH_2303587
up:G2QD63,mtm:MYCTH_2303590
up:G2QD64,mtm:MYCTH_2303593
up:G2QD65,mtm:MYCTH_2303595
up:G2QD66,mtm:MYCTH_2303596
up:G2QD68,mtm:MYCTH_2303597
up:G2QD69,mtm:MYCTH_2303602
up:G2QD70,mtm:MYCTH_2303605
up:G2QD74,mtm:MYCTH_2303613
up:G2QD75,mtm:MYCTH_2303614
up:G2QD76,mtm:MYCTH_2303617
up:G2QD77,mtm:MYCTH_2303618
up:G2QD78,mtm:MYCTH_2303620
up:G2QD85,mtm:MYCTH_2303639
up:G2QD87,mtm:MYCTH_2303648
up:G2QD90,mtm:MYCTH_2303653
up:G2QD91,mtm:MYCTH_2303656
up:G2QD92,mtm:MYCTH_2303657
up:G2QD95,mtm:MYCTH_2303662
up:G2QD96,mtm:MYCTH_2303666
up:G2QD98,mtm:MYCTH_2303668
up:G2QD99,mtm:MYCTH_2303669
up:G2QDA0,mtm:MYCTH_2303672
up:G2QDA1,mtm:MYCTH_2303678
up:G2QDA3,mtm:MYCTH_2303682
up:G2QDA4,mtm:MYCTH_2303685
up:G2QDB1,mtm:MYCTH_2303691
up:G2QDB2,mtm:MYCTH_2303692
up:G2QDB3,mtm:MYCTH_2303693
up:G2QDG8,mtm:MYCTH_2303695
up:G2QDH2,mtm:MYCTH_2303701
up:G2QDH3,mtm:MYCTH_2303702
up:G2QDH5,mtm:MYCTH_2303707
up:G2QDH7,mtm:MYCTH_2303709
up:G2QDI3,mtm:MYCTH_2303718
up:G2QDI8,mtm:MYCTH_2303722
up:G2QDI9,mtm:MYCTH_2303724
up:G2QDJ0,mtm:MYCTH_2303725
up:G2QDJ2,mtm:MYCTH_2303730
up:G2QDJ3,mtm:MYCTH_2303731
up:G2QDJ4,mtm:MYCTH_2303733
up:G2QDJ6,mtm:MYCTH_2303736
up:G2QDJ9,mtm:MYCTH_2303738
up:G2QDK3,mtm:MYCTH_2303748
up:G2QDK4,mtm:MYCTH_2303750
up:G2QDK5,mtm:MYCTH_2303752
up:G2QDK6,mtm:MYCTH_2303754
up:G2QDK7,mtm:MYCTH_2303755
up:G2QDK9,mtm:MYCTH_2303763
up:G2QDL1,mtm:MYCTH_2303766
up:G2QDL3,mtm:MYCTH_2303773
up:G2QDL4,mtm:MYCTH_2303774
up:G2QDL6,mtm:MYCTH_2303780
up:G2QDL7,mtm:MYCTH_2303781
up:G2QDS5,mtm:MYCTH_2303791
up:G2QDS7,mtm:MYCTH_2303798
up:G2QDS8,mtm:MYCTH_2303799
up:G2QDT0,mtm:MYCTH_2303801
up:G2QDT1,mtm:MYCTH_2303804
up:G2QDT2,mtm:MYCTH_2303808
up:G2QDT3,mtm:MYCTH_2303810
up:G2QDT4,mtm:MYCTH_2303811
up:G2QDT5,mtm:MYCTH_2303813
up:G2QDT6,mtm:MYCTH_2303816
up:G2QDT7,mtm:MYCTH_2303817
up:G2QDT8,mtm:MYCTH_2303819
up:G2QDT9,mtm:MYCTH_2303821
up:G2QDU1,mtm:MYCTH_2303826
up:G2QDU2,mtm:MYCTH_2303828
up:G2QDU3,mtm:MYCTH_2303831
up:G2QDU4,mtm:MYCTH_2303832
up:G2QDU5,mtm:MYCTH_2303838
up:G2QDU6,mtm:MYCTH_2303843
up:G2QDU9,mtm:MYCTH_2303849
up:G2QDV1,mtm:MYCTH_2303853
up:G2QDV3,mtm:MYCTH_2303859
up:G2QDV5,mtm:MYCTH_2303861
up:G2QDV6,mtm:MYCTH_2303862
up:G2QDV7,mtm:MYCTH_2303864
up:G2QDV8,mtm:MYCTH_2303867
up:G2QDW0,mtm:MYCTH_2303871
up:G2QDW2,mtm:MYCTH_2303876
up:G2QDW5,mtm:MYCTH_2303878
up:G2QDW6,mtm:MYCTH_2303882
up:G2QDW7,mtm:MYCTH_2303885
up:G2QDW8,mtm:MYCTH_2303887
up:G2QDX4,mtm:MYCTH_2303896
up:G2QDX6,mtm:MYCTH_2303901
up:G2QE03,mtm:MYCTH_2303903
up:G2QE04,mtm:MYCTH_2303908
up:G2QE05,mtm:MYCTH_2303910
up:G2QE08,mtm:MYCTH_2303918
up:G2QE09,mtm:MYCTH_2303921
up:G2QE11,mtm:MYCTH_2303924
up:G2QE12,mtm:MYCTH_2303929
up:G2QE14,mtm:MYCTH_2303933
up:G2QE15,mtm:MYCTH_2303934
up:G2QE16,mtm:MYCTH_2303936
up:G2QE17,mtm:MYCTH_2303937
up:G2QE18,mtm:MYCTH_2303939
up:G2QE19,mtm:MYCTH_2303940
up:G2QE20,mtm:MYCTH_2303945
up:G2QE21,mtm:MYCTH_2303946
up:G2QE22,mtm:MYCTH_2303950
up:G2QE24,mtm:MYCTH_2303954
up:G2QE27,mtm:MYCTH_2303957
up:G2QE30,mtm:MYCTH_2303964
up:G2QE31,mtm:MYCTH_2303965
up:G2QE35,mtm:MYCTH_2303980
up:G2QE36,mtm:MYCTH_2303986
up:G2QE37,mtm:MYCTH_2303987
up:G2QE42,mtm:MYCTH_2303995
up:G2QE43,mtm:MYCTH_2303996
up:G2QE45,mtm:MYCTH_2304000
up:G2QE46,mtm:MYCTH_2304003
up:G2QE47,mtm:MYCTH_2304004
up:G2QE48,mtm:MYCTH_2304008
up:G2QE49,mtm:MYCTH_2304011
up:G2QE50,mtm:MYCTH_2304014
up:G2QE52,mtm:MYCTH_2304021
up:G2QE53,mtm:MYCTH_2304022
up:G2QE54,mtm:MYCTH_2304023
up:G2QE55,mtm:MYCTH_2304027
up:G2QE57,mtm:MYCTH_2304032
up:G2QE58,mtm:MYCTH_2304034
up:G2QE59,mtm:MYCTH_2304036
up:G2QE60,mtm:MYCTH_2304038
up:G2QE61,mtm:MYCTH_2304039
up:G2QE62,mtm:MYCTH_2304041
up:G2QE63,mtm:MYCTH_2304045
up:G2QE65,mtm:MYCTH_2304051
up:G2QE66,mtm:MYCTH_2304053
up:G2QE67,mtm:MYCTH_2304055
up:G2QE68,mtm:MYCTH_2304056
up:G2QE70,mtm:MYCTH_2304063
up:G2QE72,mtm:MYCTH_2304071
up:G2QE73,mtm:MYCTH_2304073
up:G2QE74,mtm:MYCTH_2304075
up:G2QE75,mtm:MYCTH_2304079
up:G2QE80,mtm:MYCTH_2304085
up:G2QE81,mtm:MYCTH_2304087
up:G2QE83,mtm:MYCTH_2304098
up:G2QE84,mtm:MYCTH_2304102
up:G2QE85,mtm:MYCTH_2304104
up:G2QE86,mtm:MYCTH_2304106
up:G2QE87,mtm:MYCTH_2304108
up:G2QE89,mtm:MYCTH_2304109
up:G2QE90,mtm:MYCTH_2304111
up:G2QE91,mtm:MYCTH_2304112
up:G2QE92,mtm:MYCTH_2304113
up:G2QE93,mtm:MYCTH_2304115
up:G2QE95,mtm:MYCTH_2304118
up:G2QE96,mtm:MYCTH_2304122
up:G2QE97,mtm:MYCTH_2304124
up:G2QE98,mtm:MYCTH_2304127
up:G2QEA0,mtm:MYCTH_2304130
up:G2QEA1,mtm:MYCTH_2304133
up:G2QEA2,mtm:MYCTH_2304135
up:G2QEA3,mtm:MYCTH_2304137
up:G2QEA4,mtm:MYCTH_2304140
up:G2QEA5,mtm:MYCTH_2304142
up:G2QEA6,mtm:MYCTH_2304143
up:G2QEA7,mtm:MYCTH_2304147
up:G2QEA8,mtm:MYCTH_2304154
up:G2QEA9,mtm:MYCTH_2304164
up:G2QEB1,mtm:MYCTH_2304176
up:G2QEB2,mtm:MYCTH_2304177
up:G2QEB4,mtm:MYCTH_2304184
up:G2QEB5,mtm:MYCTH_2304187
up:G2QEB6,mtm:MYCTH_2304190
up:G2QEB7,mtm:MYCTH_2304195
up:G2QEB8,mtm:MYCTH_2304197
up:G2QEC0,mtm:MYCTH_2304200
up:G2QEC2,mtm:MYCTH_2304202
up:G2QEC3,mtm:MYCTH_2304203
up:G2QEC5,mtm:MYCTH_2304213
up:G2QEC8,mtm:MYCTH_2304224
up:G2QED0,mtm:MYCTH_2304227
up:G2QED1,mtm:MYCTH_2304231
up:G2QED2,mtm:MYCTH_2304236
up:G2QED3,mtm:MYCTH_2304239
up:G2QED5,mtm:MYCTH_2304243
up:G2QED6,mtm:MYCTH_2304244
up:G2QED7,mtm:MYCTH_2304247
up:G2QED8,mtm:MYCTH_2304250
up:G2QEE1,mtm:MYCTH_2304255
up:G2QEE2,mtm:MYCTH_2304256
up:G2QEE3,mtm:MYCTH_2304257
up:G2QEE4,mtm:MYCTH_2304258
up:G2QEE5,mtm:MYCTH_2304259
up:G2QEE6,mtm:MYCTH_2304264
up:G2QEE8,mtm:MYCTH_2304268
up:G2QEF1,mtm:MYCTH_2304273
up:G2QEF5,mtm:MYCTH_2304280
up:G2QEF6,mtm:MYCTH_2304281
up:G2QEF9,mtm:MYCTH_2304287
up:G2QEG0,mtm:MYCTH_2304288
up:G2QEG1,mtm:MYCTH_2304289
up:G2QEG2,mtm:MYCTH_2304292
up:G2QEG7,mtm:MYCTH_2304300
up:G2QEG8,mtm:MYCTH_2304301
up:G2QEG9,mtm:MYCTH_2304302
up:G2QEH0,mtm:MYCTH_2304303
up:G2QEH1,mtm:MYCTH_2304309
up:G2QEH3,mtm:MYCTH_2304313
up:G2QEH7,mtm:MYCTH_2304323
up:G2QEH8,mtm:MYCTH_2304324
up:G2QEH9,mtm:MYCTH_2304326
up:G2QEI3,mtm:MYCTH_2304336
up:G2QEI4,mtm:MYCTH_2304338
up:G2QEJ1,mtm:MYCTH_2304387
up:G2QEJ3,mtm:MYCTH_2304388
up:G2QEJ4,mtm:MYCTH_2304390
up:G2QEJ7,mtm:MYCTH_2304395
up:G2QEK0,mtm:MYCTH_2304400
up:G2QEK1,mtm:MYCTH_2304403
up:G2QEK3,mtm:MYCTH_2304406
up:G2QEK6,mtm:MYCTH_2304410
up:G2QEK7,mtm:MYCTH_2304414
up:G2QEK8,mtm:MYCTH_2304416
up:G2QEK9,mtm:MYCTH_2304419
up:G2QEL0,mtm:MYCTH_2304420
up:G2QEL1,mtm:MYCTH_2304423
up:G2QEL2,mtm:MYCTH_2304424
up:G2QEL3,mtm:MYCTH_2304427
up:G2QEL5,mtm:MYCTH_2304429
up:G2QEM2,mtm:MYCTH_2304441
up:G2QEM3,mtm:MYCTH_2304442
up:G2QEM4,mtm:MYCTH_2304446
up:G2QEM8,mtm:MYCTH_2304452
up:G2QEM9,mtm:MYCTH_2304457
up:G2QEN0,mtm:MYCTH_2304458
up:G2QEN2,mtm:MYCTH_2304462
up:G2QEN3,mtm:MYCTH_2304464
up:G2QEN5,mtm:MYCTH_2304475
up:G2QEN6,mtm:MYCTH_2304479
up:G2QEN7,mtm:MYCTH_2304481
up:G2QEN9,mtm:MYCTH_2304487
up:G2QEP0,mtm:MYCTH_2304489
up:G2QEP1,mtm:MYCTH_2304491
up:G2QEP2,mtm:MYCTH_2304495
up:G2QEP3,mtm:MYCTH_2304497
up:G2QEP4,mtm:MYCTH_2304498
up:G2QEP8,mtm:MYCTH_2304508
up:G2QEP9,mtm:MYCTH_2304509
up:G2QEQ1,mtm:MYCTH_2304512
up:G2QEQ2,mtm:MYCTH_2304515
up:G2QEQ3,mtm:MYCTH_2304517
up:G2QEQ4,mtm:MYCTH_2304519
up:G2QEQ5,mtm:MYCTH_2304523
up:G2QEQ6,mtm:MYCTH_2304524
up:G2QEQ7,mtm:MYCTH_2304525
up:G2QEQ8,mtm:MYCTH_2304529
up:G2QER2,mtm:MYCTH_2304539
up:G2QER3,mtm:MYCTH_2304541
up:G2QER4,mtm:MYCTH_2304543
up:G2QER6,mtm:MYCTH_2304545
up:G2QER7,mtm:MYCTH_2304547
up:G2QER8,mtm:MYCTH_2304548
up:G2QER9,mtm:MYCTH_2304549
up:G2QES0,mtm:MYCTH_2304552
up:G2QES1,mtm:MYCTH_2304554
up:G2QBB5,mtm:MYCTH_2304561
up:G2QBB6,mtm:MYCTH_2304566
up:G2QBB8,mtm:MYCTH_2304568
up:G2QBB9,mtm:MYCTH_2304570
up:G2QBC3,mtm:MYCTH_2304574
up:G2QBC4,mtm:MYCTH_2304576
up:G2QBC6,mtm:MYCTH_2304585
up:G2QBC7,mtm:MYCTH_2304586
up:G2QBC9,mtm:MYCTH_2304589
up:G2QBD1,mtm:MYCTH_2304592
up:G2QBD2,mtm:MYCTH_2304593
up:G2QBD3,mtm:MYCTH_2304594
up:G2QBD4,mtm:MYCTH_2304596
up:G2QBD5,mtm:MYCTH_2304598
up:G2QBD6,mtm:MYCTH_2304601
up:G2QBD7,mtm:MYCTH_2304603
up:G2QBD8,mtm:MYCTH_2304605
up:G2QBD9,mtm:MYCTH_2304608
up:G2QBE0,mtm:MYCTH_2304613
up:G2QBE2,mtm:MYCTH_2304617
up:G2QBE3,mtm:MYCTH_2304619
up:G2QBE4,mtm:MYCTH_2304622
up:G2QBE5,mtm:MYCTH_2304623
up:G2QBE8,mtm:MYCTH_2304624
up:G2QBE9,mtm:MYCTH_2304626
up:G2QBF3,mtm:MYCTH_2304628
up:G2QBF4,mtm:MYCTH_2304629
up:G2QBF6,mtm:MYCTH_2304632
up:G2QBG1,mtm:MYCTH_2304645
up:G2QBG2,mtm:MYCTH_2304647
up:G2QBG4,mtm:MYCTH_2304655
up:G2QBG5,mtm:MYCTH_2304659
up:G2QBG6,mtm:MYCTH_2304663
up:G2QBG8,mtm:MYCTH_2304670
up:G2QBG9,mtm:MYCTH_2304672
up:G2QBH0,mtm:MYCTH_2304673
up:G2QBH1,mtm:MYCTH_2304677
up:G2QBH2,mtm:MYCTH_2304681
up:G2QBH3,mtm:MYCTH_2304686
up:G2QBH7,mtm:MYCTH_2304698
up:G2QBH8,mtm:MYCTH_2304699
up:G2QBH9,mtm:MYCTH_2304703
up:G2QBI0,mtm:MYCTH_2304704
up:G2QBI1,mtm:MYCTH_2304708
up:G2QBI3,mtm:MYCTH_2304715
up:G2QBI4,mtm:MYCTH_2304722
up:G2QBI5,mtm:MYCTH_2304725
up:G2QBI6,mtm:MYCTH_2304728
up:G2QBI8,mtm:MYCTH_2304734
up:G2QBI9,mtm:MYCTH_2304739
up:G2QBJ3,mtm:MYCTH_2304750
up:G2QBJ5,mtm:MYCTH_2304758
up:G2QBJ6,mtm:MYCTH_2304760
up:G2QBJ7,mtm:MYCTH_2304763
up:G2QBJ8,mtm:MYCTH_2304768
up:G2QBK0,mtm:MYCTH_2304780
up:G2QBK2,mtm:MYCTH_2304786
up:G2QBK3,mtm:MYCTH_2304788
up:G2QBK5,mtm:MYCTH_2304795
up:G2QBK6,mtm:MYCTH_2304797
up:G2QBK7,mtm:MYCTH_2304799
up:G2QBK8,mtm:MYCTH_2304802
up:G2QBK9,mtm:MYCTH_2304806
up:G2QBL0,mtm:MYCTH_2304808
up:G2QBL1,mtm:MYCTH_2304811
up:G2QBL2,mtm:MYCTH_2304814
up:G2QBL4,mtm:MYCTH_2304820
up:G2QBL5,mtm:MYCTH_2304823
up:G2QBL6,mtm:MYCTH_2304826
up:G2QBL7,mtm:MYCTH_2304829
up:G2QBL8,mtm:MYCTH_2304831
up:G2QBL9,mtm:MYCTH_2304836
up:G2QBM0,mtm:MYCTH_2304838
up:G2QBM1,mtm:MYCTH_2304840
up:G2QBM2,mtm:MYCTH_2304842
up:G2QBM4,mtm:MYCTH_2304845
up:G2QBM5,mtm:MYCTH_2304848
up:G2QBM6,mtm:MYCTH_2304851
up:G2QBM7,mtm:MYCTH_2304854
up:G2QBM9,mtm:MYCTH_2304856
up:G2QBN0,mtm:MYCTH_2304857
up:G2QBN1,mtm:MYCTH_2304858
up:G2QBN2,mtm:MYCTH_2304860
up:G2QBN4,mtm:MYCTH_2304865
up:G2QBN7,mtm:MYCTH_2304873
up:G2QBN8,mtm:MYCTH_2304875
up:G2QBN9,mtm:MYCTH_2304877
up:G2QBP0,mtm:MYCTH_2304880
up:G2QBP1,mtm:MYCTH_2304881
up:G2QBP2,mtm:MYCTH_2304883
up:G2QBP3,mtm:MYCTH_2304884
up:G2QBP4,mtm:MYCTH_2304886
up:G2QBP5,mtm:MYCTH_2304889
up:G2QBP6,mtm:MYCTH_2304892
up:G2QBP7,mtm:MYCTH_2304897
up:G2QBP8,mtm:MYCTH_2304900
up:G2QBP9,mtm:MYCTH_2304904
up:G2QBQ0,mtm:MYCTH_2304906
up:G2QBQ1,mtm:MYCTH_2304910
up:G2QBQ4,mtm:MYCTH_2304915
up:G2QBQ5,mtm:MYCTH_2304920
up:G2QBQ6,mtm:MYCTH_2304921
up:G2QBQ7,mtm:MYCTH_2304925
up:G2QBQ8,mtm:MYCTH_2304928
up:G2QBQ9,mtm:MYCTH_2304929
up:G2QBR0,mtm:MYCTH_2304931
up:G2QBR2,mtm:MYCTH_2304934
up:G2QBR6,mtm:MYCTH_2304940
up:G2QBR7,mtm:MYCTH_2304941
up:G2QBR9,mtm:MYCTH_2304944
up:G2QBS1,mtm:MYCTH_2304947
up:G2QBT3,mtm:MYCTH_2304956
up:G2QBT4,mtm:MYCTH_2304958
up:G2QBT5,mtm:MYCTH_2304963
up:G2QBT8,mtm:MYCTH_2304973
up:G2QBT9,mtm:MYCTH_2304975
up:G2QBU0,mtm:MYCTH_2304976
up:G2QBU1,mtm:MYCTH_2304978
up:G2QBU2,mtm:MYCTH_2304982
up:G2QBU3,mtm:MYCTH_2304984
up:G2QBU4,mtm:MYCTH_2304985
up:G2QBU5,mtm:MYCTH_2304987
up:G2QBU6,mtm:MYCTH_2304989
up:G2QBU7,mtm:MYCTH_2304990
up:G2QBU8,mtm:MYCTH_2304992
up:G2QBU9,mtm:MYCTH_2304994
up:G2QBV1,mtm:MYCTH_2304999
up:G2QBV2,mtm:MYCTH_2305001
up:G2QBV3,mtm:MYCTH_2305005
up:G2QBV4,mtm:MYCTH_2305009
up:G2QBV5,mtm:MYCTH_2305012
up:G2QBV7,mtm:MYCTH_2305019
up:G2QBV9,mtm:MYCTH_2305021
up:G2QBW0,mtm:MYCTH_2305024
up:G2QBW1,mtm:MYCTH_2305025
up:G2QBW3,mtm:MYCTH_2305028
up:G2QBW5,mtm:MYCTH_2305032
up:G2QBW7,mtm:MYCTH_2305041
up:G2QBW8,mtm:MYCTH_2305043
up:G2QBW9,mtm:MYCTH_2305048
up:G2QBX0,mtm:MYCTH_2305050
up:G2QBX1,mtm:MYCTH_2305051
up:G2QBX2,mtm:MYCTH_2305054
up:G2QBX4,mtm:MYCTH_2305058
up:G2QBX5,mtm:MYCTH_2305067
up:G2QBX8,mtm:MYCTH_2305076
up:G2QBX9,mtm:MYCTH_2305078
up:G2QBY0,mtm:MYCTH_2305080
up:G2QBY1,mtm:MYCTH_2305083
up:G2QBY2,mtm:MYCTH_2305086
up:G2QBY5,mtm:MYCTH_2305096
up:G2QBY6,mtm:MYCTH_2305097
up:G2QC41,mtm:MYCTH_2305104
up:G2QC43,mtm:MYCTH_2305106
up:G2QC44,mtm:MYCTH_2305107
up:G2QC45,mtm:MYCTH_2305109
up:G2QC47,mtm:MYCTH_2305112
up:G2QC49,mtm:MYCTH_2305118
up:G2QC50,mtm:MYCTH_2305121
up:G2QC51,mtm:MYCTH_2305125
up:G2QC52,mtm:MYCTH_2305128
up:G2QC54,mtm:MYCTH_2305132
up:G2QC55,mtm:MYCTH_2305133
up:G2QC56,mtm:MYCTH_2305137
up:G2QC57,mtm:MYCTH_2305142
up:G2QC59,mtm:MYCTH_2305145
up:G2QC60,mtm:MYCTH_2305146
up:G2QC61,mtm:MYCTH_2305147
up:G2QC62,mtm:MYCTH_2305148
up:G2QC63,mtm:MYCTH_2305149
up:G2QC64,mtm:MYCTH_2305156
up:G2QC65,mtm:MYCTH_2305158
up:G2QC66,mtm:MYCTH_2305160
up:G2QC69,mtm:MYCTH_2305170
up:G2QC70,mtm:MYCTH_2305172
up:G2QC71,mtm:MYCTH_2305173
up:G2QC75,mtm:MYCTH_2305186
up:G2QC76,mtm:MYCTH_2305189
up:G2QC77,mtm:MYCTH_2305190
up:G2QC79,mtm:MYCTH_2305193
up:G2QC81,mtm:MYCTH_2305195
up:G2QC84,mtm:MYCTH_2305200
up:G2QC85,mtm:MYCTH_2305202
up:G2QC86,mtm:MYCTH_2305205
up:G2QC88,mtm:MYCTH_2305210
up:G2QC89,mtm:MYCTH_2305213
up:G2QCE5,mtm:MYCTH_2305218
up:G2QCE7,mtm:MYCTH_2305224
up:G2QCE8,mtm:MYCTH_2305231
up:G2QCF1,mtm:MYCTH_2305251
up:G2QCF2,mtm:MYCTH_2305258
up:G2QCF3,mtm:MYCTH_2305259
up:G2QCF6,mtm:MYCTH_2305262
up:G2QCF7,mtm:MYCTH_2305264
up:G2QCF8,mtm:MYCTH_2305265
up:G2QCF9,mtm:MYCTH_2305269
up:G2QCG3,mtm:MYCTH_2305285
up:G2QCG4,mtm:MYCTH_2305288
up:G2QCG5,mtm:MYCTH_2305292
up:G2QCG6,mtm:MYCTH_2305293
up:G2QCG9,mtm:MYCTH_2305305
up:G2QCH1,mtm:MYCTH_2305315
up:G2QCH2,mtm:MYCTH_2305316
up:G2QCH3,mtm:MYCTH_2305317
up:G2QCI0,mtm:MYCTH_2305327
up:G2QCI1,mtm:MYCTH_2305328
up:G2QCI3,mtm:MYCTH_2305331
up:G2QCI4,mtm:MYCTH_2305333
up:G2QCI5,mtm:MYCTH_2305336
up:G2QCI6,mtm:MYCTH_2305337
up:G2QCI8,mtm:MYCTH_2305340
up:G2QCI9,mtm:MYCTH_2305342
up:G2QCJ2,mtm:MYCTH_2305345
up:G2QCJ4,mtm:MYCTH_2305349
up:G2QCJ5,mtm:MYCTH_2305350
up:G2QCQ1,mtm:MYCTH_2305356
up:G2QCQ2,mtm:MYCTH_2305357
up:G2QCQ9,mtm:MYCTH_2305366
up:G2QCR2,mtm:MYCTH_2305371
up:G2QCR3,mtm:MYCTH_2305375
up:G2QCR4,mtm:MYCTH_2305377
up:G2QCR5,mtm:MYCTH_2305379
up:G2QCR6,mtm:MYCTH_2305381
up:G2QCR7,mtm:MYCTH_2305382
up:G2QCS2,mtm:MYCTH_2305389
