Geneid,Chr,Start,End,Strand,Length
MYCTH_2305285,chromosome: 3,3751934,3753101,+,1168
MYCTH_2305288,chromosome: 3,3753654,3759198,+,5545
MYCTH_2305292,chromosome: 3,3759513,3760647,-,1135
MYCTH_2305293,chromosome: 3,3761231,3763879,-,2649
MYCTH_101394,chromosome: 3,3768548,3770106,+,1559
MYCTH_2315354,chromosome: 3,3771928,3773978,+,2051
MYCTH_2305305,chromosome: 3,3774107,3776616,-,2510
MYCTH_67016,chromosome: 3,3776601,3778678,+,2078
MYCTH_2305315,chromosome: 3,3781720,3784412,+,2693
MYCTH_2305316,chromosome: 3,3785800,3786204,+,405
MYCTH_2305317,chromosome: 3,3787105,3790536,-,3432
MYCTH_2118610,chromosome: 3,3790971,3797219,-,6249
MYCTH_2060581,chromosome: 3,3822497,3822700,+,204
MYCTH_2062106,chromosome: 3,3824348,3842015,+,17668
MYCTH_36895,chromosome: 3,3843978,3844157,-,180
MYCTH_2062582,chromosome: 3,3845207,3847324,-,2118
MYCTH_48804,chromosome: 3,3850265,3850921,-,657
MYCTH_2305327,chromosome: 3,3852107,3853695,+,1589
MYCTH_2305328,chromosome: 3,3853978,3856912,-,2935
MYCTH_93648,chromosome: 3,3858471,3861167,-,2697
MYCTH_2305331,chromosome: 3,3862916,3869186,+,6271
MYCTH_2305333,chromosome: 3,3870644,3874250,+,3607
MYCTH_2305336,chromosome: 3,3874707,3877485,-,2779
MYCTH_2305337,chromosome: 3,3879865,3881633,-,1769
MYCTH_2127191,chromosome: 3,3883761,3885099,+,1339
MYCTH_2305340,chromosome: 3,3885272,3886913,-,1642
MYCTH_2305342,chromosome: 3,3925896,3926709,+,814
MYCTH_111377,chromosome: 3,3927022,3927836,-,815
MYCTH_2127197,chromosome: 3,3929270,3929509,-,240
MYCTH_2305345,chromosome: 3,3930618,3932878,+,2261
MYCTH_80312,chromosome: 3,3934433,3935999,+,1567
MYCTH_t86,chromosome: 3,3936495,3936595,+,101
MYCTH_2305349,chromosome: 3,3936767,3938148,-,1382
MYCTH_2305350,chromosome: 3,3938520,3940445,-,1926
MYCTH_50083,chromosome: 3,3941451,3943030,+,1580
MYCTH_2305356,chromosome: 3,3943596,3944895,+,1300
MYCTH_2305357,chromosome: 3,3945493,3947696,+,2204
MYCTH_80304,chromosome: 3,3949561,3952737,+,3177
MYCTH_t89,chromosome: 3,3953420,3953518,-,99
MYCTH_2134354,chromosome: 3,3954100,3956544,-,2445
MYCTH_2037651,chromosome: 3,3978643,3978807,-,165
MYCTH_66978,chromosome: 3,3981144,3982011,+,868
MYCTH_80299,chromosome: 3,4003390,4004079,-,690
MYCTH_2061412,chromosome: 3,4028817,4029038,-,222
MYCTH_2305366,chromosome: 3,4055053,4056573,-,1521
MYCTH_2043664,chromosome: 3,4058788,4059611,+,824
MYCTH_2080506,chromosome: 3,4060815,4064263,+,3449
MYCTH_2305371,chromosome: 3,4064794,4068161,+,3368
MYCTH_2305375,chromosome: 3,4070502,4072261,-,1760
MYCTH_2305377,chromosome: 3,4073398,4074577,+,1180
MYCTH_2305379,chromosome: 3,4075529,4077675,-,2147
MYCTH_2305381,chromosome: 3,4078661,4080805,-,2145
MYCTH_2305382,chromosome: 3,4118636,4120969,+,2334
MYCTH_2060238,chromosome: 3,4122089,4123429,-,1341
MYCTH_2110542,chromosome: 3,4126947,4127898,-,952
MYCTH_2110543,chromosome: 3,4128260,4128778,+,519
MYCTH_2093133,chromosome: 3,4128900,4131277,-,2378
MYCTH_2305389,chromosome: 3,4131880,4133527,-,1648
MYCTH_2305390,chromosome: 3,4134237,4134995,+,759
MYCTH_111372,chromosome: 3,4135959,4137568,+,1610
MYCTH_80276,chromosome: 3,4137655,4139563,-,1909
MYCTH_2305394,chromosome: 3,4142022,4143339,-,1318
MYCTH_2305395,chromosome: 3,4143340,4144795,-,1456
MYCTH_2305398,chromosome: 3,4146161,4147274,-,1114
MYCTH_t88,chromosome: 3,4147267,4147357,-,91
MYCTH_2060403,chromosome: 3,4148870,4149886,+,1017
MYCTH_80274,chromosome: 3,4151542,4154224,+,2683
MYCTH_2305399,chromosome: 3,4155310,4157865,+,2556
MYCTH_2305401,chromosome: 3,4157854,4160570,-,2717
MYCTH_2060712,chromosome: 3,4161227,4161496,+,270
MYCTH_2305403,chromosome: 3,4164131,4165638,+,1508
MYCTH_50538,chromosome: 3,4165753,4165971,-,219
MYCTH_101354,chromosome: 3,4166727,4168725,-,1999
MYCTH_2305406,chromosome: 3,4175182,4178176,+,2995
MYCTH_2305407,chromosome: 3,4180778,4183900,+,3123
MYCTH_2315372,chromosome: 3,4184602,4186172,+,1571
MYCTH_49355,chromosome: 3,4186309,4187485,+,1177
MYCTH_2110559,chromosome: 3,4187982,4190212,-,2231
MYCTH_93602,chromosome: 3,4192816,4193559,+,744
MYCTH_2118654,chromosome: 3,4194707,4196399,-,1693
MYCTH_2118655,chromosome: 3,4197677,4199608,+,1932
MYCTH_2305413,chromosome: 3,4253749,4255258,+,1510
MYCTH_2305415,chromosome: 3,4255969,4257284,+,1316
MYCTH_66924,chromosome: 3,4262401,4263190,+,790
MYCTH_2118656,chromosome: 3,4275083,4276883,+,1801
MYCTH_50286,chromosome: 3,4277637,4278222,+,586
MYCTH_2305417,chromosome: 3,4280454,4281246,+,793
MYCTH_2305418,chromosome: 3,4281247,4283070,-,1824
MYCTH_101345,chromosome: 3,4283418,4284206,-,789
MYCTH_2305420,chromosome: 3,4284922,4285457,-,536
MYCTH_2305421,chromosome: 3,4286286,4286832,-,547
MYCTH_2127263,chromosome: 3,4287325,4287956,+,632
MYCTH_2305422,chromosome: 3,4288386,4289488,+,1103
MYCTH_2110569,chromosome: 3,4289942,4290830,-,889
MYCTH_93590,chromosome: 3,4291050,4292057,-,1008
MYCTH_93589,chromosome: 3,4293020,4294462,-,1443
MYCTH_2144007,chromosome: 3,4295863,4297325,+,1463
MYCTH_2305424,chromosome: 3,4298687,4300721,-,2035
MYCTH_2305427,chromosome: 3,4304126,4305991,-,1866
MYCTH_93585,chromosome: 3,4306271,4308038,+,1768
MYCTH_2118664,chromosome: 3,4352085,4353773,-,1689
MYCTH_2305429,chromosome: 3,4357226,4359988,+,2763
MYCTH_2305433,chromosome: 3,4361464,4363408,+,1945
MYCTH_2060085,chromosome: 3,4363975,4364795,-,821
MYCTH_2305436,chromosome: 3,4365803,4368208,+,2406
MYCTH_2118668,chromosome: 3,4369827,4370488,+,662
MYCTH_2305438,chromosome: 3,4371189,4372362,-,1174
MYCTH_2305439,chromosome: 3,4373012,4375586,-,2575
MYCTH_2127280,chromosome: 3,4375689,4376306,+,618
MYCTH_2305442,chromosome: 3,4377113,4378891,-,1779
MYCTH_93575,chromosome: 3,4381378,4382112,-,735
MYCTH_2305443,chromosome: 3,4382703,4383524,+,822
MYCTH_80233,chromosome: 3,4383828,4384913,-,1086
MYCTH_2305447,chromosome: 3,4386273,4387210,-,938
MYCTH_2305448,chromosome: 3,4387891,4389393,-,1503
MYCTH_2127287,chromosome: 3,4392360,4394791,-,2432
MYCTH_2305452,chromosome: 3,4397227,4397975,-,749
MYCTH_2305453,chromosome: 3,4399672,4401701,+,2030
MYCTH_2305454,chromosome: 3,4402277,4403316,+,1040
MYCTH_80223,chromosome: 3,4403404,4405013,-,1610
MYCTH_2305455,chromosome: 3,4405586,4406523,-,938
MYCTH_2305456,chromosome: 3,4406781,4408827,+,2047
MYCTH_2061275,chromosome: 3,4408900,4409661,-,762
MYCTH_2305458,chromosome: 3,4410139,4413182,-,3044
MYCTH_2305460,chromosome: 3,4413565,4415514,-,1950
MYCTH_2305461,chromosome: 3,4417239,4417969,+,731
MYCTH_2305464,chromosome: 3,4419361,4421194,-,1834
MYCTH_2305468,chromosome: 3,4421795,4423173,-,1379
MYCTH_2315383,chromosome: 3,4424341,4426455,+,2115
MYCTH_2038764,chromosome: 3,4427124,4427999,+,876
MYCTH_2305470,chromosome: 3,4428565,4429940,-,1376
MYCTH_93554,chromosome: 3,4431575,4433836,+,2262
MYCTH_2062163,chromosome: 3,4437286,4438122,-,837
MYCTH_101321,chromosome: 3,4496099,4497969,-,1871
MYCTH_2305498,chromosome: 3,4498876,4499466,-,591
MYCTH_2139328,chromosome: 3,4502732,4504290,-,1559
MYCTH_2305501,chromosome: 3,4505962,4507607,+,1646
MYCTH_2118714,chromosome: 3,4508456,4509508,-,1053
MYCTH_2061857,chromosome: 3,4511654,4515093,+,3440
MYCTH_2305504,chromosome: 3,4516141,4517605,+,1465
MYCTH_2305506,chromosome: 3,4518372,4521071,+,2700
MYCTH_2305507,chromosome: 3,4521073,4522573,-,1501
MYCTH_2305509,chromosome: 3,4522734,4524622,+,1889
MYCTH_2305512,chromosome: 3,4524623,4525464,-,842
MYCTH_2305513,chromosome: 3,4525940,4527708,+,1769
MYCTH_2305515,chromosome: 3,4527709,4533785,-,6077
MYCTH_2080603,chromosome: 3,4534678,4536843,+,2166
MYCTH_2305519,chromosome: 3,4537281,4539173,+,1893
MYCTH_2305522,chromosome: 3,4541004,4544428,+,3425
MYCTH_49824,chromosome: 3,4545212,4546113,-,902
MYCTH_49210,chromosome: 3,4550715,4551272,+,558
MYCTH_33039,chromosome: 3,4552704,4554485,+,1782
MYCTH_93534,chromosome: 3,4554824,4556527,-,1704
MYCTH_2059965,chromosome: 3,4557100,4558242,-,1143
MYCTH_2060315,chromosome: 3,4558857,4560606,+,1750
MYCTH_2305529,chromosome: 3,4560984,4562823,+,1840
MYCTH_2305531,chromosome: 3,4566260,4568503,-,2244
MYCTH_2110630,chromosome: 3,4568669,4569818,+,1150
MYCTH_115501,chromosome: 3,4570775,4579791,+,9017
MYCTH_2305543,chromosome: 3,4580433,4582270,-,1838
MYCTH_2305546,chromosome: 3,4582771,4584269,+,1499
MYCTH_2305551,chromosome: 3,4585128,4587510,-,2383
MYCTH_2110635,chromosome: 3,4587701,4589017,+,1317
MYCTH_2127338,chromosome: 3,4590574,4590949,-,376
MYCTH_50608,chromosome: 3,4592184,4593716,-,1533
MYCTH_2315393,chromosome: 3,4598848,4599675,+,828
MYCTH_2305555,chromosome: 3,4600671,4601605,+,935
MYCTH_2305556,chromosome: 3,4602005,4603908,+,1904
MYCTH_50523,chromosome: 3,4604423,4607970,+,3548
MYCTH_50820,chromosome: 3,4608911,4610615,+,1705
MYCTH_2305566,chromosome: 3,4611015,4611889,+,875
MYCTH_2060437,chromosome: 3,4612700,4613053,-,354
MYCTH_33003,chromosome: 3,4613186,4614643,-,1458
MYCTH_2060709,chromosome: 3,4615388,4617236,-,1849
MYCTH_2305568,chromosome: 3,4617516,4619082,-,1567
MYCTH_2061852,chromosome: 3,4619839,4621581,+,1743
MYCTH_2305570,chromosome: 3,4621910,4622400,+,491
MYCTH_2040748,chromosome: 3,4623821,4624360,+,540
MYCTH_2305573,chromosome: 3,4624651,4625355,-,705
MYCTH_2305575,chromosome: 3,4626496,4628102,+,1607
MYCTH_2305576,chromosome: 3,4628103,4632568,-,4466
MYCTH_2060442,chromosome: 3,4634328,4635484,+,1157
MYCTH_49393,chromosome: 3,4635973,4644970,-,8998
MYCTH_2110651,chromosome: 3,4646086,4647249,-,1164
MYCTH_2060065,chromosome: 3,4647834,4649761,+,1928
MYCTH_2110653,chromosome: 3,4652205,4654357,+,2153
MYCTH_2061987,chromosome: 3,4655285,4657198,+,1914
MYCTH_2127358,chromosome: 3,4658244,4659602,+,1359
MYCTH_2305582,chromosome: 3,4659725,4662660,-,2936
MYCTH_2305584,chromosome: 3,4662834,4663833,-,1000
MYCTH_2305586,chromosome: 3,4663834,4665970,+,2137
MYCTH_2127362,chromosome: 3,4666739,4670253,+,3515
MYCTH_2305589,chromosome: 3,4671858,4674170,-,2313
MYCTH_2305590,chromosome: 3,4676281,4678492,+,2212
MYCTH_2305591,chromosome: 3,4678859,4680130,+,1272
MYCTH_2305592,chromosome: 3,4680189,4681163,-,975
MYCTH_2305594,chromosome: 3,4681933,4683437,+,1505
MYCTH_2305597,chromosome: 3,4683821,4685503,+,1683
MYCTH_2305598,chromosome: 3,4685591,4686829,+,1239
MYCTH_2305599,chromosome: 3,4688659,4689454,+,796
MYCTH_2134407,chromosome: 3,4714207,4714669,+,463
MYCTH_80168,chromosome: 3,4754554,4755237,-,684
MYCTH_2305600,chromosome: 3,4838400,4840063,-,1664
MYCTH_2118744,chromosome: 3,4841378,4842607,+,1230
MYCTH_50908,chromosome: 3,4846721,4846870,+,150
MYCTH_2060218,chromosome: 3,4854793,4855062,+,270
MYCTH_93495,chromosome: 3,4856367,4857661,-,1295
MYCTH_80161,chromosome: 3,4858540,4860004,+,1465
MYCTH_66804,chromosome: 3,4861135,4863642,+,2508
MYCTH_2110669,chromosome: 3,4864231,4864782,-,552
MYCTH_2305608,chromosome: 3,4869429,4870056,+,628
MYCTH_50705,chromosome: 3,4871063,4873395,+,2333
MYCTH_2305611,chromosome: 3,4874217,4876059,+,1843
MYCTH_2305613,chromosome: 3,4876060,4876901,-,842
MYCTH_2305614,chromosome: 3,4877990,4880235,-,2246
MYCTH_2118751,chromosome: 3,4882484,4883841,-,1358
MYCTH_2305618,chromosome: 3,4883942,4885800,+,1859
MYCTH_2305619,chromosome: 3,4885801,4887496,-,1696
MYCTH_2305621,chromosome: 3,4888073,4890404,+,2332
MYCTH_2060942,chromosome: 3,4892799,4894898,-,2100
MYCTH_2305625,chromosome: 3,4895305,4896763,+,1459
MYCTH_101261,chromosome: 3,4898190,4904094,-,5905
MYCTH_2110682,chromosome: 3,4904846,4905963,+,1118
MYCTH_2305628,chromosome: 3,4906813,4907495,-,683
MYCTH_2061639,chromosome: 3,4908088,4908706,+,619
MYCTH_107295,chromosome: 3,4910282,4912096,-,1815
MYCTH_2305631,chromosome: 3,4914993,4916169,-,1177
MYCTH_2049011,chromosome: 3,4917048,4918776,-,1729
MYCTH_2127404,chromosome: 3,4919240,4919707,+,468
MYCTH_2305633,chromosome: 3,4920090,4921617,+,1528
MYCTH_50396,chromosome: 3,4922290,4923971,+,1682
MYCTH_2118764,chromosome: 3,4925499,4927116,+,1618
MYCTH_2118765,chromosome: 3,4927284,4928210,+,927
MYCTH_2305635,chromosome: 3,4928583,4929235,-,653
MYCTH_2127410,chromosome: 3,4930002,4930796,+,795
MYCTH_2305637,chromosome: 3,4931105,4933467,-,2363
MYCTH_2305640,chromosome: 3,4933883,4935619,+,1737
MYCTH_2060683,chromosome: 3,4936727,4937328,+,602
MYCTH_2305642,chromosome: 3,4939096,4941509,-,2414
MYCTH_t87,chromosome: 3,4941714,4941798,-,85
MYCTH_66783,chromosome: 3,4942561,4944698,-,2138
MYCTH_2305652,chromosome: 3,4947897,4949839,+,1943
MYCTH_2315403,chromosome: 3,4952852,4953777,-,926
MYCTH_2305657,chromosome: 3,4953828,4956999,-,3172
MYCTH_2305667,chromosome: 3,4969346,4973043,-,3698
MYCTH_2305668,chromosome: 3,4973503,4978414,-,4912
MYCTH_2305669,chromosome: 3,4978655,4980663,-,2009
MYCTH_2118778,chromosome: 3,4981264,4982231,-,968
MYCTH_2305675,chromosome: 3,4982801,4985605,-,2805
MYCTH_2118780,chromosome: 3,4986130,4986753,+,624
MYCTH_2305679,chromosome: 3,4986831,4988036,-,1206
MYCTH_2305680,chromosome: 3,4988678,4991684,+,3007
MYCTH_2305681,chromosome: 3,4991685,4992828,-,1144
MYCTH_2305684,chromosome: 3,4993045,4995643,+,2599
MYCTH_2305685,chromosome: 3,4995941,4997567,+,1627
MYCTH_2305688,chromosome: 3,4999566,5000614,+,1049
MYCTH_2305689,chromosome: 3,5001439,5003996,+,2558
MYCTH_49700,chromosome: 3,5004208,5005095,-,888
MYCTH_2110715,chromosome: 3,5006972,5007785,-,814
MYCTH_2315408,chromosome: 3,5010268,5010906,-,639
MYCTH_2305695,chromosome: 3,5011054,5014016,-,2963
MYCTH_2305697,chromosome: 3,5014287,5017371,-,3085
MYCTH_2134429,chromosome: 3,5017874,5020006,+,2133
MYCTH_111331,chromosome: 3,5020319,5022117,-,1799
MYCTH_80109,chromosome: 3,5024113,5025712,+,1600
MYCTH_80104,chromosome: 3,5027172,5028785,+,1614
MYCTH_2305708,chromosome: 3,5028836,5029397,-,562
MYCTH_2305709,chromosome: 3,5029884,5032606,+,2723
MYCTH_101224,chromosome: 3,5032687,5036306,-,3620
MYCTH_2118798,chromosome: 3,5038970,5040143,+,1174
MYCTH_2305715,chromosome: 3,5041814,5043036,+,1223
MYCTH_101222,chromosome: 3,5043655,5045035,-,1381
MYCTH_2305716,chromosome: 3,5045588,5046506,-,919
MYCTH_50515,chromosome: 3,5046977,5047757,+,781
MYCTH_2305718,chromosome: 3,5048832,5050141,+,1310
MYCTH_2110729,chromosome: 3,5050412,5051583,-,1172
MYCTH_2118800,chromosome: 3,5052458,5053556,-,1099
MYCTH_2110731,chromosome: 3,5054602,5055895,+,1294
MYCTH_2064798,chromosome: 4,3336,5022,+,1687
MYCTH_2305722,chromosome: 4,5367,7402,+,2036
MYCTH_2305724,chromosome: 4,7789,9769,+,1981
MYCTH_2127454,chromosome: 4,9997,11940,-,1944
MYCTH_2305728,chromosome: 4,12924,14727,+,1804
MYCTH_2127456,chromosome: 4,15143,17142,-,2000
MYCTH_2093327,chromosome: 4,18741,21110,+,2370
MYCTH_2305732,chromosome: 4,22886,25177,+,2292
MYCTH_103032,chromosome: 4,25889,27048,-,1160
MYCTH_2305738,chromosome: 4,27829,29545,+,1717
MYCTH_2305739,chromosome: 4,29843,30849,+,1007
MYCTH_2305741,chromosome: 4,30897,31858,+,962
MYCTH_2305742,chromosome: 4,31860,33305,+,1446
MYCTH_2305743,chromosome: 4,49214,51298,+,2085
MYCTH_2065222,chromosome: 4,53829,54441,+,613
MYCTH_83051,chromosome: 4,55481,56730,-,1250
MYCTH_2305746,chromosome: 4,57760,58820,+,1061
MYCTH_2305747,chromosome: 4,60430,61496,+,1067
MYCTH_103025,chromosome: 4,61927,63557,-,1631
MYCTH_83048,chromosome: 4,64133,65640,-,1508
MYCTH_t99,chromosome: 4,66526,66615,+,90
MYCTH_2305754,chromosome: 4,69336,74015,+,4680
MYCTH_103022,chromosome: 4,125370,126279,+,910
MYCTH_2110752,chromosome: 4,126844,127549,+,706
MYCTH_2305757,chromosome: 4,128250,129819,+,1570
MYCTH_2305759,chromosome: 4,130331,131579,+,1249
MYCTH_83041,chromosome: 4,132493,134210,+,1718
MYCTH_83040,chromosome: 4,135297,138899,+,3603
MYCTH_2127482,chromosome: 4,138943,139742,-,800
MYCTH_2305769,chromosome: 4,140785,142515,+,1731
MYCTH_2305770,chromosome: 4,145156,147916,+,2761
MYCTH_2305771,chromosome: 4,149218,152657,-,3440
MYCTH_t100,chromosome: 4,149372,149462,+,91
MYCTH_108416,chromosome: 4,153225,160880,-,7656
MYCTH_2305783,chromosome: 4,163217,165150,+,1934
MYCTH_83025,chromosome: 4,167864,169588,+,1725
MYCTH_2305791,chromosome: 4,170340,172251,+,1912
MYCTH_2305792,chromosome: 4,173181,174933,+,1753
MYCTH_2305794,chromosome: 4,174934,175664,+,731
MYCTH_2305795,chromosome: 4,175664,177896,-,2233
MYCTH_83019,chromosome: 4,178906,181205,+,2300
MYCTH_95427,chromosome: 4,182034,183967,-,1934
MYCTH_2305804,chromosome: 4,185816,187074,-,1259
MYCTH_52068,chromosome: 4,188041,189524,-,1484
MYCTH_2305805,chromosome: 4,191246,192615,-,1370
MYCTH_2305806,chromosome: 4,192617,194430,+,1814
MYCTH_2305807,chromosome: 4,194605,194904,-,300
MYCTH_2305808,chromosome: 4,194905,198178,+,3274
MYCTH_2305811,chromosome: 4,198782,202467,+,3686
MYCTH_2305813,chromosome: 4,207076,210118,+,3043
MYCTH_2305814,chromosome: 4,210639,212776,+,2138
MYCTH_51742,chromosome: 4,212954,214678,-,1725
MYCTH_2305819,chromosome: 4,215368,216933,+,1566
MYCTH_2118844,chromosome: 4,217005,219069,-,2065
MYCTH_2118845,chromosome: 4,220508,221803,+,1296
MYCTH_2315428,chromosome: 4,221996,224381,-,2386
MYCTH_95413,chromosome: 4,224764,225432,-,669
MYCTH_95412,chromosome: 4,227455,228285,-,831
MYCTH_102997,chromosome: 4,228580,231108,-,2529
MYCTH_108407,chromosome: 4,235208,236644,+,1437
MYCTH_2036724,chromosome: 4,237245,238129,-,885
MYCTH_116603,chromosome: 4,238840,240433,-,1594
MYCTH_2305828,chromosome: 4,241710,251731,+,10022
MYCTH_2315429,chromosome: 4,253297,256125,+,2829
MYCTH_2064545,chromosome: 4,257185,257457,+,273
MYCTH_2045079,chromosome: 4,258545,260212,-,1668
MYCTH_2041611,chromosome: 4,261917,262195,+,279
MYCTH_2127519,chromosome: 4,262740,264583,-,1844
MYCTH_2305838,chromosome: 4,268860,271811,+,2952
MYCTH_52839,chromosome: 4,272503,273717,+,1215
MYCTH_2305841,chromosome: 4,275507,277120,+,1614
MYCTH_69999,chromosome: 4,281188,283733,-,2546
MYCTH_2127524,chromosome: 4,287255,287722,-,468
MYCTH_2064311,chromosome: 4,289615,289809,+,195
MYCTH_82995,chromosome: 4,323576,324436,+,861
MYCTH_95399,chromosome: 4,328165,329305,-,1141
MYCTH_2065250,chromosome: 4,334056,334223,+,168
MYCTH_69995,chromosome: 4,341356,342061,+,706
MYCTH_95398,chromosome: 4,351333,352928,-,1596
MYCTH_2305843,chromosome: 4,353947,354539,-,593
MYCTH_2305846,chromosome: 4,355076,357606,-,2531
MYCTH_2305849,chromosome: 4,358641,362008,+,3368
MYCTH_t101,chromosome: 4,362519,362604,+,86
MYCTH_102985,chromosome: 4,365223,373869,+,8647
MYCTH_2065457,chromosome: 4,374252,374596,-,345
MYCTH_51627,chromosome: 4,375387,377832,-,2446
MYCTH_95391,chromosome: 4,378623,380708,-,2086
MYCTH_2134461,chromosome: 4,384299,386874,+,2576
MYCTH_2305857,chromosome: 4,386945,389004,-,2060
MYCTH_2305858,chromosome: 4,391204,394083,-,2880
MYCTH_2305861,chromosome: 4,395323,396475,+,1153
MYCTH_2305865,chromosome: 4,396598,399747,-,3150
MYCTH_2305868,chromosome: 4,402776,404425,+,1650
MYCTH_2305870,chromosome: 4,432755,434314,+,1560
MYCTH_102977,chromosome: 4,434557,436178,-,1622
MYCTH_82981,chromosome: 4,439601,440690,-,1090
MYCTH_69975,chromosome: 4,442833,444957,-,2125
MYCTH_2305878,chromosome: 4,446120,447267,-,1148
MYCTH_2305882,chromosome: 4,448711,450318,+,1608
MYCTH_2305886,chromosome: 4,450318,452827,-,2510
MYCTH_2305890,chromosome: 4,454582,455964,+,1383
MYCTH_2305891,chromosome: 4,456601,457653,-,1053
MYCTH_102971,chromosome: 4,458655,460362,-,1708
MYCTH_2127554,chromosome: 4,461306,461606,-,301
MYCTH_52332,chromosome: 4,464455,465875,+,1421
MYCTH_2315436,chromosome: 4,466575,469469,+,2895
MYCTH_2305903,chromosome: 4,469953,472449,+,2497
MYCTH_2065718,chromosome: 4,472579,474578,-,2000
MYCTH_102965,chromosome: 4,475732,477376,+,1645
MYCTH_52514,chromosome: 4,477840,479283,+,1444
MYCTH_2305912,chromosome: 4,479422,480502,-,1081
MYCTH_108391,chromosome: 4,482740,483834,+,1095
MYCTH_53905,chromosome: 4,484368,486109,+,1742
MYCTH_2134470,chromosome: 4,486422,490367,-,3946
MYCTH_2305924,chromosome: 4,490661,492277,+,1617
MYCTH_2305926,chromosome: 4,492277,493401,-,1125
MYCTH_69953,chromosome: 4,494284,495373,+,1090
MYCTH_2305929,chromosome: 4,497411,502282,+,4872
MYCTH_2305931,chromosome: 4,502360,503480,-,1121
MYCTH_2139409,chromosome: 4,503596,505691,+,2096
MYCTH_2080800,chromosome: 4,505658,511753,-,6096
MYCTH_2305937,chromosome: 4,512984,517810,+,4827
MYCTH_t102,chromosome: 4,517841,517925,+,85
MYCTH_112025,chromosome: 4,518643,519714,+,1072
MYCTH_2305943,chromosome: 4,520694,521554,+,861
MYCTH_2064750,chromosome: 4,552950,553246,+,297
MYCTH_2305949,chromosome: 4,591524,592186,+,663
MYCTH_2305950,chromosome: 4,592187,593554,+,1368
MYCTH_52807,chromosome: 4,593630,593914,-,285
MYCTH_2305952,chromosome: 4,594853,596295,+,1443
MYCTH_2127585,chromosome: 4,602681,608198,+,5518
MYCTH_2305956,chromosome: 4,625718,629111,+,3394
MYCTH_2110837,chromosome: 4,629424,630543,-,1120
MYCTH_2305962,chromosome: 4,631423,633194,+,1772
MYCTH_2065690,chromosome: 4,634102,635401,+,1300
MYCTH_2110839,chromosome: 4,636380,637483,+,1104
MYCTH_2305964,chromosome: 4,638941,639365,-,425
MYCTH_2064803,chromosome: 4,641177,642448,+,1272
MYCTH_2305966,chromosome: 4,648916,650222,+,1307
MYCTH_2305972,chromosome: 4,651391,656293,+,4903
MYCTH_102943,chromosome: 4,657129,658658,+,1530
MYCTH_t103,chromosome: 4,659005,659091,+,87
MYCTH_2305976,chromosome: 4,659033,661643,-,2611
MYCTH_2080826,chromosome: 4,662121,663467,+,1347
MYCTH_t104,chromosome: 4,664229,664325,+,97
MYCTH_t130,chromosome: 4,664672,664757,-,86
MYCTH_2305977,chromosome: 4,664923,666903,+,1981
MYCTH_2063115,chromosome: 4,691562,691858,+,297
MYCTH_2305978,chromosome: 4,713904,715684,+,1781
MYCTH_95335,chromosome: 4,722248,723447,+,1200
MYCTH_2305979,chromosome: 4,725172,727089,+,1918
MYCTH_t129,chromosome: 4,727113,727202,-,90
MYCTH_2305981,chromosome: 4,727927,728979,-,1053
MYCTH_2063204,chromosome: 4,737054,738932,-,1879
MYCTH_2037656,chromosome: 4,740654,742716,-,2063
MYCTH_2305985,chromosome: 4,743273,744854,+,1582
MYCTH_2063555,chromosome: 4,745615,750181,+,4567
MYCTH_2305988,chromosome: 4,750857,753071,+,2215
MYCTH_2305992,chromosome: 4,754186,756557,+,2372
MYCTH_2305993,chromosome: 4,757159,759188,+,2030
MYCTH_53804,chromosome: 4,759970,762735,-,2766
MYCTH_t105,chromosome: 4,764310,764389,+,80
MYCTH_2315449,chromosome: 4,764824,768535,+,3712
MYCTH_t106,chromosome: 4,766885,766964,+,80
MYCTH_2306000,chromosome: 4,770706,773000,+,2295
MYCTH_51515,chromosome: 4,773572,774114,+,543
MYCTH_2306004,chromosome: 4,774541,777963,-,3423
MYCTH_2306006,chromosome: 4,779925,780291,-,367
MYCTH_2306007,chromosome: 4,782189,783799,+,1611
MYCTH_2064349,chromosome: 4,783857,784833,-,977
MYCTH_2315454,chromosome: 4,785149,786015,+,867
MYCTH_112014,chromosome: 4,786723,788203,+,1481
MYCTH_2064870,chromosome: 4,788331,790190,-,1860
MYCTH_2306018,chromosome: 4,790773,791434,-,662
MYCTH_2306019,chromosome: 4,791859,792626,-,768
MYCTH_2306020,chromosome: 4,794801,797850,+,3050
MYCTH_2306025,chromosome: 4,799819,801343,+,1525
MYCTH_2306027,chromosome: 4,801976,803203,+,1228
MYCTH_16301,chromosome: 4,804559,805152,-,594
MYCTH_2306028,chromosome: 4,806729,808902,+,2174
MYCTH_2306029,chromosome: 4,809463,811994,+,2532
MYCTH_2306031,chromosome: 4,813288,814345,+,1058
MYCTH_2306032,chromosome: 4,814312,815266,+,955
MYCTH_2306033,chromosome: 4,816882,818491,-,1610
MYCTH_2306035,chromosome: 4,819377,824754,-,5378
MYCTH_2306036,chromosome: 4,826060,829494,+,3435
MYCTH_2306038,chromosome: 4,829869,833952,-,4084
MYCTH_2306041,chromosome: 4,836782,838952,-,2171
MYCTH_2306042,chromosome: 4,839603,840488,+,886
MYCTH_2306043,chromosome: 4,840489,842083,+,1595
MYCTH_2306044,chromosome: 4,844097,845747,-,1651
MYCTH_2306045,chromosome: 4,846262,847820,-,1559
MYCTH_2306048,chromosome: 4,849318,849931,+,614
