Gene	Symbol	Cazy	PFAM	Description	NCBI Gene ID	Protein_id	KEGG	Knum	Uniport ID	EC_number	FungiDB	JGI	Chr	Start	End	Strand	Length	GO ID	ONTOLOGY	Type	Pathway Name	Pathway ID
MYCTH_2303843	ATX2		Zip	ZIP Zinc transporter	11507426.0	XP_003662800	MYCTH_2303843	K14715	G2QDU6		MYCTH_2303843	2303843	NC_016474.1	1427543.0	1429127.0	-	1585.0	GO:0055085,GO:0016020,GO:0046873,GO:0030001	transmembrane transport,membrane,metal ion transmembrane transporter activity,metal ion transport	BP,CC,MF,BP		
MYCTH_2303849			CTK3,CTK3_C	CTD kinase subunit gamma CTK3 C-terminus	11507429.0	XP_003662803	MYCTH_2303849	K15565	G2QDU9		MYCTH_2303849	2303849	NC_016474.1	1433320.0	1434668.0	+	1349.0	GO:0032786,GO:0070692	positive regulation of DNA-templated transcription, elongation,CTDK-1 complex	BP,CC		
MYCTH_2303853	MDN1		AAA_5,VWA	Nuclear chaperone required for maturation and nuclear export of pre-60S ribosome subunits(MDN1)	11507431.0	XP_003662805	MYCTH_2303853	K14572	G2QDV1		MYCTH_2303853	2303853	NC_016474.1	1435895.0	1451135.0	+	15241.0	GO:0005634,GO:0000027,GO:0016887,GO:0005524,GO:0016887	nucleus,ribosomal large subunit assembly,ATPase activity,ATP binding,ATPase activity	CC,BP,MF,MF,MF	Ribosome biogenesis in eukaryotes	mtm03008
MYCTH_2303859	RPA49		RNA_pol_I_A49	A49-like RNA polymerase I associated factor(RPA49)	11507433.0	XP_003662807	MYCTH_2303859	K03005	G2QDV3		MYCTH_2303859	2303859	NC_016474.1	1458990.0	1460546.0	-	1557.0	GO:0042025,GO:0006351,GO:0003677	host cell nucleus,transcription, DNA-templated,DNA binding	CC,BP,MF	RNA polymerase	mtm03020
MYCTH_2303861	CMK2		FHA,Pkinase	Lipopolysaccharide kinase (Kdo/WaaP) family	11507435.0	XP_003662809	MYCTH_2303861	K06641,K08286,K08794,K12776	G2QDV5	2.7.11.1,2.7.11.17	MYCTH_2303861	2303861	NC_016474.1	1462907.0	1463566.0	+	660.0	GO:0006468,GO:0004672,GO:0006468,GO:0005524,GO:0004672,GO:0005524	protein phosphorylation,protein kinase activity,protein phosphorylation,ATP binding,protein kinase activity,ATP binding	BP,MF,BP,MF,MF,MF		
MYCTH_2303862			FHA,Pkinase	Lipopolysaccharide kinase (Kdo/WaaP) family	11507436.0	XP_003662810	MYCTH_2303862	K06641,K08286,K08794,K12776	G2QDV6	2.7.11.1,2.7.11.17	MYCTH_2303862	2303862	NC_016474.1	1463574.0	1464298.0	+	725.0					
MYCTH_2303864			adh_short	Short chain dehydrogenase	11507437.0	XP_003662811	MYCTH_2303864		G2QDV7		MYCTH_2303864	2303864	NC_016474.1	1464299.0	1465355.0	-	1057.0					
MYCTH_2303867	SWC5		BCNT	Component of the SWR1 complex which mediates the ATP- dependent exchange of histone H2A for the H2A variant HZT1 leading to transcriptional regulation of selected genes by chromatin remodeling. Involved in chromosome stability(SWC5)	11507438.0	XP_003662812	MYCTH_2303867		G2QDV8		MYCTH_2303867	2303867	NC_016474.1	1466097.0	1467789.0	-	1693.0					
MYCTH_2303871			WD40	WD domain, G-beta repeat	11507440.0	XP_003662814	MYCTH_2303871	K03062	G2QDW0		MYCTH_2303871	2303871	NC_016474.1	1470218.0	1472363.0	+	2146.0	GO:0005515	protein binding	MF		
MYCTH_2303876	ZRT3		Zip	ZIP Zinc transporter(ZRT3)	11509853.0	XP_003662816	MYCTH_2303876	K07238	G2QDW2		MYCTH_2303876	2303876	NC_016474.1	1479526.0	1481665.0	-	2140.0	GO:0055085,GO:0016020,GO:0046873,GO:0030001	transmembrane transport,membrane,metal ion transmembrane transporter activity,metal ion transport	BP,CC,MF,BP		
MYCTH_2303878	ARE2		MBOAT	MBOAT, membrane-bound O-acyltransferase family	11507445.0	XP_003662819	MYCTH_2303878	K11155	G2QDW5	2.3.1.20,2.3.1.75,2.3.1.76	MYCTH_2303878	2303878	NC_016474.1	1488970.0	1491436.0	+	2467.0	GO:0004144,GO:0019432,GO:0008374	diacylglycerol O-acyltransferase activity,triglyceride biosynthetic process,O-acyltransferase activity	MF,BP,MF	Glycerolipid metabolism,Metabolic pathways	mtm00561,mtm01100
MYCTH_2303882	STE14		ICMT	Belongs to the class VI-like SAM-binding methyltransferase superfamily. Isoprenylcysteine carboxyl methyltransferase family(STE14)	11507446.0	XP_003662820	MYCTH_2303882	K00587	G2QDW6	2.1.1.100	MYCTH_2303882	2303882	NC_016474.1	1491392.0	1492952.0	-	1561.0	GO:0005783,GO:0006481,GO:0004671,GO:0016021,GO:0006481,GO:0004671	endoplasmic reticulum,C-terminal protein methylation,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity,integral component of membrane,C-terminal protein methylation,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity	CC,BP,MF,CC,BP,MF	Terpenoid backbone biosynthesis,Biosynthesis of secondary metabolites	mtm00900,mtm01110
MYCTH_2303885	YPR153W		Tmemb_170	Putative transmembrane protein 170	11507447.0	XP_003662821	MYCTH_2303885		G2QDW7		MYCTH_2303885	2303885	NC_016474.1	1493378.0	1494258.0	-	881.0					
MYCTH_2303887				peroxisomal membrane protein	11507448.0	XP_003662822	MYCTH_2303887		G2QDW8		MYCTH_2303887	2303887	NC_016474.1	1494415.0	1497401.0	+	2987.0					
MYCTH_2303896			Rdx	Rdx family	11507454.0	XP_003662828	MYCTH_2303896	K07401	G2QDX4		MYCTH_2303896	2303896	NC_016474.1	1513475.0	1514718.0	+	1244.0					
MYCTH_2303901	NTO1		Bromodomain,EPL1,PHD_2,PWWP,zf-HC5HC2H_2	PHD-like zinc-binding domain	11507456.0	XP_003662830	MYCTH_2303901	K11380	G2QDX6		MYCTH_2303901	2303901	NC_016474.1	1521336.0	1526302.0	-	4967.0					
MYCTH_2303903	CYR1		LRR_8	Leucine rich repeat	11507457.0	XP_003662831	MYCTH_2303903		G2QE03		MYCTH_2303903	2303903	NC_016474.1	1529177.0	1532109.0	-	2933.0	GO:0005515	protein binding	MF		
MYCTH_2303908					11507458.0	XP_003662832	MYCTH_2303908		G2QE04		MYCTH_2303908	2303908	NC_016474.1	1541170.0	1542855.0	-	1686.0					
MYCTH_2303910	PDX1		Biotin_lipoyl,E3_binding	e3 binding domain(PDX1)	11507459.0	XP_003662833	MYCTH_2303910	K00627	G2QE05	2.3.1.12	MYCTH_2303910	2303910	NC_016474.1	1543057.0	1545073.0	+	2017.0	GO:0016746	transferase activity, transferring acyl groups	MF		
MYCTH_2303918	ASG1		Fungal_trans,Zn_clus	Fungal specific transcription factor domain	11507462.0	XP_003662836	MYCTH_2303918		G2QE08		MYCTH_2303918	2303918	NC_016474.1	1552296.0	1555269.0	+	2974.0	GO:0006351,GO:0005634,GO:0003677,GO:0008270	transcription, DNA-templated,nucleus,DNA binding,zinc ion binding	BP,CC,MF,MF		
MYCTH_2303921			Dioxygenase_C,Dioxygenase_N	Catechol dioxygenase N terminus	11507463.0	XP_003662837	MYCTH_2303921	K03381	G2QE09	1.13.11.1	MYCTH_2303921	2303921	NC_016474.1	1555249.0	1556163.0	-	915.0	GO:0018576,GO:0009712,GO:0005506,GO:0055114,GO:0005506,GO:0016702,GO:0055114,GO:0003824,GO:0006725,GO:0008199,GO:0055114	catechol 1,2-dioxygenase activity,catechol-containing compound metabolic process,iron ion binding,oxidation-reduction process,iron ion binding,oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen,oxidation-reduction process,catalytic activity,cellular aromatic compound metabolic process,ferric iron binding,oxidation-reduction process	MF,BP,MF,BP,MF,MF,BP,MF,BP,MF,BP	Metabolic pathways	mtm01100
MYCTH_2303924	OPT1		OPT	OPT oligopeptide transporter protein	11507465.0	XP_003662839	MYCTH_2303924		G2QE11		MYCTH_2303924	2303924	NC_016474.1	1559887.0	1563673.0	-	3787.0	GO:0055085	transmembrane transport	BP		
MYCTH_2303929	CEM1		Ketoacyl-synt_C,ketoacyl-synt	Belongs to the beta-ketoacyl-ACP synthases family(CEM1)	11507466.0	XP_003662840	MYCTH_2303929	K09458	G2QE12	2.3.1.179	MYCTH_2303929	2303929	NC_016474.1	1564058.0	1566118.0	+	2061.0	GO:0006633,GO:0016747,GO:0003824	fatty acid biosynthetic process,transferase activity, transferring acyl groups other than amino-acyl groups,catalytic activity	BP,MF,MF	Fatty acid biosynthesis,Biotin metabolism,Metabolic pathways,Fatty acid metabolism,Biosynthesis of cofactors	mtm00061,mtm00780,mtm01100,mtm01212,mtm01240
MYCTH_2303933	DFR1		DHFR_1	Belongs to the dihydrofolate reductase family	11507468.0	XP_003662842	MYCTH_2303933	K00287	G2QE14	1.5.1.3	MYCTH_2303933	2303933	NC_016474.1	1567542.0	1568800.0	-	1259.0	GO:0004146,GO:0046654,GO:0055114,GO:0050661,GO:0004146,GO:0006545,GO:0046654,GO:0055114,GO:0004146,GO:0055114	dihydrofolate reductase activity,tetrahydrofolate biosynthetic process,oxidation-reduction process,NADP binding,dihydrofolate reductase activity,glycine biosynthetic process,tetrahydrofolate biosynthetic process,oxidation-reduction process,dihydrofolate reductase activity,oxidation-reduction process	MF,BP,BP,MF,MF,BP,BP,BP,MF,BP	One carbon pool by folate,Folate biosynthesis,Metabolic pathways,Biosynthesis of cofactors	mtm00670,mtm00790,mtm01100,mtm01240
MYCTH_2303934			TPR_8	Filamentation protein	11507469.0	XP_003662843	MYCTH_2303934		G2QE15		MYCTH_2303934	2303934	NC_016474.1	1569025.0	1573308.0	-	4284.0	GO:0005515	protein binding	MF		
MYCTH_2303936			RIX1	rRNA processing/ribosome biogenesis	11507470.0	XP_003662844	MYCTH_2303936	K14828	G2QE16		MYCTH_2303936	2303936	NC_016474.1	1573471.0	1576432.0	+	2962.0					
MYCTH_2303937			WW	WW domain protein	11507471.0	XP_003662845	MYCTH_2303937		G2QE17		MYCTH_2303937	2303937	NC_016474.1	1576433.0	1578232.0	-	1800.0					
MYCTH_2303939		GH16_22: Glycoside Hydrolases (GHs) 	Glyco_hydro_16	Glycosyl hydrolases family 16	11507472.0	XP_003662846	MYCTH_2303939		G2QE18		MYCTH_2303939	2303939	NC_016474.1	1579753.0	1581058.0	+	1306.0	GO:0004553,GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process	MF,BP		
MYCTH_2303940			Fungal_lectin		11507473.0	XP_003662847	MYCTH_2303940		G2QE19		MYCTH_2303940	2303940	NC_016474.1	1581451.0	1583612.0	-	2162.0					
MYCTH_2303945	DUS1		Dus	Dihydrouridine synthase (Dus)(DUS1)	11507474.0	XP_003662848	MYCTH_2303945	K05542	G2QE20	1.3.1.88	MYCTH_2303945	2303945	NC_016474.1	1584862.0	1586842.0	-	1981.0	GO:0050660,GO:0008033,GO:0017150,GO:0055114,GO:0050660,GO:0008033,GO:0055114,GO:0017150,GO:0003824	flavin adenine dinucleotide binding,tRNA processing,tRNA dihydrouridine synthase activity,oxidation-reduction process,flavin adenine dinucleotide binding,tRNA processing,oxidation-reduction process,tRNA dihydrouridine synthase activity,catalytic activity	MF,BP,MF,BP,MF,BP,BP,MF,MF		
MYCTH_2303946	BNI4			to Saccharomyces cerevisiae BNI4 (YNL233W)(BNI4)	11507475.0	XP_003662849	MYCTH_2303946	K18638	G2QE21		MYCTH_2303946	2303946	NC_016474.1	1588871.0	1591935.0	-	3065.0					
MYCTH_2303950	CWC22		MA3,MIF4G	Domain in DAP-5, eIF4G, MA-3 and other proteins.(CWC22)	11507476.0	XP_003662850	MYCTH_2303950	K13100	G2QE22		MYCTH_2303950	2303950	NC_016474.1	1598279.0	1601901.0	-	3623.0	GO:0005515,GO:0003723	protein binding,RNA binding	MF,MF		
MYCTH_2303954					11507478.0	XP_003662852	MYCTH_2303954		G2QE24		MYCTH_2303954	2303954	NC_016474.1	1603957.0	1608129.0	-	4173.0	GO:0005515	protein binding	MF		
MYCTH_2303957			Bactofilin		11507481.0	XP_003662855	MYCTH_2303957		G2QE27		MYCTH_2303957	2303957	NC_016474.1	1615625.0	1616422.0	-	798.0					
MYCTH_2303964			DUF3602		11507484.0	XP_003662858	MYCTH_2303964		G2QE30		MYCTH_2303964	2303964	NC_016474.1	1626360.0	1627610.0	+	1251.0					
MYCTH_2303965	PAM18		Pam16	DnaJ molecular chaperone homology domain(PAM18)	11507485.0	XP_003662859	MYCTH_2303965	K09539	G2QE31		MYCTH_2303965	2303965	NC_016474.1	1627856.0	1628986.0	+	1131.0					
MYCTH_2303980			DUF1295	Protein of unknown function (DUF1295)	11507489.0	XP_003662863	MYCTH_2303980		G2QE35		MYCTH_2303980	2303980	NC_016474.1	1639555.0	1641143.0	-	1589.0					
MYCTH_2303986	TOP3		Topoisom_bac,Toprim,zf-CCHC,zf-GRF	Introduces a single-strand break via transesterification at a target site in duplex DNA. Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand(TOP3)	11507490.0	XP_003662864	MYCTH_2303986	K03165	G2QE36	5.99.1.2	MYCTH_2303986	2303986	NC_016474.1	1641694.0	1644340.0	+	2647.0	GO:0003677,GO:0003916,GO:0006265,GO:0003677,GO:0003917,GO:0006265	DNA binding,DNA topoisomerase activity,DNA topological change,DNA binding,DNA topoisomerase type I (single strand cut, ATP-independent) activity,DNA topological change	MF,MF,BP,MF,MF,BP	Homologous recombination	mtm03440
MYCTH_2303987	STB3		Stb3	Putative Sin3 binding protein(STB3)	11507491.0	XP_003662865	MYCTH_2303987		G2QE37		MYCTH_2303987	2303987	NC_016474.1	1646239.0	1648787.0	+	2549.0					
MYCTH_2303995					11507496.0	XP_003662870	MYCTH_2303995		G2QE42		MYCTH_2303995	2303995	NC_016474.1	1662633.0	1665579.0	+	2947.0					
MYCTH_2303996					11507497.0	XP_003662871	MYCTH_2303996		G2QE43		MYCTH_2303996	2303996	NC_016474.1	1665978.0	1668427.0	+	2450.0					
MYCTH_2304000	SEA4		zinc_ribbon_16	Zinc-ribbon like family	11507499.0	XP_003662873	MYCTH_2304000	K20407	G2QE45		MYCTH_2304000	2304000	NC_016474.1	1673760.0	1676691.0	-	2932.0					
MYCTH_2304003	EFG1		Efg1	rRNA-processing protein Efg1(efg1)	11507500.0	XP_003662874	MYCTH_2304003		G2QE46		MYCTH_2304003	2304003	NC_016474.1	1677824.0	1678988.0	+	1165.0	GO:0006364	rRNA processing	BP		
MYCTH_2304004			dsrm		11507501.0	XP_003662875	MYCTH_2304004		G2QE47		MYCTH_2304004	2304004	NC_016474.1	1679432.0	1680777.0	+	1346.0					
MYCTH_2304008	TPT1		PTS_2-RNA	RNA 2'-phosphotransferase, Tpt1 / KptA family(TPT1)	11507502.0	XP_003662876	MYCTH_2304008	K10669	G2QE48	2.7.1.160	MYCTH_2304008	2304008	NC_016474.1	1680783.0	1682832.0	-	2050.0	GO:0003950	NAD+ ADP-ribosyltransferase activity	MF		
MYCTH_2304011				cell wall anchor	11507503.0	XP_003662877	MYCTH_2304011		G2QE49		MYCTH_2304011	2304011	NC_016474.1	1683683.0	1687352.0	-	3670.0					
MYCTH_2304014	MSG5		DSPc	Dual specificity phosphatase, catalytic domain(CPP1)	11507504.0	XP_003662878	MYCTH_2304014	K11240,K19812	G2QE50	3.1.3.48	MYCTH_2304014	2304014	NC_016474.1	1692051.0	1695121.0	+	3071.0	GO:0008138,GO:0006470,GO:0016311,GO:0016791,GO:0016311,GO:0008138,GO:0016311,GO:0004725	protein tyrosine/serine/threonine phosphatase activity,protein dephosphorylation,dephosphorylation,phosphatase activity,dephosphorylation,protein tyrosine/serine/threonine phosphatase activity,dephosphorylation,protein tyrosine phosphatase activity	MF,BP,BP,MF,BP,MF,BP,MF	MAPK signaling pathway - yeast	mtm04011
MYCTH_2304021	PBP2		KH_1	Pfam:KH_3(HEK2)	11507506.0	XP_003662880	MYCTH_2304021	K18738	G2QE52		MYCTH_2304021	2304021	NC_016474.1	1698763.0	1700513.0	-	1751.0	GO:0003723,GO:0003676	RNA binding,nucleic acid binding	MF,MF		
MYCTH_2304022	GRR1		F-box-like,LRR_6	Leucine Rich repeat	11507507.0	XP_003662881	MYCTH_2304022	K10268	G2QE53		MYCTH_2304022	2304022	NC_016474.1	1704973.0	1707347.0	-	2375.0	GO:0005515	protein binding	MF		
MYCTH_2304023					11507508.0	XP_003662882	MYCTH_2304023		G2QE54		MYCTH_2304023	2304023	NC_016474.1	1710585.0	1711310.0	-	726.0					
MYCTH_2304027	PSK1		Pkinase	PAS domain(FUN31)	11507509.0	XP_003662883	MYCTH_2304027	K08286	G2QE55		MYCTH_2304027	2304027	NC_016474.1	1712835.0	1717235.0	+	4401.0	GO:0006468,GO:0005524,GO:0004672,GO:0006468,GO:0004672	protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation,protein kinase activity	BP,MF,MF,BP,MF		
MYCTH_2304032	RIM1		GIDA,GIDA_assoc,SSB,Sec1	GidA associated domain 3	11507511.0	XP_003662885	MYCTH_2304032	K03495,K12479	G2QE57		MYCTH_2304032	2304032	NC_016474.1	1722308.0	1723486.0	+	1179.0	GO:0003697,GO:0006260,GO:0003697	single-stranded DNA binding,DNA replication,single-stranded DNA binding	MF,BP,MF		
MYCTH_2304034	MTO1		GIDA,GIDA_assoc	GidA associated domain 3(MTO1)	11507512.0	XP_003662886	MYCTH_2304034	K03495,K12479	G2QE58		MYCTH_2304034	2304034	NC_016474.1	1723737.0	1726328.0	+	2592.0	GO:0002098,GO:0050660,GO:0008033	tRNA wobble uridine modification,flavin adenine dinucleotide binding,tRNA processing	BP,MF,BP		
MYCTH_2304036	CRD1		CDP-OH_P_transf	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	11507513.0	XP_003662887	MYCTH_2304036	K08744	G2QE59	2.7.8.41	MYCTH_2304036	2304036	NC_016474.1	1726474.0	1727711.0	-	1238.0	GO:0008654,GO:0016780,GO:0016020	phospholipid biosynthetic process,phosphotransferase activity, for other substituted phosphate groups,membrane	BP,MF,CC	Glycerophospholipid metabolism,Metabolic pathways	mtm00564,mtm01100
MYCTH_2304038			Gti1_Pac2	Gti1/Pac2 family	11507514.0	XP_003662888	MYCTH_2304038		G2QE60		MYCTH_2304038	2304038	NC_016474.1	1730493.0	1731193.0	-	701.0					
MYCTH_2304039			Tyr-DNA_phospho,UIM	Tyrosyl-DNA phosphodiesterase	11507515.0	XP_003662889	MYCTH_2304039	K10862	G2QE61		MYCTH_2304039	2304039	NC_016474.1	1732259.0	1735842.0	-	3584.0	GO:0005634,GO:0006281,GO:0008081	nucleus,DNA repair,phosphoric diester hydrolase activity	CC,BP,MF		
MYCTH_2304041			PNRC	Proline-rich nuclear receptor coactivator motif	11507516.0	XP_003662890	MYCTH_2304041		G2QE62		MYCTH_2304041	2304041	NC_016474.1	1737345.0	1739111.0	-	1767.0					
MYCTH_2304045	HRT1		zf-rbx1	Anaphase-promoting complex subunit 11 RING-H2 finger(HRT1)	11507517.0	XP_003662891	MYCTH_2304045	K03868	G2QE63	2.3.2.32	MYCTH_2304045	2304045	NC_016474.1	1739589.0	1740687.0	+	1099.0	GO:0008270	zinc ion binding	MF	Nucleotide excision repair,Cell cycle - yeast,Ubiquitin mediated proteolysis,Protein processing in endoplasmic reticulum	mtm03420,mtm04111,mtm04120,mtm04141
MYCTH_2304051	ALR2		CorA	CorA-like Mg2+ transporter protein	11507519.0	XP_003662893	MYCTH_2304051	K16073	G2QE65		MYCTH_2304051	2304051	NC_016474.1	1742343.0	1744760.0	+	2418.0					
MYCTH_2304053	TIM8		zf-Tim10_DDP	Belongs to the small Tim family(TIM8)	11507520.0	XP_003662894	MYCTH_2304053	K17780	G2QE66		MYCTH_2304053	2304053	NC_016474.1	1744761.0	1745731.0	+	971.0	GO:0072321,GO:0005758	chaperone-mediated protein transport,mitochondrial intermembrane space	BP,CC		
MYCTH_2304055	RPL25		Ribosomal_L23,Ribosomal_L23eN	60S ribosomal protein(RPL25)	11507521.0	XP_003662895	MYCTH_2304055	K02893	G2QE67		MYCTH_2304055	2304055	NC_016474.1	1745724.0	1747056.0	-	1333.0	GO:0006412,GO:0005840,GO:0003735	translation,ribosome,structural constituent of ribosome	BP,CC,MF	Ribosome	mtm03010
MYCTH_2304056	YBR141C		Bmt2	S-adenosyl-L-methionine-dependent methyltransferase that specifically methylates the N(1) position of an adenine present in helix 65 in 25S rRNA(BMT2)	11507522.0	XP_003662896	MYCTH_2304056	K18849	G2QE68	2.1.1.286	MYCTH_2304056	2304056	NC_016474.1	1747209.0	1748319.0	+	1111.0					
MYCTH_2304063	KSP1		Pkinase	Protein tyrosine kinase(TPK2)	11507524.0	XP_003662898	MYCTH_2304063	K08286	G2QE70		MYCTH_2304063	2304063	NC_016474.1	1756478.0	1759113.0	+	2636.0	GO:0006468,GO:0004672,GO:0006468,GO:0005524,GO:0004672	protein phosphorylation,protein kinase activity,protein phosphorylation,ATP binding,protein kinase activity	BP,MF,BP,MF,MF		
MYCTH_2304071	MRH4		DEAD,Helicase_C	helicase superfamily c-terminal domain(MRH4)	11507526.0	XP_003662900	MYCTH_2304071	K17678	G2QE72	3.6.4.13	MYCTH_2304071	2304071	NC_016474.1	1765098.0	1767231.0	+	2134.0	GO:0005524,GO:0003676	ATP binding,nucleic acid binding	MF,MF		
MYCTH_2304073			CorA		11507527.0	XP_003662901	MYCTH_2304073		G2QE73		MYCTH_2304073	2304073	NC_016474.1	1767473.0	1769965.0	-	2493.0					
MYCTH_2304075	TPK2		Pkinase	Extension to Ser/Thr-type protein kinases(TPK2)	11507528.0	XP_003662902	MYCTH_2304075	K04345	G2QE74	2.7.11.11	MYCTH_2304075	2304075	NC_016474.1	1771585.0	1774064.0	-	2480.0	GO:0006468,GO:0005524,GO:0004674,GO:0006468,GO:0005524,GO:0004672,GO:0006468,GO:0004672,GO:0005524	protein phosphorylation,ATP binding,protein serine/threonine kinase activity,protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation,protein kinase activity,ATP binding	BP,MF,MF,BP,MF,MF,BP,MF,MF	Meiosis - yeast,Autophagy - yeast	mtm04113,mtm04138
MYCTH_2304079	UIP5		Lectin_leg-like	Legume-like lectin family	11507529.0	XP_003662903	MYCTH_2304079	K10082	G2QE75		MYCTH_2304079	2304079	NC_016474.1	1775502.0	1777138.0	-	1637.0	GO:0016020	membrane	CC	Protein processing in endoplasmic reticulum	mtm04141
MYCTH_2304085	ARP8		Actin	Probably involved in transcription regulation via its interaction with the INO80 complex, a chromatin remodeling complex(ARP8)	11509866.0	XP_003662908	MYCTH_2304085	K11673	G2QE80		MYCTH_2304085	2304085	NC_016474.1	1786621.0	1789327.0	-	2707.0	GO:0006338,GO:0031011	chromatin remodeling,Ino80 complex	BP,CC		
MYCTH_2304087				response to estrogen	11507535.0	XP_003662909	MYCTH_2304087		G2QE81		MYCTH_2304087	2304087	NC_016474.1	1789961.0	1791086.0	+	1126.0					
MYCTH_2304098			PHD	PHD zinc finger	11507537.0	XP_003662911	MYCTH_2304098		G2QE83		MYCTH_2304098	2304098	NC_016474.1	1803680.0	1806901.0	+	3222.0					
MYCTH_2304102	LEU2		Iso_dh	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate(LEU2)	11507538.0	XP_003662912	MYCTH_2304102	K00052	G2QE84	1.1.1.85	MYCTH_2304102	2304102	NC_016474.1	1806903.0	1809144.0	+	2242.0	GO:0009098,GO:0003862,GO:0055114,GO:0000287,GO:0016616,GO:0055114,GO:0051287,GO:0016616,GO:0055114	leucine biosynthetic process,3-isopropylmalate dehydrogenase activity,oxidation-reduction process,magnesium ion binding,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,oxidation-reduction process,NAD binding,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,oxidation-reduction process	BP,MF,BP,MF,MF,BP,MF,MF,BP	Valine, leucine and isoleucine biosynthesis,C5-Branched dibasic acid metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids	mtm00290,mtm00660,mtm01100,mtm01110,mtm01210,mtm01230
MYCTH_2304104			APH	Phosphotransferase enzyme family	11507539.0	XP_003662913	MYCTH_2304104		G2QE85		MYCTH_2304104	2304104	NC_016474.1	1809534.0	1811553.0	-	2020.0					
MYCTH_2304106			AMPK1_CBM	Glycogen recognition site of AMP-activated protein kinase	11507540.0	XP_003662914	MYCTH_2304106		G2QE86		MYCTH_2304106	2304106	NC_016474.1	1811555.0	1814448.0	-	2894.0					
MYCTH_2304108			Iwr1	Pfam:DUF1762	11507541.0	XP_003662915	MYCTH_2304108		G2QE87		MYCTH_2304108	2304108	NC_016474.1	1815349.0	1817123.0	+	1775.0	GO:0006606	protein import into nucleus	BP		
MYCTH_2304109					11507543.0	XP_003662917	MYCTH_2304109		G2QE89		MYCTH_2304109	2304109	NC_016474.1	1819248.0	1821453.0	-	2206.0					
MYCTH_2304111	TFC7		His_Phos_1,TFIIIC_sub6	Phosphoglycerate mutase family(TFC7)	11507544.0	XP_003662918	MYCTH_2304111	K15206	G2QE90		MYCTH_2304111	2304111	NC_016474.1	1823097.0	1825378.0	-	2282.0					
MYCTH_2304112				Serine threonine-protein kinase ppk6	11507545.0	XP_003662919	MYCTH_2304112		G2QE91		MYCTH_2304112	2304112	NC_016474.1	1826107.0	1828632.0	-	2526.0					
MYCTH_2304113	GYP1		RabGAP-TBC	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.	11507546.0	XP_003662920	MYCTH_2304113	K18469	G2QE92		MYCTH_2304113	2304113	NC_016474.1	1829286.0	1832072.0	+	2787.0					
MYCTH_2304115					11507547.0	XP_003662921	MYCTH_2304115		G2QE93		MYCTH_2304115	2304115	NC_016474.1	1844277.0	1847265.0	+	2989.0					
MYCTH_2304118	DER1		DER1	May be involved in the degradation of misfolded endoplasmic reticulum (ER) luminal proteins	11507549.0	XP_003662923	MYCTH_2304118	K13989	G2QE95		MYCTH_2304118	2304118	NC_016474.1	1850660.0	1852250.0	+	1591.0				Protein processing in endoplasmic reticulum	mtm04141
MYCTH_2304122	ADI1		ARD	Catalyzes the formation of formate and 2-keto-4- methylthiobutyrate (KMTB) from 1,2-dihydroxy-3-keto-5- methylthiopentene (DHK-MTPene)(ADI1)	11507550.0	XP_003662924	MYCTH_2304122	K08967	G2QE96	1.13.11.53,1.13.11.54	MYCTH_2304122	2304122	NC_016474.1	1852251.0	1853655.0	-	1405.0	GO:0010309,GO:0055114,GO:0019509,GO:0016491	acireductone dioxygenase [iron(II)-requiring] activity,oxidation-reduction process,L-methionine salvage from methylthioadenosine,oxidoreductase activity	MF,BP,BP,MF	Cysteine and methionine metabolism,Metabolic pathways	mtm00270,mtm01100
MYCTH_2304124	YMR226C		adh_short	NAD dependent epimerase/dehydratase family(ADI1)	11507551.0	XP_003662925	MYCTH_2304124		G2QE97		MYCTH_2304124	2304124	NC_016474.1	1854199.0	1856083.0	+	1885.0					
MYCTH_2304127	VRG4		EamA,UAA	GDP-mannose transmembrane transport(VRG4)	11507552.0	XP_003662926	MYCTH_2304127	K15356	G2QE98		MYCTH_2304127	2304127	NC_016474.1	1856709.0	1858450.0	+	1742.0					
MYCTH_2304130				serine-rich protein	11507554.0	XP_003662928	MYCTH_2304130		G2QEA0		MYCTH_2304130	2304130	NC_016474.1	1863356.0	1866638.0	+	3283.0					
