id,GO,ONTOLOGY,GO_type
XP_003662940.1,GO:0003824,catalytic activity,MF
XP_003662944.1,"GO:0005634,GO:0003676,GO:0005515","nucleus,nucleic acid binding,protein binding","CC,MF,MF"
XP_003662948.1,GO:0003677,DNA binding,MF
XP_003662951.1,GO:0005525,GTP binding,MF
XP_003662954.1,"GO:0006488,GO:0003865,GO:0006629,GO:0016627","dolichol-linked oligosaccharide biosynthetic process,3-oxo-5-alpha-steroid 4-dehydrogenase activity,lipid metabolic process,oxidoreductase activity, acting on the CH-CH group of donors","BP,MF,BP,MF"
XP_003662955.1,"GO:0015986,GO:0045261,GO:0046933,GO:0015986","ATP synthesis coupled proton transport,proton-transporting ATP synthase complex, catalytic core F(1),proton-transporting ATP synthase activity, rotational mechanism,ATP synthesis coupled proton transport","BP,CC,MF,BP"
XP_003662957.1,"GO:0005525,GO:0006886,GO:0005525","GTP binding,intracellular protein transport,GTP binding","MF,BP,MF"
XP_003662958.1,"GO:0006629,GO:0006629,GO:0004806","lipid metabolic process,lipid metabolic process,triglyceride lipase activity","BP,BP,MF"
XP_003662961.1,"GO:0003824,GO:0005975,GO:0016810,GO:0005975,GO:0008061","catalytic activity,carbohydrate metabolic process,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds,carbohydrate metabolic process,chitin binding","MF,BP,MF,BP,MF"
XP_003662963.1,GO:0005515,protein binding,MF
XP_003662964.1,"GO:0016491,GO:0055114,GO:0016620,GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,oxidoreductase activity,oxidation-reduction process","MF,BP,MF,MF,BP"
XP_003662968.1,"GO:0003700,GO:0006355","DNA-binding transcription factor activity,regulation of transcription, DNA-templated","MF,BP"
XP_003662969.1,GO:0007249,I-kappaB kinase/NF-kappaB signaling,BP
XP_003662974.1,"GO:0006511,GO:0036459,GO:0036459,GO:0016579","ubiquitin-dependent protein catabolic process,thiol-dependent ubiquitinyl hydrolase activity,thiol-dependent ubiquitinyl hydrolase activity,protein deubiquitination","BP,MF,MF,BP"
XP_003662975.1,"GO:0006364,GO:0008033","rRNA processing,tRNA processing","BP,BP"
XP_003662976.1,"GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process","MF,BP"
XP_003662979.1,"GO:0000105,GO:0003824,GO:0003949,GO:0000105","histidine biosynthetic process,catalytic activity,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity,histidine biosynthetic process","BP,MF,MF,BP"
XP_003662981.1,"GO:0005634,GO:0003700,GO:0006355","nucleus,DNA-binding transcription factor activity,regulation of transcription, DNA-templated","CC,MF,BP"
XP_003662986.1,GO:0000398,"mRNA splicing, via spliceosome",BP
XP_003662988.1,GO:0003824,catalytic activity,MF
XP_003662990.1,"GO:0016021,GO:0015914,GO:0000287,GO:0005524,GO:0140326,GO:0016021,GO:0000166","integral component of membrane,phospholipid transport,magnesium ion binding,ATP binding,ATPase-coupled intramembrane lipid transporter activity,integral component of membrane,nucleotide binding","CC,BP,MF,MF,MF,CC,MF"
XP_003662993.1,GO:0005515,protein binding,MF
XP_003662994.1,"GO:0055085,GO:0022857","transmembrane transport,transmembrane transporter activity","BP,MF"
XP_003662996.1,"GO:0042283,GO:0005783,GO:0006490,GO:0005789,GO:0016758","dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity,endoplasmic reticulum,oligosaccharide-lipid intermediate biosynthetic process,endoplasmic reticulum membrane,transferase activity, transferring hexosyl groups","MF,CC,BP,CC,MF"
XP_003662997.1,GO:0016020,membrane,CC
XP_003662998.1,"GO:0070006,GO:0030145","metalloaminopeptidase activity,manganese ion binding","MF,MF"
XP_003662999.1,"GO:0006351,GO:0005634,GO:0003677,GO:0008270","transcription, DNA-templated,nucleus,DNA binding,zinc ion binding","BP,CC,MF,MF"
XP_003663001.1,"GO:0000338,GO:0008180","protein deneddylation,COP9 signalosome","BP,CC"
XP_003663002.1,"GO:0005681,GO:0008380,GO:0008380","spliceosomal complex,RNA splicing,RNA splicing","CC,BP,BP"
XP_003663005.1,GO:0005515,protein binding,MF
XP_003663010.1,GO:0005525,GTP binding,MF
XP_003663011.1,GO:0003839,gamma-glutamylcyclotransferase activity,MF
XP_003663019.1,"GO:0004140,GO:0005524,GO:0015937","dephospho-CoA kinase activity,ATP binding,coenzyme A biosynthetic process","MF,MF,BP"
XP_003663021.1,"GO:0006413,GO:0003743,GO:0005515","translational initiation,translation initiation factor activity,protein binding","BP,MF,MF"
XP_003663022.1,"GO:0016705,GO:0020037,GO:0005506,GO:0055114,GO:0016705,GO:0005506,GO:0020037,GO:0055114","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,heme binding,iron ion binding,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,iron ion binding,heme binding,oxidation-reduction process","MF,MF,MF,BP,MF,MF,MF,BP"
XP_003663027.1,GO:0003824,catalytic activity,MF
XP_003663028.1,"GO:0006355,GO:0035267,GO:0000812","regulation of transcription, DNA-templated,NuA4 histone acetyltransferase complex,Swr1 complex","BP,CC,CC"
XP_003663029.1,"GO:0008289,GO:0007005,GO:0032865","lipid binding,mitochondrion organization,ERMES complex","MF,BP,CC"
XP_003663030.1,"GO:0005524,GO:0035299","ATP binding,inositol pentakisphosphate 2-kinase activity","MF,MF"
XP_003663031.1,"GO:0016021,GO:1901642,GO:0005337","integral component of membrane,nucleoside transmembrane transport,nucleoside transmembrane transporter activity","CC,BP,MF"
XP_003663032.1,"GO:0020037,GO:0004096,GO:0055114,GO:0006979,GO:0020037,GO:0004096,GO:0055114,GO:0004096,GO:0020037,GO:0020037,GO:0055114,GO:0020037,GO:0055114,GO:0004096","heme binding,catalase activity,oxidation-reduction process,response to oxidative stress,heme binding,catalase activity,oxidation-reduction process,catalase activity,heme binding,heme binding,oxidation-reduction process,heme binding,oxidation-reduction process,catalase activity","MF,MF,BP,BP,MF,MF,BP,MF,MF,MF,BP,MF,BP,MF"
XP_003663039.1,"GO:0055085,GO:0022857,GO:0022857","transmembrane transport,transmembrane transporter activity,transmembrane transporter activity","BP,MF,MF"
XP_003663041.1,"GO:0000287,GO:0030976,GO:0030976,GO:0003824,GO:0030976","magnesium ion binding,thiamine pyrophosphate binding,thiamine pyrophosphate binding,catalytic activity,thiamine pyrophosphate binding","MF,MF,MF,MF,MF"
XP_003663042.1,GO:0005525,GTP binding,MF
XP_003663043.1,"GO:0006396,GO:0000178","RNA processing,exosome (RNase complex)","BP,CC"
XP_003663044.1,"GO:0005681,GO:0000398","spliceosomal complex,mRNA splicing, via spliceosome","CC,BP"
XP_003663045.1,"GO:0016125,GO:0016021,GO:0047750","sterol metabolic process,integral component of membrane,cholestenol delta-isomerase activity","BP,CC,MF"
XP_003663046.1,GO:0008168,methyltransferase activity,MF
XP_003663048.1,"GO:0005515,GO:0006383","protein binding,transcription by RNA polymerase III","MF,BP"
XP_003663049.1,"GO:0043488,GO:0003729,GO:0005515","regulation of mRNA stability,mRNA binding,protein binding","BP,MF,MF"
XP_003663050.1,"GO:0006412,GO:0005840,GO:0003735","translation,ribosome,structural constituent of ribosome","BP,CC,MF"
XP_003663051.1,"GO:0055085,GO:0005347","transmembrane transport,ATP transmembrane transporter activity","BP,MF"
XP_003663052.1,"GO:0006508,GO:0004198","proteolysis,calcium-dependent cysteine-type endopeptidase activity","BP,MF"
XP_003663056.1,"GO:0055114,GO:0016491,GO:0008270,GO:0055114","oxidation-reduction process,oxidoreductase activity,zinc ion binding,oxidation-reduction process","BP,MF,MF,BP"
XP_003663057.1,"GO:0000214,GO:0000379,GO:0006388","tRNA-intron endonuclease complex,tRNA-type intron splice site recognition and cleavage,tRNA splicing, via endonucleolytic cleavage and ligation","CC,BP,BP"
XP_003663058.1,GO:0016021,integral component of membrane,CC
XP_003663059.1,"GO:0005524,GO:0016887,GO:0055085,GO:0005524,GO:0042626,GO:0016021,GO:0005524,GO:0016021","ATP binding,ATPase activity,transmembrane transport,ATP binding,ATPase-coupled transmembrane transporter activity,integral component of membrane,ATP binding,integral component of membrane","MF,MF,BP,MF,MF,CC,MF,CC"
XP_003663061.1,"GO:0005524,GO:0016787","ATP binding,hydrolase activity","MF,MF"
XP_003663063.1,"GO:0003700,GO:0006355,GO:0043565,GO:0005515","DNA-binding transcription factor activity,regulation of transcription, DNA-templated,sequence-specific DNA binding,protein binding","MF,BP,MF,MF"
XP_003663064.1,"GO:0048312,GO:0005515","intracellular distribution of mitochondria,protein binding","BP,MF"
XP_003663066.1,"GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process","MF,BP"
XP_003663068.1,"GO:0016021,GO:0090481,GO:0000139,GO:0016021,GO:0015165","integral component of membrane,pyrimidine nucleotide-sugar transmembrane transport,Golgi membrane,integral component of membrane,pyrimidine nucleotide-sugar transmembrane transporter activity","CC,BP,CC,CC,MF"
XP_003663070.1,"GO:0000398,GO:0046540","mRNA splicing, via spliceosome,U4/U6 x U5 tri-snRNP complex","BP,CC"
XP_003663071.1,"GO:0008408,GO:0003676,GO:0006139,GO:0003676","3'-5' exonuclease activity,nucleic acid binding,nucleobase-containing compound metabolic process,nucleic acid binding","MF,MF,BP,MF"
XP_003663074.1,GO:0005515,protein binding,MF
XP_003663077.1,"GO:0015299,GO:0016021,GO:0006812,GO:0055085,GO:0015385,GO:0006885,GO:0006814,GO:0016021,GO:0055085,GO:0015299,GO:0016021,GO:0006812","solute:proton antiporter activity,integral component of membrane,cation transport,transmembrane transport,sodium:proton antiporter activity,regulation of pH,sodium ion transport,integral component of membrane,transmembrane transport,solute:proton antiporter activity,integral component of membrane,cation transport","MF,CC,BP,BP,MF,BP,BP,CC,BP,MF,CC,BP"
XP_003663079.1,"GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process","MF,BP"
XP_003663081.1,"GO:0043631,GO:0003723,GO:0016779,GO:0031123,GO:0003723,GO:0005634,GO:0043631,GO:0004652,GO:0016779,GO:0004652,GO:0043631","RNA polyadenylation,RNA binding,nucleotidyltransferase activity,RNA 3'-end processing,RNA binding,nucleus,RNA polyadenylation,polynucleotide adenylyltransferase activity,nucleotidyltransferase activity,polynucleotide adenylyltransferase activity,RNA polyadenylation","BP,MF,MF,BP,MF,CC,BP,MF,MF,MF,BP"
XP_003663085.1,"GO:0005524,GO:0004812,GO:0043039,GO:0000049","ATP binding,aminoacyl-tRNA ligase activity,tRNA aminoacylation,tRNA binding","MF,MF,BP,MF"
XP_003663086.1,"GO:0005737,GO:0005524,GO:0004826,GO:0000166,GO:0006432,GO:0005524,GO:0004812,GO:0043039,GO:0000049","cytoplasm,ATP binding,phenylalanine-tRNA ligase activity,nucleotide binding,phenylalanyl-tRNA aminoacylation,ATP binding,aminoacyl-tRNA ligase activity,tRNA aminoacylation,tRNA binding","CC,MF,MF,MF,BP,MF,MF,BP,MF"
XP_003663087.1,GO:0005525,GTP binding,MF
XP_003663088.1,"GO:0006412,GO:0005840,GO:0003735","translation,ribosome,structural constituent of ribosome","BP,CC,MF"
XP_003663089.1,GO:0006511,ubiquitin-dependent protein catabolic process,BP
XP_003663090.1,GO:0016757,"transferase activity, transferring glycosyl groups",MF
XP_003663091.1,"GO:0033617,GO:0005739","mitochondrial cytochrome c oxidase assembly,mitochondrion","BP,CC"
XP_003663095.1,"GO:0016311,GO:0004725,GO:0016311,GO:0016791,GO:0016311,GO:0008138","dephosphorylation,protein tyrosine phosphatase activity,dephosphorylation,phosphatase activity,dephosphorylation,protein tyrosine/serine/threonine phosphatase activity","BP,MF,BP,MF,BP,MF"
XP_003663097.1,"GO:0016791,GO:0003824","phosphatase activity,catalytic activity","MF,MF"
XP_003663098.1,"GO:0006571,GO:0008977,GO:0004665,GO:0055114,GO:0055114","tyrosine biosynthetic process,prephenate dehydrogenase (NAD+) activity,prephenate dehydrogenase (NADP+) activity,oxidation-reduction process,oxidation-reduction process","BP,MF,MF,BP,BP"
XP_003663100.1,"GO:0030896,GO:0000077,GO:0030896,GO:0006281,GO:0000077","checkpoint clamp complex,DNA damage checkpoint,checkpoint clamp complex,DNA repair,DNA damage checkpoint","CC,BP,CC,BP,BP"
XP_003663103.1,"GO:0005737,GO:0030429,GO:0009435,GO:0030170,GO:0006569,GO:0003824","cytoplasm,kynureninase activity,NAD biosynthetic process,pyridoxal phosphate binding,tryptophan catabolic process,catalytic activity","CC,MF,BP,MF,BP,MF"
XP_003663104.1,"GO:0006520,GO:0016491,GO:0055114,GO:0019551,GO:0004352,GO:0055114","cellular amino acid metabolic process,oxidoreductase activity,oxidation-reduction process,glutamate catabolic process to 2-oxoglutarate,glutamate dehydrogenase (NAD+) activity,oxidation-reduction process","BP,MF,BP,BP,MF,BP"
XP_003663105.1,GO:0016491,oxidoreductase activity,MF
XP_003663106.1,"GO:0006412,GO:0005840,GO:0003735","translation,ribosome,structural constituent of ribosome","BP,CC,MF"
XP_003663107.1,"GO:0051082,GO:0006457,GO:0031072,GO:0051082","unfolded protein binding,protein folding,heat shock protein binding,unfolded protein binding","MF,BP,MF,MF"
XP_003663108.1,"GO:0043039,GO:0005524,GO:0004812,GO:0000049","tRNA aminoacylation,ATP binding,aminoacyl-tRNA ligase activity,tRNA binding","BP,MF,MF,MF"
XP_003663109.1,"GO:0070122,GO:0008237,GO:0005515,GO:0004222,GO:0008180","isopeptidase activity,metallopeptidase activity,protein binding,metalloendopeptidase activity,COP9 signalosome","MF,MF,MF,MF,CC"
XP_003663113.1,GO:0003676,nucleic acid binding,MF
XP_003663114.1,"GO:0005525,GO:0003924,GO:0005525","GTP binding,GTPase activity,GTP binding","MF,MF,MF"
XP_003663115.1,"GO:0005737,GO:0005852,GO:0003743","cytoplasm,eukaryotic translation initiation factor 3 complex,translation initiation factor activity","CC,CC,MF"
XP_003663121.1,"GO:0006431,GO:0004825,GO:0006431,GO:0005524,GO:0004825,GO:0000166,GO:0005524,GO:0004812,GO:0006418,GO:0000166,GO:0005524,GO:0006418,GO:0004812,GO:0000166","methionyl-tRNA aminoacylation,methionine-tRNA ligase activity,methionyl-tRNA aminoacylation,ATP binding,methionine-tRNA ligase activity,nucleotide binding,ATP binding,aminoacyl-tRNA ligase activity,tRNA aminoacylation for protein translation,nucleotide binding,ATP binding,tRNA aminoacylation for protein translation,aminoacyl-tRNA ligase activity,nucleotide binding","BP,MF,BP,MF,MF,MF,MF,MF,BP,MF,MF,BP,MF,MF"
XP_003663122.1,GO:0016021,integral component of membrane,CC
XP_003663123.1,GO:0009116,nucleoside metabolic process,BP
XP_003663124.1,"GO:0005524,GO:0006281,GO:0003910,GO:0006310,GO:0003910,GO:0006281,GO:0003910,GO:0003677,GO:0006310,GO:0051103,GO:0003909,GO:0005524,GO:0006281,GO:0003910,GO:0071897,GO:0006310,GO:0006281,GO:0006310,GO:0003910,GO:0006281,GO:0005524,GO:0051103,GO:0003910,GO:0003677,GO:0006281,GO:0003910,GO:0006310,GO:0003677","ATP binding,DNA repair,DNA ligase (ATP) activity,DNA recombination,DNA ligase (ATP) activity,DNA repair,DNA ligase (ATP) activity,DNA binding,DNA recombination,DNA ligation involved in DNA repair,DNA ligase activity,ATP binding,DNA repair,DNA ligase (ATP) activity,DNA biosynthetic process,DNA recombination,DNA repair,DNA recombination,DNA ligase (ATP) activity,DNA repair,ATP binding,DNA ligation involved in DNA repair,DNA ligase (ATP) activity,DNA binding,DNA repair,DNA ligase (ATP) activity,DNA recombination,DNA binding","MF,BP,MF,BP,MF,BP,MF,MF,BP,BP,MF,MF,BP,MF,BP,BP,BP,BP,MF,BP,MF,BP,MF,MF,BP,MF,BP,MF"
XP_003663126.1,"GO:0006281,GO:0005634,GO:0034729,GO:0006348,GO:0031493,GO:0018024,GO:0000077,GO:0018024,GO:0031151,GO:0051726,GO:0034729","DNA repair,nucleus,histone H3-K79 methylation,chromatin silencing at telomere,nucleosomal histone binding,histone-lysine N-methyltransferase activity,DNA damage checkpoint,histone-lysine N-methyltransferase activity,histone methyltransferase activity (H3-K79 specific),regulation of cell cycle,histone H3-K79 methylation","BP,CC,BP,BP,MF,MF,BP,MF,MF,BP,BP"
XP_003663128.1,"GO:0005737,GO:0006886,GO:0005515,GO:0006886,GO:0007033","cytoplasm,intracellular protein transport,protein binding,intracellular protein transport,vacuole organization","CC,BP,MF,BP,BP"
XP_003663129.1,GO:0005515,protein binding,MF
XP_003663130.1,"GO:0003824,GO:0046872,GO:0006508,GO:0004222","catalytic activity,metal ion binding,proteolysis,metalloendopeptidase activity","MF,MF,BP,MF"
XP_003663132.1,"GO:0003676,GO:0005515,GO:0006396","nucleic acid binding,protein binding,RNA processing","MF,MF,BP"
XP_003663136.1,"GO:0000226,GO:0008017","microtubule cytoskeleton organization,microtubule binding","BP,MF"
XP_003663137.1,GO:0005515,protein binding,MF
XP_003663138.1,"GO:0016705,GO:0020037,GO:0005506,GO:0055114,GO:0016705,GO:0005506,GO:0020037,GO:0055114,GO:0016705,GO:0055114,GO:0016705,GO:0004497,GO:0005506,GO:0020037,GO:0055114","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,heme binding,iron ion binding,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,iron ion binding,heme binding,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,monooxygenase activity,iron ion binding,heme binding,oxidation-reduction process","MF,MF,MF,BP,MF,MF,MF,BP,MF,BP,MF,MF,MF,MF,BP"
XP_003663142.1,GO:0016020,membrane,CC
XP_003663146.1,"GO:0008270,GO:0003676","zinc ion binding,nucleic acid binding","MF,MF"
XP_003663149.1,"GO:0015385,GO:0016020,GO:0006814,GO:0055085,GO:0015299,GO:0016021,GO:0006812,GO:0015385,GO:0005886,GO:0016021,GO:0030004","sodium:proton antiporter activity,membrane,sodium ion transport,transmembrane transport,solute:proton antiporter activity,integral component of membrane,cation transport,sodium:proton antiporter activity,plasma membrane,integral component of membrane,cellular monovalent inorganic cation homeostasis","MF,CC,BP,BP,MF,CC,BP,MF,CC,CC,BP"
XP_003663151.1,"GO:0006886,GO:0005741","intracellular protein transport,mitochondrial outer membrane","BP,CC"
XP_003663152.1,"GO:0003824,GO:0004722,GO:0006470,GO:0043169","catalytic activity,protein serine/threonine phosphatase activity,protein dephosphorylation,cation binding","MF,MF,BP,MF"
XP_003663153.1,GO:0007034,vacuolar transport,BP
XP_003663154.1,"GO:0005525,GO:0003924","GTP binding,GTPase activity","MF,MF"
XP_003663155.1,GO:0019239,deaminase activity,MF
XP_003663156.1,"GO:0005515,GO:0007165","protein binding,signal transduction","MF,BP"
XP_003663159.1,GO:0046907,intracellular transport,BP
XP_003663160.1,GO:0006355,"regulation of transcription, DNA-templated",BP
XP_003663162.1,"GO:0003824,GO:0006629,GO:0030729","catalytic activity,lipid metabolic process,acetoacetate-CoA ligase activity","MF,BP,MF"
XP_003663163.1,"GO:0009058,GO:0030170,GO:0003824","biosynthetic process,pyridoxal phosphate binding,catalytic activity","BP,MF,MF"
XP_003663165.1,"GO:0007165,GO:0005515","signal transduction,protein binding","BP,MF"
XP_003663167.1,"GO:0042254,GO:0042256","ribosome biogenesis,mature ribosome assembly","BP,BP"
XP_003663168.1,"GO:0004185,GO:0005773,GO:0004185,GO:0006508","serine-type carboxypeptidase activity,vacuole,serine-type carboxypeptidase activity,proteolysis","MF,CC,MF,BP"
XP_003663169.1,"GO:0008081,GO:0007165,GO:0004114","phosphoric diester hydrolase activity,signal transduction,3',5'-cyclic-nucleotide phosphodiesterase activity","MF,BP,MF"
XP_003663171.1,"GO:0004843,GO:0036459,GO:0016579,GO:0006511,GO:0036459","thiol-dependent ubiquitin-specific protease activity,thiol-dependent ubiquitinyl hydrolase activity,protein deubiquitination,ubiquitin-dependent protein catabolic process,thiol-dependent ubiquitinyl hydrolase activity","MF,MF,BP,BP,MF"
XP_003663172.1,"GO:0003824,GO:0046872","catalytic activity,metal ion binding","MF,MF"
XP_003663173.1,"GO:0008270,GO:0003676","zinc ion binding,nucleic acid binding","MF,MF"
XP_003663177.1,GO:0008168,methyltransferase activity,MF
XP_003663179.1,"GO:0016311,GO:0004725","dephosphorylation,protein tyrosine phosphatase activity","BP,MF"
XP_003663180.1,"GO:0003723,GO:0006412,GO:0003735,GO:0006412,GO:0015935,GO:0003735","RNA binding,translation,structural constituent of ribosome,translation,small ribosomal subunit,structural constituent of ribosome","MF,BP,MF,BP,CC,MF"
XP_003663181.1,"GO:0016021,GO:0015693,GO:0015095","integral component of membrane,magnesium ion transport,magnesium ion transmembrane transporter activity","CC,BP,MF"
XP_003663183.1,"GO:0030126,GO:0006890","COPI vesicle coat,retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","CC,BP"
XP_003663184.1,"GO:0005515,GO:0031145,GO:0005680,GO:0030071","protein binding,anaphase-promoting complex-dependent catabolic process,anaphase-promoting complex,regulation of mitotic metaphase/anaphase transition","MF,BP,CC,BP"
XP_003663186.1,"GO:0004019,GO:0006164,GO:0005525,GO:0005525","adenylosuccinate synthase activity,purine nucleotide biosynthetic process,GTP binding,GTP binding","MF,BP,MF,MF"
XP_003663187.1,GO:0016021,integral component of membrane,CC
XP_003663188.1,GO:0046872,metal ion binding,MF
XP_003663189.1,"GO:0016021,GO:0016192","integral component of membrane,vesicle-mediated transport","CC,BP"
XP_003663190.1,"GO:0006777,GO:0003824,GO:0051536,GO:0003824,GO:0046872,GO:0051539,GO:0006777,GO:0019008,GO:0051539,GO:0006777,GO:0046872","Mo-molybdopterin cofactor biosynthetic process,catalytic activity,iron-sulfur cluster binding,catalytic activity,metal ion binding,4 iron, 4 sulfur cluster binding,Mo-molybdopterin cofactor biosynthetic process,molybdopterin synthase complex,4 iron, 4 sulfur cluster binding,Mo-molybdopterin cofactor biosynthetic process,metal ion binding","BP,MF,MF,MF,MF,MF,BP,CC,MF,BP,MF"
XP_003663191.1,GO:0005515,protein binding,MF
XP_003663192.1,GO:0003676,nucleic acid binding,MF
XP_003663194.1,GO:0005524,ATP binding,MF
XP_003663195.1,"GO:0005694,GO:0005524,GO:0051276,GO:0005515","chromosome,ATP binding,chromosome organization,protein binding","CC,MF,BP,MF"
XP_003663196.1,GO:0019901,protein kinase binding,MF
XP_003663200.1,"GO:0005524,GO:0051082,GO:0006457,GO:0005524","ATP binding,unfolded protein binding,protein folding,ATP binding","MF,MF,BP,MF"
XP_003663203.1,"GO:0022857,GO:0055085,GO:0022857","transmembrane transporter activity,transmembrane transport,transmembrane transporter activity","MF,BP,MF"
XP_003663204.1,"GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process","MF,BP"
XP_003663205.1,"GO:0006412,GO:0005840,GO:0003735,GO:0006412","translation,ribosome,structural constituent of ribosome,translation","BP,CC,MF,BP"
XP_003663207.1,"GO:0003735,GO:0016787","structural constituent of ribosome,hydrolase activity","MF,MF"
XP_003663210.1,GO:0000818,nuclear MIS12/MIND complex,CC
XP_003663211.1,GO:0000818,nuclear MIS12/MIND complex,CC
XP_003663213.1,GO:0003676,nucleic acid binding,MF
XP_003663214.1,"GO:0016746,GO:0016746,GO:0006644","transferase activity, transferring acyl groups,transferase activity, transferring acyl groups,phospholipid metabolic process","MF,MF,BP"
XP_003663215.1,GO:0061630,ubiquitin protein ligase activity,MF
XP_003663217.1,GO:0000124,SAGA complex,CC
XP_003663218.1,"GO:0005524,GO:0006468,GO:0005524,GO:0004672,GO:0006468,GO:0004672","ATP binding,protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation,protein kinase activity","MF,BP,MF,MF,BP,MF"
XP_003663219.1,GO:0016603,glutaminyl-peptide cyclotransferase activity,MF
XP_003663222.1,"GO:0005849,GO:0006378,GO:0003729","mRNA cleavage factor complex,mRNA polyadenylation,mRNA binding","CC,BP,MF"
XP_003663224.1,"GO:0055085,GO:0005524,GO:0042626,GO:0016021,GO:0005524,GO:0016021,GO:0005524,GO:0016887","transmembrane transport,ATP binding,ATPase-coupled transmembrane transporter activity,integral component of membrane,ATP binding,integral component of membrane,ATP binding,ATPase activity","BP,MF,MF,CC,MF,CC,MF,MF"
XP_003663228.1,"GO:0006464,GO:0008641,GO:0008641","cellular protein modification process,ubiquitin-like modifier activating enzyme activity,ubiquitin-like modifier activating enzyme activity","BP,MF,MF"
XP_003663230.1,"GO:0043022,GO:0042256","ribosome binding,mature ribosome assembly","MF,BP"
XP_003663232.1,"GO:0005739,GO:0022900","mitochondrion,electron transport chain","CC,BP"
XP_003663233.1,"GO:0004535,GO:0030014,GO:0003676","poly(A)-specific ribonuclease activity,CCR4-NOT complex,nucleic acid binding","MF,CC,MF"
XP_003663234.1,"GO:0045721,GO:0005515","negative regulation of gluconeogenesis,protein binding","BP,MF"
XP_003663235.1,GO:0046983,protein dimerization activity,MF
XP_003663236.1,"GO:0003824,GO:0008483,GO:0030170,GO:0003867,GO:0009448","catalytic activity,transaminase activity,pyridoxal phosphate binding,4-aminobutyrate transaminase activity,gamma-aminobutyric acid metabolic process","MF,MF,MF,MF,BP"
XP_003663237.1,"GO:0005694,GO:0006355,GO:0034968,GO:0018024,GO:0005515,GO:0005634,GO:0018024,GO:0010452,GO:0006354,GO:0046975","chromosome,regulation of transcription, DNA-templated,histone lysine methylation,histone-lysine N-methyltransferase activity,protein binding,nucleus,histone-lysine N-methyltransferase activity,histone H3-K36 methylation,DNA-templated transcription, elongation,histone methyltransferase activity (H3-K36 specific)","CC,BP,BP,MF,MF,CC,MF,BP,BP,MF"
XP_003663240.1,"GO:0005515,GO:0042025,GO:0006289,GO:0003684,GO:0006289,GO:0043161","protein binding,host cell nucleus,nucleotide-excision repair,damaged DNA binding,nucleotide-excision repair,proteasome-mediated ubiquitin-dependent protein catabolic process","MF,CC,BP,MF,BP,BP"
XP_003663242.1,"GO:0010390,GO:0004842","histone monoubiquitination,ubiquitin-protein transferase activity","BP,MF"
XP_003663243.1,"GO:0030176,GO:2001256","integral component of endoplasmic reticulum membrane,regulation of store-operated calcium entry","CC,BP"
XP_003663244.1,"GO:0005524,GO:0016887,GO:0055085,GO:0005524,GO:0042626,GO:0016021,GO:0005524,GO:0016021","ATP binding,ATPase activity,transmembrane transport,ATP binding,ATPase-coupled transmembrane transporter activity,integral component of membrane,ATP binding,integral component of membrane","MF,MF,BP,MF,MF,CC,MF,CC"
XP_003663245.1,"GO:0042254,GO:0000027","ribosome biogenesis,ribosomal large subunit assembly","BP,BP"
XP_003663246.1,"GO:0003676,GO:0030619,GO:0000398,GO:0005685","nucleic acid binding,U1 snRNA binding,mRNA splicing, via spliceosome,U1 snRNP","MF,MF,BP,CC"
XP_003663247.1,"GO:0032543,GO:0003735","mitochondrial translation,structural constituent of ribosome","BP,MF"
XP_003663248.1,"GO:0004807,GO:0004807,GO:0006096,GO:0003824","triose-phosphate isomerase activity,triose-phosphate isomerase activity,glycolytic process,catalytic activity","MF,MF,BP,MF"
XP_003663249.1,"GO:0006364,GO:0030515","rRNA processing,snoRNA binding","BP,MF"
XP_003663250.1,GO:0005515,protein binding,MF
XP_003663254.1,"GO:0006511,GO:0031625","ubiquitin-dependent protein catabolic process,ubiquitin protein ligase binding","BP,MF"
XP_003663256.1,"GO:0055085,GO:0022857","transmembrane transport,transmembrane transporter activity","BP,MF"
XP_003663257.1,GO:0003824,catalytic activity,MF
XP_003663258.1,"GO:0006891,GO:0017119","intra-Golgi vesicle-mediated transport,Golgi transport complex","BP,CC"
XP_003663259.1,"GO:0016787,GO:0016787,GO:0046872","hydrolase activity,hydrolase activity,metal ion binding","MF,MF,MF"
