query_id,subject_id,identity,alignment length,mismatches,gap,q.start,q.end,s.start,s.end,e-value,bit score
XP_959197.3,CBY00245.1 GT34: GlycosylTransferases (GTs) ,43.2,470,244,9,18,479,17,471,7.5e-100,367.9
XP_959217.2,XP_324030.1 GH31: Glycoside Hydrolases (GHs) ,99.6,924,4,0,1,924,1,924,0.0,1875.1
XP_959279.1,EAA30043.1 GH10: Glycoside Hydrolases (GHs) ,100.0,384,0,0,1,384,1,384,1.6e-222,775.0
XP_959289.2,VBB86160.1 AA7: Auxiliary Activities (AAs) ,65.6,474,155,5,1,468,1,472,4.3e-182,641.0
XP_959316.3,XP_328932.1 GT2: GlycosylTransferases (GTs) ,100.0,676,0,0,1,676,1,676,0.0,1302.0
XP_959322.1,XP_328938.1 GT32: GlycosylTransferases (GTs) ,100.0,529,0,0,1,529,1,529,9.999999999999999e-302,1038.5
XP_959353.3,QKD62511.1 AA11: Auxiliary Activities (AAs) ,47.6,328,164,2,25,352,1251,1570,1.8e-84,316.2
XP_959355.2,QKD62511.1 AA11: Auxiliary Activities (AAs) ,44.7,349,192,1,28,376,1223,1570,2.9e-88,328.9
XP_959356.2,EAA59072.1 AA9: Auxiliary Activities (AAs) ,56.1,330,118,9,36,344,296,619,9.2e-97,357.1
XP_959357.3,QKD62511.1 AA11: Auxiliary Activities (AAs) ,44.1,356,187,3,34,378,1214,1568,9.4e-87,323.9
XP_959358.1,QKD62511.1 AA11: Auxiliary Activities (AAs) ,45.1,350,182,3,25,365,1222,1570,2.9e-85,318.9
XP_959365.1,QKD62511.1 AA11: Auxiliary Activities (AAs) ,43.2,361,200,4,10,369,1214,1570,3.1e-82,308.9
XP_959386.1,VBB76690.1 AA3: Auxiliary Activities (AAs) ,63.8,652,215,4,7,656,9,641,6.500000000000001e-248,860.1
XP_959395.2,EAA30159.1 GH55: Glycoside Hydrolases (GHs) ,92.8,1324,28,6,1,1315,324,1589,0.0,2421.0
XP_959400.1,EAA30164.1 GH3: Glycoside Hydrolases (GHs) ,100.0,735,0,0,1,735,1,735,0.0,1467.6
XP_959407.1,XP_324316.1 GH16_3: Glycoside Hydrolases (GHs) ,100.0,322,0,0,1,322,1,322,1.4e-192,675.2
XP_959425.2,QKX54493.1 GH31: Glycoside Hydrolases (GHs) ,50.5,287,141,1,138,424,571,856,1.4e-75,287.0
XP_959428.3,XP_330989.1 GT31: GlycosylTransferases (GTs) ,100.0,612,0,0,1,612,1,612,0.0,1146.0
XP_959431.1,EAA30195.1 GH76: Glycoside Hydrolases (GHs) ,100.0,493,0,0,1,493,1,493,1.5e-281,971.5
XP_959465.2,CAF05858.1 GH51: Glycoside Hydrolases (GHs) ,97.9,670,0,2,1,670,1,656,0.0,1333.9
XP_959466.1,CAF05857.1 AA9: Auxiliary Activities (AAs) ,100.0,293,0,0,1,293,1,293,2.6e-145,518.1
XP_959471.1,XP_331125.1 GT24: GlycosylTransferases (GTs) ,100.0,1500,0,0,1,1500,1,1500,0.0,2976.4
XP_959484.3,XP_329918.1 GT4: GlycosylTransferases (GTs) ,97.6,713,15,1,155,865,1,713,0.0,1411.4
XP_959499.1,EAA30263.1 AA9: Auxiliary Activities (AAs) CBM1: Carbohydrate-Binding Modules (CBMs) ,100.0,322,0,0,1,322,1,322,6.4e-161,570.1
XP_959504.2,QIW99986.1 AA1_3: Auxiliary Activities (AAs) ,49.3,732,304,17,15,729,578,1259,6.000000000000001e-161,572.0
XP_959521.1,VDD19469.1 GH152: Glycoside Hydrolases (GHs) ,43.2,81,39,3,873,950,445,521,9.9e-05,53.1
XP_959569.1,XP_328882.1 PL3_2: Polysaccharide Lyases (PLs) ,100.0,252,0,0,1,252,1,252,6.600000000000001e-145,516.5
XP_959572.3,XP_959572.1 GH79: Glycoside Hydrolases (GHs) ,99.8,478,1,0,9,486,402,879,1e-274,948.7
XP_959583.2,QBZ61671.1 CBM1: Carbohydrate-Binding Modules (CBMs) ,68.9,161,43,4,38,196,187,342,6.4e-55,217.2
XP_959585.2,AEO68518.1 GT31: GlycosylTransferases (GTs) ,60.1,491,180,4,24,500,4,492,1.1e-172,609.8
XP_959595.3,EAA30359.2 AA1_3: Auxiliary Activities (AAs) ,99.7,588,2,0,1,588,5,592,0.0,1220.7
XP_959606.1,SVE84752.1 GT61: GlycosylTransferases (GTs) ,47.9,94,37,4,394,481,531,618,1.3e-09,68.2
XP_959610.2,EAA30374.2 GH18: Glycoside Hydrolases (GHs) ,100.0,398,0,0,1,398,1,398,2.3e-237,824.3
XP_959621.1,QJA08894.1 GH18: Glycoside Hydrolases (GHs) ,49.5,184,85,2,12,195,7,182,2.6e-44,182.2
XP_959646.1,XP_331009.1 GH5_12: Glycoside Hydrolases (GHs) ,100.0,770,0,0,1,770,1,770,0.0,1618.2
XP_959658.1,QIW98711.1 GT76: GlycosylTransferases (GTs) ,49.8,402,150,12,80,454,353,729,4.099999999999999e-90,335.5
XP_959670.1,EAA30434.1 GH76: Glycoside Hydrolases (GHs) ,100.0,478,0,0,1,478,1,478,2.3e-287,990.7
XP_959674.1,XP_328837.1 GH13_1: Glycoside Hydrolases (GHs) ,100.0,533,0,0,1,533,1,533,0.0,1084.3
XP_959675.3,XP_328838.1 GH13_22: Glycoside Hydrolases (GHs) GT5: GlycosylTransferases (GTs) ,100.0,2374,0,0,1,2374,1,2374,0.0,4882.4
XP_959676.3,QKX55728.1 GT76: GlycosylTransferases (GTs) ,43.2,185,99,3,83,267,54,232,3.7e-35,152.1
XP_959691.3,SMQ55075.1 CE1: Carbohydrate Esterases (CEs) ,46.6,236,88,2,368,599,2,203,1.6e-46,191.0
XP_959693.2,XP_329941.1 CE4: Carbohydrate Esterases (CEs) ,100.0,254,0,0,1,254,443,696,1.1e-144,515.8
XP_959726.2,XP_325606.1 CE3: Carbohydrate Esterases (CEs) ,98.8,241,0,1,1,238,1,241,6e-132,473.4
XP_959745.1,QLI73759.1 AA0: Auxiliary Activities (AAs) ,69.6,747,197,5,2,743,4,725,0.0,1076.2
XP_959751.3,SVE86862.1 GT8: GlycosylTransferases (GTs) ,54.8,42,19,0,390,431,82,123,8.9e-06,55.5
XP_959762.1,EAA30526.1 GT90: GlycosylTransferases (GTs) ,100.0,707,0,0,1,707,1,707,0.0,1395.9
XP_959764.2,AYV31873.1 CE3: Carbohydrate Esterases (CEs) ,58.7,259,82,5,77,313,59,314,3.4e-82,308.5
XP_959767.2,VBB86287.1 CBM1: Carbohydrate-Binding Modules (CBMs) ,53.5,331,131,9,31,358,58,368,2.3e-90,335.9
XP_959790.3,XP_331145.1 GH28: Glycoside Hydrolases (GHs) ,100.0,379,0,0,1,379,1,379,7.2e-212,739.6
XP_959802.2,CAC9930688.1 CBM48: Carbohydrate-Binding Modules (CBMs) ,54.9,213,91,3,39,249,441,650,3.2e-59,231.9
XP_959804.3,EAA64118.1 GH15: Glycoside Hydrolases (GHs) CBM20: Carbohydrate-Binding Modules (CBMs) ,49.6,589,229,9,42,623,711,1238,2.8e-160,568.9
XP_959810.1,QHG77622.1 CBM50: Carbohydrate-Binding Modules (CBMs) ,70.0,223,66,1,36,257,51,273,1.7e-82,309.3
XP_959814.1,VDD34219.1 GH3: Glycoside Hydrolases (GHs) ,45.2,104,52,3,235,337,842,941,3.1e-18,96.3
XP_959815.1,SVE69682.1 GT61: GlycosylTransferases (GTs) ,44.2,95,46,2,7,97,486,577,1.9e-13,80.9
XP_959818.1,QEO20591.1 GT48: GlycosylTransferases (GTs) ,41.2,291,164,4,104,390,19,306,2.9e-47,193.0
XP_959820.1,XP_325912.1 GT50: GlycosylTransferases (GTs) ,100.0,487,0,0,1,487,1,487,8.5e-266,919.1
XP_959843.1,EAA30607.1 PL20: Polysaccharide Lyases (PLs) ,100.0,253,0,0,1,253,1,253,2e-149,531.6
XP_959864.3,XP_325728.1 GH13_5: Glycoside Hydrolases (GHs) ,100.0,654,0,0,1,654,1,654,0.0,1390.6
XP_959869.2,XP_325733.1 GT31: GlycosylTransferases (GTs) ,100.0,598,0,0,18,615,1,598,0.0,1162.9
XP_959873.1,XP_325737.1 GH5_16: Glycoside Hydrolases (GHs) ,100.0,422,0,0,1,422,1,422,1.6e-252,874.8
XP_959904.1,VUW72999.1 AA1: Auxiliary Activities (AAs) ,40.4,265,149,5,159,418,188,448,1.2e-37,161.0
XP_959915.3,ATY66664.1 GH2: Glycoside Hydrolases (GHs) ,56.0,302,114,8,139,436,1236,1522,3.7e-77,292.4
XP_959918.1,AHO16406.1 GH13_11: Glycoside Hydrolases (GHs) ,46.6,367,172,5,18,384,1,343,3.7e-80,302.4
XP_959927.3,QDS71450.1 GH47: Glycoside Hydrolases (GHs) ,83.5,346,45,3,1,338,1032,1373,6.900000000000001e-164,580.5
XP_959933.2,BAC83070.1 GH17: Glycoside Hydrolases (GHs) CBM43: Carbohydrate-Binding Modules (CBMs) ,59.4,143,55,1,4,146,526,665,3.1e-46,188.0
XP_959982.1,QKD49944.1 PL4_3: Polysaccharide Lyases (PLs) ,45.9,170,88,2,1,166,724,893,1.6e-30,136.0
XP_960005.1,EAA30769.1 GH115: Glycoside Hydrolases (GHs) ,100.0,1065,0,0,1,1065,1,1065,0.0,2208.3
XP_960006.3,VDD01922.1 CBM0: Carbohydrate-Binding Modules (CBMs) ,42.4,309,171,5,79,386,492,794,2.9e-55,221.1
XP_960011.3,AWO98658.1 GH37: Glycoside Hydrolases (GHs) ,68.5,403,126,1,19,420,69,471,3.900000000000001e-161,571.6
XP_960028.3,XP_326021.1 GT15: GlycosylTransferases (GTs) ,100.0,481,0,0,1,481,1,481,5.4e-297,1022.7
XP_960038.1,QKX55093.1 AA3_2: Auxiliary Activities (AAs) ,66.7,126,42,0,55,180,618,743,1e-41,173.3
XP_960049.1,XP_325644.1 GH16_3: Glycoside Hydrolases (GHs) ,100.0,289,0,0,1,289,1,289,3.6e-171,604.0
XP_960079.1,EAA30843.1 GH125: Glycoside Hydrolases (GHs) ,100.0,555,0,0,1,555,1,555,0.0,1102.0
XP_960088.1,AKC86515.1 CE9: Carbohydrate Esterases (CEs) ,46.7,60,27,2,469,528,327,381,0.0003,51.2
XP_960091.1,QKD62511.1 AA11: Auxiliary Activities (AAs) ,42.5,341,191,2,29,369,1233,1568,3.5e-78,295.4
XP_960096.2,EAA30860.1 GH47: Glycoside Hydrolases (GHs) ,100.0,591,0,0,22,612,1,591,0.0,1222.6
XP_960101.1,QKD55254.1 GH35: Glycoside Hydrolases (GHs) ,40.5,348,203,3,37,384,560,903,1.4e-77,293.5
XP_960102.1,QKD55254.1 GH35: Glycoside Hydrolases (GHs) ,44.8,317,172,3,124,439,589,903,2e-80,303.1
XP_960108.2,VBB81258.1 AA3_2: Auxiliary Activities (AAs) ,66.9,601,195,3,11,607,6,606,1.3e-231,805.8
XP_960117.1,CBX99002.1 GH18: Glycoside Hydrolases (GHs) ,82.8,303,48,2,1,302,1,300,4e-142,507.7
XP_960124.1,EAA30888.1 AA12: Auxiliary Activities (AAs) ,100.0,516,0,0,1,516,1,516,2.6e-297,1023.8
XP_960129.3,EAA30893.1 GH71: Glycoside Hydrolases (GHs) ,96.3,351,13,0,10,360,1,351,2.3e-203,711.8
XP_960132.1,XP_327336.1 GH142: Glycoside Hydrolases (GHs) CBM13: Carbohydrate-Binding Modules (CBMs) ,100.0,734,0,0,1,734,1,734,0.0,1524.2
XP_960187.1,CAN80640.1 GT47: GlycosylTransferases (GTs) ,48.9,423,209,5,5,423,944,1363,4e-110,401.7
XP_960189.1,EAA30953.1 GH55: Glycoside Hydrolases (GHs) ,100.0,910,0,0,1,910,1,910,0.0,1693.3
XP_960227.1,QKX55728.1 GT76: GlycosylTransferases (GTs) ,50.8,185,85,3,11,195,51,229,3.4e-47,191.8
XP_960231.3,QGI69108.1 GH125: Glycoside Hydrolases (GHs) ,45.8,286,148,2,584,869,217,495,1.8e-67,261.5
XP_960260.2,CAP68330.1 CBM1: Carbohydrate-Binding Modules (CBMs) ,55.4,327,131,7,26,347,57,373,1.3e-98,363.2
XP_960268.3,QKD55254.1 GH35: Glycoside Hydrolases (GHs) ,40.8,321,178,6,24,336,587,903,5.9e-64,248.1
XP_960274.3,CDP28838.1 AA3_2: Auxiliary Activities (AAs) ,48.2,635,302,10,9,630,51,671,9.4e-156,553.9
XP_960287.2,QEO24085.1 GH47: Glycoside Hydrolases (GHs) ,65.5,368,125,2,37,403,837,1203,5.999999999999999e-140,500.7
XP_960312.2,QKD61617.1 CE3: Carbohydrate Esterases (CEs) ,47.8,527,266,5,42,568,1103,1620,6e-138,494.6
XP_960313.1,XP_327416.1 GH10: Glycoside Hydrolases (GHs) ,100.0,445,0,0,1,445,1,445,2.5e-256,887.5
XP_960317.2,XP_327420.1 GH16_22: Glycoside Hydrolases (GHs) ,100.0,371,0,0,2,372,1,371,1.4e-221,771.9
XP_960332.1,XP_327353.1 GH47: Glycoside Hydrolases (GHs) ,100.0,710,0,0,1,710,1,710,0.0,1402.5
XP_960341.1,EAA31105.1 GH81: Glycoside Hydrolases (GHs) ,100.0,912,0,0,1,912,1,912,0.0,1697.2
XP_960360.1,XP_324082.1 CE9: Carbohydrate Esterases (CEs) ,100.0,540,0,0,1,540,1,540,1.1e-298,1028.5
XP_960361.3,CAE85548.1 GH3: Glycoside Hydrolases (GHs) ,100.0,1067,0,0,1,1067,19,1085,0.0,1943.7
XP_960362.3,VEG34321.1 CE9: Carbohydrate Esterases (CEs) ,48.4,188,90,3,1,186,457,639,5.2e-36,155.2
XP_960409.2,EAA31173.1 GH55: Glycoside Hydrolases (GHs) ,100.0,737,0,0,1,737,1,737,0.0,1439.9
XP_960424.1,EAA31188.1 GH92: Glycoside Hydrolases (GHs) ,100.0,958,0,0,1,958,1,958,0.0,1969.5
XP_960443.1,QCE01877.1 GH36: Glycoside Hydrolases (GHs) ,44.7,374,181,7,99,472,856,1203,2.8e-67,259.6
XP_960539.2,EAA31303.1 GH3: Glycoside Hydrolases (GHs) ,100.0,849,0,0,25,873,1,849,0.0,1728.0
XP_960542.1,QKX54493.1 GH31: Glycoside Hydrolases (GHs) ,52.5,486,211,8,41,515,538,1014,2.4e-128,462.6
XP_960557.2,CBI50836.1 AA8: Auxiliary Activities (AAs) ,90.9,219,18,2,1,219,1,217,1.9e-111,405.2
XP_960560.3,AAB39649.1 PL4_1: Polysaccharide Lyases (PLs) AAB39649.1: Auxiliary Activities (AAs) ,100.0,540,0,0,1,540,1,540,6.5e-307,1055.8
XP_960562.3,EAA31326.1 GH71: Glycoside Hydrolases (GHs) ,99.2,595,5,0,130,724,621,1215,0.0,1194.1
XP_960566.3,AUS45857.1 AA1_3: Auxiliary Activities (AAs) ,48.6,622,270,18,2,607,3,590,2.8e-157,558.9
XP_960583.1,XP_003648679.1 CBM0: Carbohydrate-Binding Modules (CBMs) ,45.7,256,105,5,1,242,1,236,4e-44,182.6
XP_960596.1,CAP73871.1 CBM48: Carbohydrate-Binding Modules (CBMs) ,63.9,498,146,8,1,481,1,481,1.4e-156,556.2
XP_960622.2,CAD70866.1 GH18: Glycoside Hydrolases (GHs) ,100.0,375,0,0,1,375,1,375,4.2e-212,740.3
XP_960628.2,QKX63597.1 GH37: Glycoside Hydrolases (GHs) ,66.0,262,69,3,26,287,1,242,3.2e-85,318.5
XP_960632.1,AEO56549.1 GT31: GlycosylTransferases (GTs) ,62.7,311,100,8,5,310,5,304,6.8e-94,347.4
XP_960658.1,CAD71254.1 GH3: Glycoside Hydrolases (GHs) ,92.8,83,5,1,1,83,1,82,1.1e-37,159.5
XP_960724.1,VWO94258.1 GH5_5: Glycoside Hydrolases (GHs) CBM1: Carbohydrate-Binding Modules (CBMs) ,50.3,585,212,12,53,571,399,970,1.4e-133,480.3
XP_960725.2,CAC28725.2 GT0: GlycosylTransferases (GTs) ,99.5,756,0,1,1,752,248,1003,0.0,1496.1
XP_960726.1,CAC28724.1 GH16_4: Glycoside Hydrolases (GHs) ,100.0,462,0,0,1,462,1,462,5.6e-283,976.1
XP_960762.1,XP_330322.1 GH16_18: Glycoside Hydrolases (GHs) ,100.0,305,0,0,1,305,1,305,6.3e-177,623.2
XP_960770.1,CAD70733.1 GH6: Glycoside Hydrolases (GHs) CBM1: Carbohydrate-Binding Modules (CBMs) ,100.0,484,0,0,1,484,1,484,2.2e-253,877.9
XP_960806.3,CAD70999.1 GT62: GlycosylTransferases (GTs) ,100.0,404,0,0,1,404,1,404,3.4e-236,820.5
XP_960826.3,QGI79035.1 GH43_30: Glycoside Hydrolases (GHs) ,41.6,279,139,5,27,304,1277,1532,2.6e-51,206.8
XP_960827.1,QGI79035.1 GH43_30: Glycoside Hydrolases (GHs) ,83.8,395,63,1,4,398,457,850,3.3e-193,677.9
XP_960828.1,QGI79035.1 GH43_30: Glycoside Hydrolases (GHs) ,40.4,431,206,14,25,446,18,406,5.800000000000001e-74,282.0
XP_960845.1,EAA31609.1 GH37: Glycoside Hydrolases (GHs) ,100.0,744,0,0,1,744,1,744,0.0,1527.7
XP_960847.3,CAD36996.1 GT0: GlycosylTransferases (GTs) ,98.0,889,1,3,1,877,70,953,0.0,1748.4
XP_960852.1,CED85556.1 CED85556.1: Carbohydrate Esterases (CEs) AA3_2: Auxiliary Activities (AAs) ,48.0,323,132,8,11,321,6,304,1.5e-69,266.5
XP_960937.1,EAA31701.1 AA11: Auxiliary Activities (AAs) ,100.0,413,0,0,1,413,1,413,4.8e-185,650.6
XP_960945.1,CAC18268.1 GT15: GlycosylTransferases (GTs) ,100.0,393,0,0,1,393,1,393,1.2e-246,855.1
XP_960951.1,QKD54609.1 GH47: Glycoside Hydrolases (GHs) ,40.7,216,86,6,79,273,573,767,5e-22,109.0
XP_960961.1,CAJ86292.1 GH17: Glycoside Hydrolases (GHs) CBM43: Carbohydrate-Binding Modules (CBMs) ,42.2,116,47,3,208,323,157,252,1.9e-14,83.6
XP_961023.1,CAB88601.1 GT21: GlycosylTransferases (GTs) ,100.0,546,0,0,1,546,1,546,0.0,1109.0
XP_961082.2,QEO24085.1 GH47: Glycoside Hydrolases (GHs) ,40.8,375,210,9,40,411,839,1204,7.2e-72,274.6
XP_961099.1,CBQ72408.1 GT4: GlycosylTransferases (GTs) ,48.5,103,53,0,150,252,80,182,9.8e-25,117.5
XP_961116.1,CAC28653.1 GH76: Glycoside Hydrolases (GHs) ,100.0,489,0,0,1,489,1,489,3.1e-292,1006.9
XP_961137.2,AWP15129.1 GT25: GlycosylTransferases (GTs) ,40.5,84,46,2,9,92,5,84,2.3e-09,65.1
XP_961152.1,EAA58990.1 GH71: Glycoside Hydrolases (GHs) ,58.1,497,193,2,34,530,496,977,1.9e-162,575.9
XP_961163.3,CAD36981.1 GH31: Glycoside Hydrolases (GHs) ,100.0,991,0,0,1,991,1,991,0.0,2051.2
XP_961188.1,QDS73620.1 GT8: GlycosylTransferases (GTs) ,57.8,606,200,16,8,568,794,1388,5.8e-149,531.2
XP_961190.2,QKX61199.1 GH18: Glycoside Hydrolases (GHs) ,41.3,632,292,16,7,601,317,906,6.7e-114,414.8
XP_961203.1,AHO18837.1 GH13_26: Glycoside Hydrolases (GHs) ,53.7,67,30,1,70,135,18,84,1.4e-12,79.0
XP_961238.1,SVE69766.1 GT4: GlycosylTransferases (GTs) ,65.7,35,12,0,8,42,400,434,3.7e-06,56.2
XP_961242.2,CAC28596.1 GT2: GlycosylTransferases (GTs) ,100.0,888,0,0,16,903,1,888,0.0,1784.6
XP_961253.2,EAA32017.1 GH76: Glycoside Hydrolases (GHs) ,98.9,461,0,1,1,456,1,461,3e-273,943.7
XP_961255.1,QKX63840.1 GH18: Glycoside Hydrolases (GHs) CBM18: Carbohydrate-Binding Modules (CBMs) ,40.2,903,474,17,17,898,481,1338,2.5e-170,602.8
XP_961256.1,CAC28747.2 GH32: Glycoside Hydrolases (GHs) CBM38: Carbohydrate-Binding Modules (CBMs) ,100.0,695,0,0,1,695,1,695,0.0,1429.8
XP_961264.1,CAB4096147.1 AA7: Auxiliary Activities (AAs) ,46.1,76,39,2,212,287,172,245,3.3e-11,73.6
XP_961276.2,ACJ72161.1 GT1: GlycosylTransferases (GTs) ,86.3,80,11,0,1,80,1,80,2.6e-32,141.7
XP_961277.3,QBZ54211.1 GH47: Glycoside Hydrolases (GHs) ,80.3,842,161,3,5,842,631,1471,0.0,1250.3
XP_961286.1,CCA24092.1 GT74: GlycosylTransferases (GTs) ,40.8,76,42,2,489,562,1,75,1.1e-07,62.0
XP_961330.1,CED82388.1 GT4: GlycosylTransferases (GTs) CED82388.1: Carbohydrate Esterases (CEs) ,45.5,55,30,0,2,56,24,78,2.8e-07,57.8
XP_961337.1,AHG06593.1 GT2: GlycosylTransferases (GTs) ,86.5,185,25,0,1,185,1210,1394,5.8e-90,333.6
XP_961338.2,AAA33568.1 GT2: GlycosylTransferases (GTs) AAA33568.1: Auxiliary Activities (AAs) ,96.2,865,30,1,1,862,1,865,0.0,1651.7
XP_961401.2,CAC28786.1 GT41: GlycosylTransferases (GTs) ,89.2,1678,0,3,1,1655,1,1519,0.0,2795.4
XP_961439.1,CAB88654.1 GH16_1: Glycoside Hydrolases (GHs) ,99.4,723,4,0,3,725,36,758,0.0,1117.1
XP_961469.1,QKX63597.1 GH37: Glycoside Hydrolases (GHs) ,44.3,253,129,5,8,259,2,243,8.2e-43,177.6
XP_961472.2,QDS69763.1 CE5: Carbohydrate Esterases (CEs) ,49.2,197,98,2,67,262,16,211,2e-51,206.1
XP_961490.3,CBH14097.1 GH85: Glycoside Hydrolases (GHs) ,41.1,141,80,2,3,140,6,146,3.4e-19,100.1
XP_961495.1,QDS76924.1 GH28: Glycoside Hydrolases (GHs) ,43.2,512,240,9,8,512,4,471,2.1e-117,426.8
XP_961527.3,CBX98831.1 GH132: Glycoside Hydrolases (GHs) ,54.2,777,302,11,3,737,2,766,3.2e-216,755.0
XP_961528.1,CAD21369.1 GH72: Glycoside Hydrolases (GHs) ,100.0,457,0,0,1,457,1,457,1.3e-263,911.8
XP_961547.1,QCE13289.1 CE8: Carbohydrate Esterases (CEs) ,48.7,435,191,8,2,413,401,826,1.3e-106,390.2
XP_961584.2,CAK43282.1 GH78: Glycoside Hydrolases (GHs) ,45.3,296,121,9,125,386,843,1131,2.7e-52,209.5
XP_961590.2,VUW72999.1 AA1: Auxiliary Activities (AAs) ,40.4,272,156,4,180,446,168,438,3.5e-43,179.5
XP_961593.1,QKX60855.1 GT22: GlycosylTransferases (GTs) ,82.0,334,57,2,1,333,538,869,3.8e-148,527.7
XP_961596.1,QKX63250.1 CE12: Carbohydrate Esterases (CEs) ,44.2,421,205,11,25,441,266,660,1.5e-88,330.1
XP_961600.1,CAC9909034.1 GT8: GlycosylTransferases (GTs) ,62.7,389,143,2,12,400,337,723,5.5e-138,494.2
XP_961608.2,EGX47471.1 GH16_23: Glycoside Hydrolases (GHs) ,42.3,253,144,1,380,630,397,649,4.8e-54,216.1
XP_961662.1,CAD21296.1 AA9: Auxiliary Activities (AAs) ,100.0,238,0,0,1,238,1,238,5.500000000000001e-133,476.9
XP_961671.1,CAD21333.1 GH47: Glycoside Hydrolases (GHs) ,100.0,610,0,0,1,610,1,610,0.0,1255.4
XP_961674.3,VBB86287.1 CBM1: Carbohydrate-Binding Modules (CBMs) ,62.8,339,114,7,1,333,37,369,7.800000000000001e-125,450.3
XP_961692.2,CAD21311.1 GH64: Glycoside Hydrolases (GHs) ,100.0,508,0,0,1,508,1,508,7.7e-278,959.1
XP_961726.1,QDS75308.1 GH10: Glycoside Hydrolases (GHs) ,44.9,1064,443,24,1,1026,41,999,6.7e-227,791.2
XP_961743.3,AOZ95200.1 GH43_35: Glycoside Hydrolases (GHs) ,40.2,209,105,9,188,389,10,205,5e-25,119.8
XP_961753.2,CUI24525.1 GH19: Glycoside Hydrolases (GHs) ,59.6,322,124,2,36,351,7,328,3.6e-105,386.0
XP_961758.3,XP_324625.1 GT2: GlycosylTransferases (GTs) ,100.0,899,0,0,1,899,1,899,0.0,1755.3
XP_961761.1,EAA32525.1 GH76: Glycoside Hydrolases (GHs) ,100.0,420,0,0,1,420,1,420,1.4e-253,878.2
XP_961785.3,QKX57890.1 GT57: GlycosylTransferases (GTs) ,70.0,40,12,0,657,696,495,534,4.5e-08,63.5
XP_961795.1,XP_326378.1 GH13_40: Glycoside Hydrolases (GHs) ,100.0,608,0,0,1,608,1,608,0.0,1281.2
XP_961797.3,AEO66281.1 CBM50: Carbohydrate-Binding Modules (CBMs) ,57.6,59,25,0,26,84,18,76,3.2e-11,73.6
XP_961818.2,QHO00079.1 GT35: GlycosylTransferases (GTs) ,63.5,52,19,0,98,149,451,502,3.3e-11,72.8
XP_961851.1,QDS69282.1 CE5: Carbohydrate Esterases (CEs) ,61.0,634,225,5,82,715,277,888,6.4e-228,793.9
XP_961899.3,QCD77328.1 GH36: Glycoside Hydrolases (GHs) ,40.3,119,62,3,14,129,745,857,4.6e-14,82.8
XP_961912.3,QHN73882.1 AA10: Auxiliary Activities (AAs) ,82.9,76,13,0,1,76,20,95,3e-29,131.3
XP_961930.1,EAA32694.1 GH18: Glycoside Hydrolases (GHs) CBM18: Carbohydrate-Binding Modules (CBMs) ,100.0,1484,0,0,1,1484,1,1484,0.0,3006.1
XP_961932.2,XP_003656899.1 CBM50: Carbohydrate-Binding Modules (CBMs) ,50.4,411,159,6,12,405,16,398,1.2e-82,310.5
XP_961971.2,EAA65303.1 GT0: GlycosylTransferases (GTs) ,69.0,905,275,3,1,901,677,1579,0.0,1214.1
XP_962003.3,CAA54816.1 GT2: GlycosylTransferases (GTs) ,99.2,912,7,0,186,1097,33,944,0.0,1843.2
XP_962009.1,QKD52728.1 GH16_1: Glycoside Hydrolases (GHs) ,62.8,419,133,7,1,418,1,397,4.4e-144,514.6
XP_962032.3,CEF62298.1 GT4: GlycosylTransferases (GTs) CEF62298.1: Carbohydrate Esterases (CEs) ,48.2,168,87,0,13,180,9,176,7.8e-40,167.2
XP_962061.1,CBX90714.1 GH47: Glycoside Hydrolases (GHs) ,63.4,227,80,2,3,227,2,227,2.1e-73,278.9
XP_962098.1,XP_328671.1 GT2: GlycosylTransferases (GTs) ,100.0,244,0,0,1,244,1,244,4.4e-138,493.8
XP_962107.1,EAA32871.1 GH72: Glycoside Hydrolases (GHs) ,100.0,466,0,0,1,466,1,466,2.5e-254,880.9
XP_962115.1,XP_327547.1 GT33: GlycosylTransferases (GTs) ,100.0,456,0,0,1,456,1,456,1.3e-263,911.8
XP_962123.2,EAA32887.1 GH92: Glycoside Hydrolases (GHs) ,94.0,823,5,4,1,823,1,779,0.0,1559.3
XP_962131.1,CCD56518.1 GH18: Glycoside Hydrolases (GHs) ,48.1,131,65,1,393,523,785,912,9.9e-08,62.4
XP_962152.1,QKX53460.1 AA4: Auxiliary Activities (AAs) ,68.1,423,132,2,22,443,617,1037,3.6e-170,601.3
XP_962166.2,XP_327313.1 GT35: GlycosylTransferases (GTs) ,98.0,905,0,1,1,887,1,905,0.0,1783.8
XP_962174.3,EAA32938.2 GH18: Glycoside Hydrolases (GHs) ,94.4,1011,0,1,1,1011,92,1045,0.0,1999.2
XP_962217.1,QGI69108.1 GH125: Glycoside Hydrolases (GHs) ,72.5,502,128,1,4,505,6,497,9e-210,733.0
XP_962219.1,XP_326236.1 GH17: Glycoside Hydrolases (GHs) ,100.0,406,0,0,1,406,1,406,2.6e-215,751.1
XP_962224.1,XP_326241.1 GT2: GlycosylTransferases (GTs) ,100.0,439,0,0,1,439,1,439,2.6e-253,877.5
XP_962231.1,VUW72999.1 AA1: Auxiliary Activities (AAs) ,42.9,226,122,4,519,743,191,410,7.700000000000001e-38,162.5
XP_962242.1,QCD77328.1 GH36: Glycoside Hydrolases (GHs) ,52.5,158,75,0,20,177,747,904,3.2e-41,171.8
