id,GO,ONTOLOGY,GO_type
XP_959896.1,"GO:0003824,GO:0006007,GO:0005737,GO:0030145,GO:0004619,GO:0006007,GO:0004619,GO:0005737,GO:0004619,GO:0046872,GO:0003824","catalytic activity,glucose catabolic process,cytoplasm,manganese ion binding,phosphoglycerate mutase activity,glucose catabolic process,phosphoglycerate mutase activity,cytoplasm,phosphoglycerate mutase activity,metal ion binding,catalytic activity","MF,BP,CC,MF,MF,BP,MF,CC,MF,MF,MF"
XP_959900.1,"GO:0003676,GO:0003676,GO:0006139,GO:0008408,GO:0006396,GO:0000176,GO:0044237,GO:0000166,GO:0003824","nucleic acid binding,nucleic acid binding,nucleobase-containing compound metabolic process,3'-5' exonuclease activity,RNA processing,nuclear exosome (RNase complex),cellular metabolic process,nucleotide binding,catalytic activity","MF,MF,BP,MF,BP,CC,BP,MF,MF"
XP_959901.3,"GO:0016311,GO:0004725,GO:0016311,GO:0016791,GO:0006470,GO:0004725","dephosphorylation,protein tyrosine phosphatase activity,dephosphorylation,phosphatase activity,protein dephosphorylation,protein tyrosine phosphatase activity","BP,MF,BP,MF,BP,MF"
XP_959904.1,"GO:0005524,GO:0036402,GO:0030163,GO:0016787,GO:0005737","ATP binding,proteasome-activating ATPase activity,protein catabolic process,hydrolase activity,cytoplasm","MF,MF,BP,MF,CC"
XP_959906.1,"GO:0000070,GO:0000776","mitotic sister chromatid segregation,kinetochore","BP,CC"
XP_959912.1,"GO:0006886,GO:0005801,GO:0016020","intracellular protein transport,cis-Golgi network,membrane","BP,CC,CC"
XP_959913.1,"GO:0005347,GO:0055085","ATP transmembrane transporter activity,transmembrane transport","MF,BP"
XP_959914.1,"GO:0005783,GO:0048193","endoplasmic reticulum,Golgi vesicle transport","CC,BP"
XP_959917.1,"GO:0004190,GO:0006508,GO:0000324,GO:0004190","aspartic-type endopeptidase activity,proteolysis,fungal-type vacuole,aspartic-type endopeptidase activity","MF,BP,CC,MF"
XP_959918.1,"GO:0030170,GO:0003824,GO:0030170,GO:0004372,GO:0019264,GO:0035999","pyridoxal phosphate binding,catalytic activity,pyridoxal phosphate binding,glycine hydroxymethyltransferase activity,glycine biosynthetic process from serine,tetrahydrofolate interconversion","MF,MF,MF,MF,BP,BP"
XP_959920.1,"GO:0046695,GO:0000124,GO:0005515,GO:0046982","SLIK (SAGA-like) complex,SAGA complex,protein binding,protein heterodimerization activity","CC,CC,MF,MF"
XP_959922.1,"GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process","MF,BP"
XP_959925.2,"GO:0016579,GO:0036459,GO:0006511,GO:0036459","protein deubiquitination,thiol-dependent ubiquitinyl hydrolase activity,ubiquitin-dependent protein catabolic process,thiol-dependent ubiquitinyl hydrolase activity","BP,MF,BP,MF"
XP_959927.3,"GO:0004672,GO:0006468,GO:0005524,GO:0004672,GO:0006468,GO:0005524","protein kinase activity,protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation,ATP binding","MF,BP,MF,MF,BP,MF"
XP_959930.1,GO:0003676,nucleic acid binding,MF
XP_959931.1,"GO:0055114,GO:0016627,GO:0055114,GO:0050660,GO:0016627","oxidation-reduction process,oxidoreductase activity, acting on the CH-CH group of donors,oxidation-reduction process,flavin adenine dinucleotide binding,oxidoreductase activity, acting on the CH-CH group of donors","BP,MF,BP,MF,MF"
XP_959935.1,"GO:0055114,GO:0016627,GO:0055114,GO:0050660,GO:0016627","oxidation-reduction process,oxidoreductase activity, acting on the CH-CH group of donors,oxidation-reduction process,flavin adenine dinucleotide binding,oxidoreductase activity, acting on the CH-CH group of donors","BP,MF,BP,MF,MF"
XP_959937.1,GO:0005739,mitochondrion,CC
XP_959939.2,"GO:0016307,GO:0046488","phosphatidylinositol phosphate kinase activity,phosphatidylinositol metabolic process","MF,BP"
XP_959940.1,"GO:0016787,GO:0016810,GO:0016812","hydrolase activity,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides","MF,MF,MF"
XP_959943.2,"GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process","MF,BP"
XP_959946.2,"GO:0008654,GO:0004609","phospholipid biosynthetic process,phosphatidylserine decarboxylase activity","BP,MF"
XP_959948.1,GO:0070072,vacuolar proton-transporting V-type ATPase complex assembly,BP
XP_959949.1,GO:0008299,isoprenoid biosynthetic process,BP
XP_959951.3,"GO:0042025,GO:0008270,GO:0000981,GO:0006355","host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated","CC,MF,MF,BP"
XP_959961.1,"GO:0003743,GO:0006413,GO:0005515","translation initiation factor activity,translational initiation,protein binding","MF,BP,MF"
XP_959965.2,"GO:0005525,GO:0005525,GO:0003743,GO:0006413,GO:0003924,GO:0005525","GTP binding,GTP binding,translation initiation factor activity,translational initiation,GTPase activity,GTP binding","MF,MF,MF,BP,MF,MF"
XP_959966.1,"GO:0016740,GO:0006364","transferase activity,rRNA processing","MF,BP"
XP_959967.1,"GO:0006886,GO:0006886,GO:0016192","intracellular protein transport,intracellular protein transport,vesicle-mediated transport","BP,BP,BP"
XP_959973.1,"GO:0005525,GO:0005525,GO:0016020,GO:0007165,GO:0005525,GO:0003924","GTP binding,GTP binding,membrane,signal transduction,GTP binding,GTPase activity","MF,MF,CC,BP,MF,MF"
XP_959974.1,"GO:0030170,GO:0019752,GO:0016831","pyridoxal phosphate binding,carboxylic acid metabolic process,carboxy-lyase activity","MF,BP,MF"
XP_959980.1,GO:0003723,RNA binding,MF
XP_959981.1,GO:0005515,protein binding,MF
XP_959984.3,"GO:0043087,GO:0005515,GO:0007165","regulation of GTPase activity,protein binding,signal transduction","BP,MF,BP"
XP_959985.1,"GO:0003824,GO:0016832,GO:0005975,GO:0005975,GO:0016832","catalytic activity,aldehyde-lyase activity,carbohydrate metabolic process,carbohydrate metabolic process,aldehyde-lyase activity","MF,MF,BP,BP,MF"
XP_959993.1,GO:0005515,protein binding,MF
XP_959994.1,"GO:0022857,GO:0055085","transmembrane transporter activity,transmembrane transport","MF,BP"
XP_959997.2,GO:0005515,protein binding,MF
XP_959999.1,"GO:0055114,GO:0020037,GO:0005506,GO:0020037,GO:0055114,GO:0005506,GO:0016705,GO:0055114,GO:0016705","oxidation-reduction process,heme binding,iron ion binding,heme binding,oxidation-reduction process,iron ion binding,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","BP,MF,MF,MF,BP,MF,MF,BP,MF"
XP_960000.1,"GO:0022857,GO:0055085,GO:0016020,GO:0022857,GO:0016021,GO:0022857,GO:0055085","transmembrane transporter activity,transmembrane transport,membrane,transmembrane transporter activity,integral component of membrane,transmembrane transporter activity,transmembrane transport","MF,BP,CC,MF,CC,MF,BP"
XP_960003.2,"GO:0016021,GO:0008495,GO:0048034,GO:0031966,GO:0006783,GO:0008495,GO:0016021,GO:0016765","integral component of membrane,protoheme IX farnesyltransferase activity,heme O biosynthetic process,mitochondrial membrane,heme biosynthetic process,protoheme IX farnesyltransferase activity,integral component of membrane,transferase activity, transferring alkyl or aryl (other than methyl) groups","CC,MF,BP,CC,BP,MF,CC,MF"
XP_960004.2,"GO:0005975,GO:0003824","carbohydrate metabolic process,catalytic activity","BP,MF"
XP_960006.3,"GO:0007018,GO:0003777,GO:0003777,GO:0008017,GO:0007018,GO:0005524,GO:0007018,GO:0003777,GO:0005524","microtubule-based movement,microtubule motor activity,microtubule motor activity,microtubule binding,microtubule-based movement,ATP binding,microtubule-based movement,microtubule motor activity,ATP binding","BP,MF,MF,MF,BP,MF,BP,MF,MF"
XP_960007.1,GO:0003677,DNA binding,MF
XP_960010.3,GO:0005515,protein binding,MF
XP_960011.3,"GO:0003676,GO:0005524","nucleic acid binding,ATP binding","MF,MF"
XP_960014.1,GO:0016787,hydrolase activity,MF
XP_960015.3,"GO:0004499,GO:0050661,GO:0055114,GO:0050660","N,N-dimethylaniline monooxygenase activity,NADP binding,oxidation-reduction process,flavin adenine dinucleotide binding","MF,MF,BP,MF"
XP_960021.3,"GO:0022857,GO:0055085,GO:0022857","transmembrane transporter activity,transmembrane transport,transmembrane transporter activity","MF,BP,MF"
XP_960028.3,"GO:0006486,GO:0000030,GO:0016020","protein glycosylation,mannosyltransferase activity,membrane","BP,MF,CC"
XP_960029.1,"GO:0022857,GO:0055085,GO:0022857","transmembrane transporter activity,transmembrane transport,transmembrane transporter activity","MF,BP,MF"
XP_960030.1,GO:0017183,peptidyl-diphthamide biosynthetic process from peptidyl-histidine,BP
XP_960037.1,"GO:0005515,GO:0006511,GO:0036459,GO:0016579,GO:0004843,GO:0008270,GO:0016579,GO:0036459","protein binding,ubiquitin-dependent protein catabolic process,thiol-dependent ubiquitinyl hydrolase activity,protein deubiquitination,thiol-dependent ubiquitin-specific protease activity,zinc ion binding,protein deubiquitination,thiol-dependent ubiquitinyl hydrolase activity","MF,BP,MF,BP,MF,MF,BP,MF"
XP_960038.1,"GO:0016226,GO:0051536,GO:0005506","iron-sulfur cluster assembly,iron-sulfur cluster binding,iron ion binding","BP,MF,MF"
XP_960040.1,GO:0005515,protein binding,MF
XP_960041.3,GO:0007094,mitotic spindle assembly checkpoint,BP
XP_960042.1,"GO:0003676,GO:0005524","nucleic acid binding,ATP binding","MF,MF"
XP_960043.3,"GO:0016021,GO:0006488","integral component of membrane,dolichol-linked oligosaccharide biosynthetic process","CC,BP"
XP_960049.1,"GO:0005975,GO:0004553","carbohydrate metabolic process,hydrolase activity, hydrolyzing O-glycosyl compounds","BP,MF"
XP_960050.2,"GO:0018298,GO:0009584,GO:0006355,GO:0000160,GO:0000155,GO:0007165,GO:0009584,GO:0006355,GO:0018298,GO:0007165,GO:0000155,GO:0005515","protein-chromophore linkage,detection of visible light,regulation of transcription, DNA-templated,phosphorelay signal transduction system,phosphorelay sensor kinase activity,signal transduction,detection of visible light,regulation of transcription, DNA-templated,protein-chromophore linkage,signal transduction,phosphorelay sensor kinase activity,protein binding","BP,BP,BP,BP,MF,BP,BP,BP,BP,BP,MF,MF"
XP_960057.1,GO:0005515,protein binding,MF
XP_960062.1,"GO:0004386,GO:0003676,GO:0005524","helicase activity,nucleic acid binding,ATP binding","MF,MF,MF"
XP_960063.1,"GO:0019901,GO:0043022,GO:0033674,GO:0006417,GO:0019887","protein kinase binding,ribosome binding,positive regulation of kinase activity,regulation of translation,protein kinase regulator activity","MF,MF,BP,BP,MF"
XP_960064.2,"GO:0003735,GO:0022625,GO:0005840,GO:0003735,GO:0006412,GO:0003735,GO:0003723,GO:0022625","structural constituent of ribosome,cytosolic large ribosomal subunit,ribosome,structural constituent of ribosome,translation,structural constituent of ribosome,RNA binding,cytosolic large ribosomal subunit","MF,CC,CC,MF,BP,MF,MF,CC"
XP_960067.1,"GO:0003824,GO:0035552,GO:0051213,GO:0006307,GO:0006281,GO:0016491,GO:0055114","catalytic activity,oxidative single-stranded DNA demethylation,dioxygenase activity,DNA dealkylation involved in DNA repair,DNA repair,oxidoreductase activity,oxidation-reduction process","MF,BP,MF,BP,BP,MF,BP"
XP_960068.1,"GO:0005515,GO:0005524,GO:0004672,GO:0006468,GO:0005524,GO:0006468,GO:0004672","protein binding,ATP binding,protein kinase activity,protein phosphorylation,ATP binding,protein phosphorylation,protein kinase activity","MF,MF,MF,BP,MF,BP,MF"
XP_960069.2,"GO:0046982,GO:0005669","protein heterodimerization activity,transcription factor TFIID complex","MF,CC"
XP_960070.1,GO:0005515,protein binding,MF
XP_960073.1,"GO:0005840,GO:0006412,GO:0003735,GO:0005840,GO:0003735,GO:0006412,GO:0015934,GO:0003735,GO:0006412","ribosome,translation,structural constituent of ribosome,ribosome,structural constituent of ribosome,translation,large ribosomal subunit,structural constituent of ribosome,translation","CC,BP,MF,CC,MF,BP,CC,MF,BP"
XP_960076.1,"GO:0055114,GO:0004129","oxidation-reduction process,cytochrome-c oxidase activity","BP,MF"
XP_960079.1,GO:0003824,catalytic activity,MF
XP_960088.1,"GO:0000034,GO:0006146,GO:0016810","adenine deaminase activity,adenine catabolic process,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","MF,BP,MF"
XP_960090.1,"GO:0016021,GO:0006865,GO:0016020,GO:0055085,GO:0016021,GO:0006865,GO:0055085","integral component of membrane,amino acid transport,membrane,transmembrane transport,integral component of membrane,amino acid transport,transmembrane transport","CC,BP,CC,BP,CC,BP,BP"
XP_960093.2,GO:0005515,protein binding,MF
XP_960096.2,"GO:0003824,GO:0005509,GO:0004571,GO:0016020,GO:0004571,GO:0005509,GO:0016020","catalytic activity,calcium ion binding,mannosyl-oligosaccharide 1,2-alpha-mannosidase activity,membrane,mannosyl-oligosaccharide 1,2-alpha-mannosidase activity,calcium ion binding,membrane","MF,MF,MF,CC,MF,MF,CC"
XP_960103.1,"GO:0015696,GO:0008519,GO:0016020,GO:0072488,GO:0008519,GO:0016020","ammonium transport,ammonium transmembrane transporter activity,membrane,ammonium transmembrane transport,ammonium transmembrane transporter activity,membrane","BP,MF,CC,BP,MF,CC"
XP_960108.2,"GO:0055114,GO:0050660,GO:0055114,GO:0050660,GO:0016614,GO:0055114,GO:0016614","oxidation-reduction process,flavin adenine dinucleotide binding,oxidation-reduction process,flavin adenine dinucleotide binding,oxidoreductase activity, acting on CH-OH group of donors,oxidation-reduction process,oxidoreductase activity, acting on CH-OH group of donors","BP,MF,BP,MF,MF,BP,MF"
XP_960109.2,"GO:0016021,GO:0055085","integral component of membrane,transmembrane transport","CC,BP"
XP_960110.1,"GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process","MF,BP"
XP_960112.3,GO:0016020,membrane,CC
XP_960113.3,GO:0015031,protein transport,BP
XP_960114.1,GO:0005576,extracellular region,CC
XP_960117.1,"GO:0004672,GO:0006468,GO:0005524,GO:0004672,GO:0006468,GO:0005524","protein kinase activity,protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation,ATP binding","MF,BP,MF,MF,BP,MF"
XP_960118.3,"GO:0055114,GO:0016491,GO:0055114","oxidation-reduction process,oxidoreductase activity,oxidation-reduction process","BP,MF,BP"
XP_960122.2,"GO:0055114,GO:0051287","oxidation-reduction process,NAD binding","BP,MF"
XP_960123.1,GO:0016407,acetyltransferase activity,MF
XP_960124.1,GO:0003824,catalytic activity,MF
XP_960129.3,GO:0016787,hydrolase activity,MF
XP_960132.1,GO:0003824,catalytic activity,MF
XP_960135.1,"GO:0016491,GO:0055114,GO:0016491,GO:0016620,GO:0055114","oxidoreductase activity,oxidation-reduction process,oxidoreductase activity,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,oxidation-reduction process","MF,BP,MF,MF,BP"
XP_960136.3,"GO:0022857,GO:0016021,GO:0022857,GO:0055085,GO:0022857,GO:0055085,GO:0016020","transmembrane transporter activity,integral component of membrane,transmembrane transporter activity,transmembrane transport,transmembrane transporter activity,transmembrane transport,membrane","MF,CC,MF,BP,MF,BP,CC"
XP_960137.1,GO:0006355,"regulation of transcription, DNA-templated",BP
XP_960144.2,GO:0071949,FAD binding,MF
XP_960147.1,"GO:0006364,GO:0032040","rRNA processing,small-subunit processome","BP,CC"
XP_960148.1,GO:0016787,hydrolase activity,MF
XP_960153.2,GO:0005509,calcium ion binding,MF
XP_960155.2,"GO:0004612,GO:0005524,GO:0006094,GO:0004611,GO:0006094,GO:0017076,GO:0004612,GO:0006094,GO:0005524,GO:0004611,GO:0017076,GO:0006094","phosphoenolpyruvate carboxykinase (ATP) activity,ATP binding,gluconeogenesis,phosphoenolpyruvate carboxykinase activity,gluconeogenesis,purine nucleotide binding,phosphoenolpyruvate carboxykinase (ATP) activity,gluconeogenesis,ATP binding,phosphoenolpyruvate carboxykinase activity,purine nucleotide binding,gluconeogenesis","MF,MF,BP,MF,BP,MF,MF,BP,MF,MF,MF,BP"
XP_960160.2,"GO:0019500,GO:0030196,GO:0006807,GO:0016810","cyanide catabolic process,cyanide hydratase activity,nitrogen compound metabolic process,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","BP,MF,BP,MF"
XP_960162.1,"GO:0006656,GO:0008757","phosphatidylcholine biosynthetic process,S-adenosylmethionine-dependent methyltransferase activity","BP,MF"
XP_960166.3,"GO:0005515,GO:0006751,GO:0016787","protein binding,glutathione catabolic process,hydrolase activity","MF,BP,MF"
XP_960168.1,GO:0016787,hydrolase activity,MF
XP_960171.3,"GO:0016021,GO:0022857,GO:0055085,GO:0022857,GO:0055085,GO:0016020,GO:0022857","integral component of membrane,transmembrane transporter activity,transmembrane transport,transmembrane transporter activity,transmembrane transport,membrane,transmembrane transporter activity","CC,MF,BP,MF,BP,CC,MF"
XP_960176.1,GO:0008237,metallopeptidase activity,MF
XP_960179.1,GO:0008168,methyltransferase activity,MF
XP_960181.2,"GO:0003863,GO:0009083,GO:0003826,GO:0016624","3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity,branched-chain amino acid catabolic process,alpha-ketoacid dehydrogenase activity,oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor","MF,BP,MF,MF"
XP_960182.3,GO:0008168,methyltransferase activity,MF
XP_960187.1,"GO:0006164,GO:0005525,GO:0004019,GO:0005525","purine nucleotide biosynthetic process,GTP binding,adenylosuccinate synthase activity,GTP binding","BP,MF,MF,MF"
XP_960190.1,"GO:0016021,GO:0015165,GO:0000139,GO:0090481","integral component of membrane,pyrimidine nucleotide-sugar transmembrane transporter activity,Golgi membrane,pyrimidine nucleotide-sugar transmembrane transport","CC,MF,CC,BP"
XP_960191.2,"GO:0003676,GO:0005524","nucleic acid binding,ATP binding","MF,MF"
XP_960192.1,"GO:0016491,GO:0055114,GO:0016491","oxidoreductase activity,oxidation-reduction process,oxidoreductase activity","MF,BP,MF"
XP_960193.3,"GO:0022857,GO:0022857,GO:0055085","transmembrane transporter activity,transmembrane transporter activity,transmembrane transport","MF,MF,BP"
XP_960196.1,GO:0003677,DNA binding,MF
XP_960199.1,"GO:0004672,GO:0006468,GO:0005524,GO:0004672,GO:0006468","protein kinase activity,protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation","MF,BP,MF,MF,BP"
XP_960203.3,"GO:0004817,GO:0006423,GO:0005524,GO:0000166,GO:0004812,GO:0006418,GO:0005524","cysteine-tRNA ligase activity,cysteinyl-tRNA aminoacylation,ATP binding,nucleotide binding,aminoacyl-tRNA ligase activity,tRNA aminoacylation for protein translation,ATP binding","MF,BP,MF,MF,MF,BP,MF"
XP_960204.1,GO:0071949,FAD binding,MF
XP_960205.1,"GO:0016255,GO:0042765","attachment of GPI anchor to protein,GPI-anchor transamidase complex","BP,CC"
XP_960206.1,"GO:0005685,GO:0003729,GO:0006376","U1 snRNP,mRNA binding,mRNA splice site selection","CC,MF,BP"
XP_960207.1,GO:0003723,RNA binding,MF
XP_960210.1,GO:0016021,integral component of membrane,CC
XP_960211.3,"GO:0006886,GO:0008536,GO:0006606","intracellular protein transport,Ran GTPase binding,protein import into nucleus","BP,MF,BP"
XP_960214.1,"GO:0008270,GO:0004089","zinc ion binding,carbonate dehydratase activity","MF,MF"
XP_960217.1,"GO:0004174,GO:0022900","electron-transferring-flavoprotein dehydrogenase activity,electron transport chain","MF,BP"
XP_960219.1,"GO:0003677,GO:0006352,GO:0006352,GO:0003677","DNA binding,DNA-templated transcription, initiation,DNA-templated transcription, initiation,DNA binding","MF,BP,BP,MF"
XP_960221.1,"GO:0006396,GO:0003723","RNA processing,RNA binding","BP,MF"
XP_960222.1,"GO:0003677,GO:0005507,GO:0003700,GO:0042025,GO:0006355,GO:0003677,GO:0005507,GO:0005634,GO:0003700,GO:0006355","DNA binding,copper ion binding,DNA-binding transcription factor activity,host cell nucleus,regulation of transcription, DNA-templated,DNA binding,copper ion binding,nucleus,DNA-binding transcription factor activity,regulation of transcription, DNA-templated","MF,MF,MF,CC,BP,MF,MF,CC,MF,BP"
XP_960227.1,"GO:0008270,GO:0004089,GO:0015976,GO:0008270,GO:0004089","zinc ion binding,carbonate dehydratase activity,carbon utilization,zinc ion binding,carbonate dehydratase activity","MF,MF,BP,MF,MF"
XP_960228.2,"GO:0042254,GO:1990904","ribosome biogenesis,ribonucleoprotein complex","BP,CC"
XP_960229.1,"GO:0008033,GO:0002098,GO:0034227,GO:0000049","tRNA processing,tRNA wobble uridine modification,tRNA thio-modification,tRNA binding","BP,BP,BP,MF"
XP_960231.3,"GO:0016573,GO:0004402,GO:0006355","histone acetylation,histone acetyltransferase activity,regulation of transcription, DNA-templated","BP,MF,BP"
XP_960244.1,GO:0008270,zinc ion binding,MF
XP_960253.3,"GO:0020037,GO:0055114,GO:0005506,GO:0016705,GO:0055114,GO:0016705","heme binding,oxidation-reduction process,iron ion binding,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF,BP,MF,MF,BP,MF"
XP_960255.2,GO:0071949,FAD binding,MF
XP_960259.1,GO:0005515,protein binding,MF
XP_960262.1,GO:0016787,hydrolase activity,MF
XP_960271.1,GO:0005515,protein binding,MF
XP_960273.1,"GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process","MF,BP"
XP_960274.3,"GO:0055114,GO:0050660,GO:0016614,GO:0055114,GO:0050660,GO:0055114,GO:0016614","oxidation-reduction process,flavin adenine dinucleotide binding,oxidoreductase activity, acting on CH-OH group of donors,oxidation-reduction process,flavin adenine dinucleotide binding,oxidation-reduction process,oxidoreductase activity, acting on CH-OH group of donors","BP,MF,MF,BP,MF,BP,MF"
XP_960280.3,"GO:0005524,GO:0004672,GO:0006468,GO:0005524,GO:0004672,GO:0006468","ATP binding,protein kinase activity,protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation","MF,MF,BP,MF,MF,BP"
XP_960284.1,GO:0005515,protein binding,MF
XP_960287.2,"GO:0003824,GO:0009081,GO:0004084","catalytic activity,branched-chain amino acid metabolic process,branched-chain-amino-acid transaminase activity","MF,BP,MF"
XP_960288.1,"GO:0004672,GO:0006468,GO:0005524","protein kinase activity,protein phosphorylation,ATP binding","MF,BP,MF"
XP_960293.1,GO:0016021,integral component of membrane,CC
XP_960295.1,GO:0019915,lipid storage,BP
XP_960299.1,"GO:0006417,GO:0030015","regulation of translation,CCR4-NOT core complex","BP,CC"
XP_960302.2,"GO:0031177,GO:0003824","phosphopantetheine binding,catalytic activity","MF,MF"
XP_960309.1,GO:0008080,N-acetyltransferase activity,MF
XP_960310.2,GO:0016787,hydrolase activity,MF
XP_960312.2,"GO:0016020,GO:0055085,GO:0016021,GO:0006865,GO:0055085","membrane,transmembrane transport,integral component of membrane,amino acid transport,transmembrane transport","CC,BP,CC,BP,BP"
XP_960313.1,"GO:0005975,GO:0004553","carbohydrate metabolic process,hydrolase activity, hydrolyzing O-glycosyl compounds","BP,MF"
XP_960317.2,"GO:0005975,GO:0004553,GO:0030248,GO:0005975,GO:0005576,GO:0005975,GO:0030248,GO:0005576","carbohydrate metabolic process,hydrolase activity, hydrolyzing O-glycosyl compounds,cellulose binding,carbohydrate metabolic process,extracellular region,carbohydrate metabolic process,cellulose binding,extracellular region","BP,MF,MF,BP,CC,BP,MF,CC"
XP_960322.2,"GO:0042025,GO:0008270,GO:0000981,GO:0006355,GO:0003677,GO:0005634,GO:0006351,GO:0008270","host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated,DNA binding,nucleus,transcription, DNA-templated,zinc ion binding","CC,MF,MF,BP,MF,CC,BP,MF"
XP_960323.3,"GO:0022857,GO:0055085","transmembrane transporter activity,transmembrane transport","MF,BP"
XP_960326.1,GO:0005515,protein binding,MF
XP_960327.3,"GO:0005524,GO:0004672,GO:0006468,GO:0005524,GO:0004672,GO:0006468,GO:0004674,GO:0006468,GO:0005524","ATP binding,protein kinase activity,protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation,protein serine/threonine kinase activity,protein phosphorylation,ATP binding","MF,MF,BP,MF,MF,BP,MF,BP,MF"
XP_960328.1,"GO:0004190,GO:0006508,GO:0004190","aspartic-type endopeptidase activity,proteolysis,aspartic-type endopeptidase activity","MF,BP,MF"
XP_960329.2,"GO:0016052,GO:0050023,GO:0009063","carbohydrate catabolic process,L-fuconate dehydratase activity,cellular amino acid catabolic process","BP,MF,BP"
XP_960331.1,"GO:0005634,GO:0006281,GO:0004519,GO:0003684","nucleus,DNA repair,endonuclease activity,damaged DNA binding","CC,BP,MF,MF"
XP_960332.1,"GO:0005509,GO:0004571,GO:0016020,GO:0003824,GO:0004571,GO:0005509,GO:0016020","calcium ion binding,mannosyl-oligosaccharide 1,2-alpha-mannosidase activity,membrane,catalytic activity,mannosyl-oligosaccharide 1,2-alpha-mannosidase activity,calcium ion binding,membrane","MF,MF,CC,MF,MF,MF,CC"
XP_960333.1,"GO:0016021,GO:0006812,GO:0055085,GO:0015299","integral component of membrane,cation transport,transmembrane transport,solute:proton antiporter activity","CC,BP,BP,MF"
XP_960334.2,GO:0003676,nucleic acid binding,MF
XP_960335.1,"GO:0003676,GO:0005524","nucleic acid binding,ATP binding","MF,MF"
XP_960336.1,"GO:0030014,GO:0006402","CCR4-NOT complex,mRNA catabolic process","CC,BP"
XP_960337.1,"GO:0016491,GO:0055114,GO:0050660,GO:0071949,GO:0050660","oxidoreductase activity,oxidation-reduction process,flavin adenine dinucleotide binding,FAD binding,flavin adenine dinucleotide binding","MF,BP,MF,MF,MF"
XP_960341.1,GO:0052861,"glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group",MF
XP_960345.1,GO:0016491,oxidoreductase activity,MF
XP_960346.1,GO:0016787,hydrolase activity,MF
XP_960347.1,"GO:0005737,GO:0000166,GO:0004815,GO:0006422,GO:0005524,GO:0000166,GO:0004812,GO:0006418,GO:0005524,GO:0003676","cytoplasm,nucleotide binding,aspartate-tRNA ligase activity,aspartyl-tRNA aminoacylation,ATP binding,nucleotide binding,aminoacyl-tRNA ligase activity,tRNA aminoacylation for protein translation,ATP binding,nucleic acid binding","CC,MF,MF,BP,MF,MF,MF,BP,MF,MF"
XP_960348.2,"GO:0006629,GO:0008081","lipid metabolic process,phosphoric diester hydrolase activity","BP,MF"
XP_960355.3,"GO:0016491,GO:0020037,GO:0051536,GO:0055114,GO:0042128,GO:0008942,GO:0050661,GO:0055114,GO:0050660,GO:0051537,GO:0016491,GO:0020037,GO:0055114,GO:0051536,GO:0051537,GO:0055114,GO:0016491,GO:0055114,GO:0055114,GO:0008942","oxidoreductase activity,heme binding,iron-sulfur cluster binding,oxidation-reduction process,nitrate assimilation,nitrite reductase [NAD(P)H] activity,NADP binding,oxidation-reduction process,flavin adenine dinucleotide binding,2 iron, 2 sulfur cluster binding,oxidoreductase activity,heme binding,oxidation-reduction process,iron-sulfur cluster binding,2 iron, 2 sulfur cluster binding,oxidation-reduction process,oxidoreductase activity,oxidation-reduction process,oxidation-reduction process,nitrite reductase [NAD(P)H] activity","MF,MF,MF,BP,BP,MF,MF,BP,MF,MF,MF,MF,BP,MF,MF,BP,MF,BP,BP,MF"
XP_960356.3,"GO:0046514,GO:0017040","ceramide catabolic process,N-acylsphingosine amidohydrolase activity","BP,MF"
XP_960359.3,GO:0006886,intracellular protein transport,BP
XP_960360.1,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",MF
XP_960361.3,"GO:0005975,GO:0004553","carbohydrate metabolic process,hydrolase activity, hydrolyzing O-glycosyl compounds","BP,MF"
